13:21; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SX (N/m^2)
9392  ;-1,11907  ;3,65699  ;5,00265  ;-3,87110e+02
7199  ;-5,88296  ;0,815384  ;3,34633  ;-3,87280e+02
10388  ;-9,58705  ;2,81297  ;4,15002  ;-3,87820e+02
3934  ;-2,35814  ;4,20656  ;5,65817  ;-3,87987e+02
223  ;0  ;7,35421  ;3,46512  ;-3,89529e+02
6050  ;-2,15542  ;9,67808  ;1,94347  ;-3,90299e+02
2595  ;-3,27643  ;4,23537  ;5,86795  ;-3,91282e+02
5128  ;-4,9584  ;1,06096  ;4,08738  ;-3,93794e+02
10692  ;-9,70981  ;8,57301  ;2,99848  ;-3,94056e+02
10022  ;-6,33693  ;1,43208  ;4,53576  ;-3,94551e+02
1948  ;-5,95451  ;3,53049  ;5,77565  ;-3,94618e+02
1610  ;-1,93908  ;0,642593  ;2,49174  ;-3,95031e+02
5477  ;-9,01143  ;0,857017  ;2,38756  ;-3,95250e+02
9818  ;-8,25828  ;8,88029  ;3,77735  ;-3,95409e+02
10223  ;-8,54455  ;4,75193  ;5,36305  ;-3,96264e+02
8106  ;-1,05847  ;7,05394  ;4,74731  ;-3,97249e+02
1287  ;-7,02209  ;1,50609  ;4,50091  ;-3,97323e+02
6372  ;-9,6442  ;4,1125  ;4,39509  ;-3,97850e+02
5291  ;-5,91842  ;8,71116  ;4,24765  ;-3,98308e+02
7410  ;-10  ;2,19304  ;3,21738  ;-3,98359e+02
10746  ;-7,8214  ;9,68333  ;1,91876  ;-3,99608e+02
4941  ;-3,58536  ;1,75677  ;4,87546  ;-4,00540e+02
2184  ;-7,65606  ;6,39024  ;5,58094  ;-4,01298e+02
7657  ;-0,666344  ;5,89788  ;4,71591  ;-4,01760e+02
2368  ;-4,55645  ;7,0663  ;5,56942  ;-4,02402e+02
10506  ;-0,661045  ;1,21004  ;3,37061  ;-4,02801e+02
9681  ;-7,30748  ;9,35762  ;2,36812  ;-4,03737e+02
2830  ;-6,87593  ;5,03215  ;5,8411  ;-4,05917e+02
4601  ;-1,91174  ;5,43322  ;5,52144  ;-4,07781e+02
8367  ;-2,22145  ;0,318406  ;1,87761  ;-4,08177e+02
7211  ;-10  ;7,81391  ;3,24075  ;-4,09902e+02
4524  ;-6,57389  ;1,03499  ;3,77365  ;-4,11449e+02
2116  ;-3,66033  ;4,45137  ;5,88896  ;-4,11784e+02
459  ;-10  ;7,35988  ;3,4815  ;-4,12066e+02
11128  ;-8,776  ;8,32875  ;4,28061  ;-4,12416e+02
3930  ;-1,6719  ;0,321588  ;1,01646  ;-4,12492e+02
10054  ;-9,68248  ;8,3352  ;3,27049  ;-4,13381e+02
3994  ;-4,9437  ;8,92992  ;4,07873  ;-4,14004e+02
9522  ;0  ;0,429637  ;1,69776  ;-4,14065e+02
2456  ;-5,11276  ;0,341702  ;1,00731  ;-4,15403e+02
3369  ;-6,98692  ;5,6335  ;5,79335  ;-4,15908e+02
10526  ;-3,61635  ;9,33854  ;2,44443  ;-4,17051e+02
5531  ;-8,93719  ;2,93579  ;4,7587  ;-4,17412e+02
2332  ;-2,52764  ;4,84003  ;5,75541  ;-4,18041e+02
4193  ;-4,09333  ;8,07539  ;4,95565  ;-4,18326e+02
5732  ;-2,68171  ;8,24181  ;4,62368  ;-4,19239e+02
7827  ;-3,27761  ;0,711993  ;2,92316  ;-4,19289e+02
2163  ;-8,46453  ;5,52772  ;5,3582  ;-4,19319e+02
9245  ;-6,62831  ;9,32485  ;2,88424  ;-4,19685e+02
1915  ;-3,95092  ;5,64639  ;5,89363  ;-4,20292e+02
10475  ;-3,05614  ;9,37994  ;2,42024  ;-4,21096e+02
10243  ;-9,32406  ;4,05537  ;4,69442  ;-4,22250e+02
1579  ;-2,74013  ;0,670354  ;2,8097  ;-4,23149e+02
5919  ;-3,49622  ;0,371704  ;2,2483  ;-4,24943e+02
6658  ;-3,07193  ;1,10783  ;4,07801  ;-4,25379e+02
2457  ;-4,61276  ;0,341702  ;1,00731  ;-4,26166e+02
6486  ;-10  ;9,57036  ;1,69776  ;-4,26581e+02
6233  ;-1,51499  ;9,68195  ;1,86712  ;-4,27338e+02
696  ;-2,93909  ;3,24744  ;5,55361  ;-4,27457e+02
444  ;-10  ;2,64723  ;3,46345  ;-4,27482e+02
4500  ;-2,0742  ;7,05596  ;5,25187  ;-4,28030e+02
5095  ;-4,9101  ;1,76159  ;4,86593  ;-4,28993e+02
3615  ;-7,47646  ;4,10549  ;5,68776  ;-4,29843e+02
4215  ;-10  ;5,94334  ;3,97132  ;-4,33073e+02
6789  ;-6,19067  ;0,31214  ;1,92587  ;-4,34389e+02
5310  ;-6,25139  ;8,60962  ;4,43181  ;-4,35651e+02
4214  ;-4,73906  ;9,66125  ;1,88983  ;-4,35816e+02
7049  ;-8,31612  ;2,77069  ;5,01505  ;-4,36393e+02
7943  ;-3,68931  ;8,9262  ;3,93939  ;-4,36491e+02
3394  ;-9,26853  ;6,58478  ;4,62963  ;-4,37129e+02
8727  ;-8,03044  ;1,28992  ;4,03911  ;-4,38786e+02
828  ;-7,33683  ;5,16705  ;5,71701  ;-4,40057e+02
5127  ;-4,94018  ;1,36909  ;4,42468  ;-4,43229e+02
1741  ;-4,23431  ;2,60196  ;5,37288  ;-4,43322e+02
3642  ;-8,32805  ;4,35638  ;5,43023  ;-4,43791e+02
4115  ;-4,10097  ;1,44467  ;4,33875  ;-4,44097e+02
4201  ;-5,26981  ;8,72602  ;4,19347  ;-4,44963e+02
6619  ;-2,26029  ;1,07651  ;3,92167  ;-4,45636e+02
1900  ;-2,91154  ;5,05603  ;5,77642  ;-4,45803e+02
11319  ;-1,35388  ;9,20481  ;2,76846  ;-4,46496e+02
6443  ;-1,55104  ;4,48459  ;5,36503  ;-4,46563e+02
3651  ;-1,57273  ;0,317023  ;1,84735  ;-4,47837e+02
3212  ;-6,11739  ;8,31174  ;4,72251  ;-4,48056e+02
3897  ;-3,45322  ;8,09608  ;4,98558  ;-4,48189e+02
10158  ;-8,75904  ;6,92476  ;4,88196  ;-4,48271e+02
1922  ;-3,13275  ;6,6153  ;5,58612  ;-4,49553e+02
5031  ;-3,02865  ;2,2399  ;5,07298  ;-4,50474e+02
2911  ;-6,89376  ;8,17353  ;4,80056  ;-4,53616e+02
851  ;-0,909452  ;4,88544  ;4,98569  ;-4,53758e+02
8454  ;-9,31558  ;1,97051  ;3,90032  ;-4,53807e+02
3104  ;-3,75436  ;2,1367  ;5,02766  ;-4,55067e+02
8615  ;-9,54982  ;7,19064  ;4,1459  ;-4,56469e+02
1662  ;-4,52187  ;3,70768  ;5,87834  ;-4,57724e+02
4020  ;-9,39229  ;8,64027  ;3,26897  ;-4,58236e+02
11092  ;-0,672253  ;7,03301  ;4,45567  ;-4,58445e+02
2037  ;-5,39819  ;5,15888  ;5,92853  ;-4,58495e+02
4463  ;-1,92536  ;2,1832  ;4,74121  ;-4,58589e+02
4589  ;-1,77134  ;6,41495  ;5,31578  ;-4,58780e+02
1555  ;-6,09515  ;9,30112  ;2,97089  ;-4,58937e+02
8658  ;-2,60056  ;9,36827  ;2,46083  ;-4,60049e+02
8357  ;-1,68883  ;0,73138  ;2,99063  ;-4,60657e+02
8329  ;-2,77211  ;0,318406  ;1,83832  ;-4,62498e+02
8383  ;0  ;4,05676  ;3,97127  ;-4,63350e+02
7940  ;-3,76646  ;8,49585  ;4,44863  ;-4,66242e+02
4501  ;-1,60589  ;7,20908  ;4,99285  ;-4,69044e+02
2531  ;-4,18272  ;3,55971  ;5,71606  ;-4,70214e+02
7887  ;-5,86158  ;1,04369  ;3,75851  ;-4,70799e+02
5471  ;-2,99361  ;7,866  ;4,9391  ;-4,71447e+02
7122  ;-1,0211  ;1,7342  ;3,83092  ;-4,72439e+02
818  ;-9,09124  ;5,11542  ;4,98609  ;-4,73192e+02
5604  ;-7,88779  ;1,54574  ;4,33213  ;-4,74545e+02
5442  ;-6,04758  ;9,60579  ;2,33973  ;-4,75373e+02
675  ;-4,32135  ;4,50269  ;5,85628  ;-4,77468e+02
3925  ;-1,74517  ;3,20164  ;5,1737  ;-4,77555e+02
6387  ;-3,4383  ;1,08867  ;3,89887  ;-4,77844e+02
3745  ;-2,23309  ;6,62395  ;5,37949  ;-4,79855e+02
1369  ;-4,9595  ;0,670554  ;2,84368  ;-4,80052e+02
9888  ;-8,43121  ;0,329537  ;1,84102  ;-4,80123e+02
8314  ;-3,98375  ;0,371704  ;2,25898  ;-4,80910e+02
4075  ;-4,85347  ;2,11639  ;5,13214  ;-4,80985e+02
2167  ;-8,30529  ;5,15863  ;5,41038  ;-4,83011e+02
1904  ;-3,54821  ;5,34107  ;5,83159  ;-4,84498e+02
11183  ;-6,69067  ;0,31214  ;1,92587  ;-4,85309e+02
11089  ;-3,04104  ;8,76518  ;4,13228  ;-4,88286e+02
5666  ;-6,86296  ;9,65364  ;1,92775  ;-4,88577e+02
7489  ;-0,403518  ;8,65866  ;2,96826  ;-4,88875e+02
757  ;-4,30965  ;5,4618  ;5,84498  ;-4,89498e+02
4546  ;-7,97771  ;6,12108  ;5,44607  ;-4,89643e+02
3151  ;-1,70907  ;1,11505  ;3,72592  ;-4,89685e+02
3216  ;-5,78442  ;8,41328  ;4,53836  ;-4,90121e+02
9065  ;0  ;9,5588  ;1,69503  ;-4,90137e+02
11048  ;-8,95308  ;4,27133  ;4,94636  ;-4,90629e+02
3900  ;-4,60365  ;7,53063  ;5,26761  ;-4,91269e+02
651  ;-6,59199  ;7,78129  ;4,98548  ;-4,91333e+02
1596  ;-8,12048  ;0,640407  ;2,43428  ;-4,91679e+02
11357  ;-0,611241  ;5,22456  ;4,67534  ;-4,93628e+02
7467  ;-0,303285  ;5,24571  ;4,38249  ;-4,94242e+02
8460  ;-7,43487  ;8,53455  ;4,20794  ;-4,95828e+02
1314  ;-3,13743  ;8,39264  ;4,42752  ;-4,98560e+02
1373  ;-3,13541  ;1,49819  ;4,30748  ;-4,99403e+02
10477  ;-2,3396  ;0,656474  ;2,65072  ;-5,00271e+02
2492  ;-7,29841  ;2,8264  ;5,26361  ;-5,01863e+02
1689  ;-6,92936  ;9,32793  ;2,45709  ;-5,02023e+02
2002  ;-6,32645  ;3,21039  ;5,52751  ;-5,04096e+02
2596  ;-2,83775  ;3,83329  ;5,61624  ;-5,07502e+02
1559  ;-7,19984  ;0,705782  ;2,84595  ;-5,07671e+02
865  ;-2,73642  ;4,41915  ;5,67888  ;-5,07909e+02
8439  ;-7,34482  ;0,658641  ;2,44387  ;-5,09567e+02
11473  ;-1,54225  ;0,75336  ;2,66563  ;-5,11135e+02
1946  ;-5,48687  ;3,32323  ;5,62082  ;-5,13812e+02
2879  ;-2,57712  ;6,5187  ;5,45568  ;-5,13885e+02
8549  ;-9,35325  ;5,42929  ;4,69734  ;-5,14453e+02
1660  ;-4,95157  ;3,34283  ;5,62049  ;-5,15250e+02
10028  ;-1,91888  ;0,321297  ;2,15119  ;-5,15766e+02
718  ;-3,41114  ;9,37951  ;1,90681  ;-5,18059e+02
4454  ;-1,73468  ;4,08281  ;5,32317  ;-5,19684e+02
1644  ;-5,63621  ;5,99436  ;5,76671  ;-5,19933e+02
10735  ;-8,21461  ;9,69508  ;1,5934  ;-5,20395e+02
10564  ;-8,93203  ;2,41212  ;4,41415  ;-5,20407e+02
10192  ;-9,30965  ;1,65637  ;3,58186  ;-5,21157e+02
8732  ;-8,57726  ;1,75393  ;4,09815  ;-5,21271e+02
6704  ;-5,88725  ;1,35754  ;4,16099  ;-5,21672e+02
888  ;-7,56353  ;2,26067  ;4,84796  ;-5,22965e+02
1962  ;-4,06378  ;6,3431  ;5,73731  ;-5,23022e+02
8361  ;-2,64218  ;0,653583  ;2,37714  ;-5,23034e+02
7976  ;-2,19366  ;8,65499  ;4,20237  ;-5,23771e+02
4456  ;-1,35929  ;3,20182  ;4,87406  ;-5,26591e+02
10913  ;-9,67827  ;4,75241  ;4,38282  ;-5,27036e+02
6087  ;-0,71195  ;2,45184  ;4,16003  ;-5,27219e+02
10263  ;-0,3041  ;1,88607  ;3,23463  ;-5,27346e+02
9869  ;-7,2449  ;0,30575  ;1,88692  ;-5,28318e+02
5858  ;-9,31736  ;5,93283  ;4,6717  ;-5,30806e+02
2041  ;-4,3155  ;4,98224  ;5,85063  ;-5,30866e+02
2408  ;-6,00869  ;6,57289  ;5,60543  ;-5,33275e+02
1913  ;-4,45836  ;5,94464  ;5,82492  ;-5,33427e+02
8474  ;-6,60725  ;8,94203  ;3,7227  ;-5,33659e+02
3991  ;-5,17154  ;8,35169  ;4,60159  ;-5,34264e+02
2762  ;-3,96145  ;1,78338  ;4,70649  ;-5,35857e+02
2395  ;-6,10314  ;7,22008  ;5,36779  ;-5,35882e+02
7909  ;-8,08029  ;9,68605  ;2,20522  ;-5,36878e+02
11249  ;-9,35813  ;4,69528  ;4,68215  ;-5,37072e+02
10565  ;-9,22855  ;2,93598  ;4,46531  ;-5,37392e+02
3632  ;-8,08878  ;4,76308  ;5,47756  ;-5,37702e+02
8112  ;-1,05431  ;5,94218  ;4,90838  ;-5,37703e+02
1862  ;-3,18863  ;7,13044  ;5,33376  ;-5,37758e+02
5058  ;-4,16703  ;1,09831  ;3,85305  ;-5,37901e+02
4708  ;-8,21568  ;1,89004  ;4,37308  ;-5,38128e+02
7935  ;-1,20704  ;5,24549  ;5,09832  ;-5,39251e+02
8156  ;-8,57045  ;2,54823  ;4,68907  ;-5,39512e+02
1724  ;-3,67418  ;3,54939  ;5,62675  ;-5,41388e+02
4427  ;-9,63045  ;1,3969  ;2,93723  ;-5,41700e+02
3895  ;-3,78726  ;8,20601  ;4,73041  ;-5,43958e+02
2350  ;-4,06244  ;7,30404  ;5,29055  ;-5,44921e+02
4520  ;-7,29281  ;1,88338  ;4,67443  ;-5,45722e+02
9683  ;-7,71237  ;9,36938  ;2,22513  ;-5,47639e+02
1030  ;-2,33516  ;1,94269  ;4,54128  ;-5,49756e+02
5635  ;-5,91192  ;8,92199  ;3,72438  ;-5,51950e+02
2349  ;-3,65932  ;7,23662  ;5,3292  ;-5,52129e+02
4460  ;-0,726214  ;3,06583  ;4,44792  ;-5,52272e+02
1330  ;-1,90072  ;9,35347  ;2,57173  ;-5,52731e+02
3213  ;-5,94153  ;7,88112  ;4,92205  ;-5,52971e+02
3084  ;-2,63712  ;2,59507  ;5,04744  ;-5,53177e+02
7754  ;-1,85579  ;9,67673  ;2,23534  ;-5,53871e+02
4556  ;-8,05943  ;5,60764  ;5,41036  ;-5,55253e+02
4148  ;-5,92131  ;1,73236  ;4,66199  ;-5,57066e+02
3220  ;-5,45488  ;7,99384  ;4,87363  ;-5,58364e+02
1306  ;-1,50463  ;5,60554  ;5,21095  ;-5,61055e+02
1920  ;-3,55983  ;6,37626  ;5,57956  ;-5,61165e+02
2279  ;-0,800871  ;4,52907  ;4,79902  ;-5,62145e+02
5209  ;-2,73529  ;1,72044  ;4,42438  ;-5,62195e+02
11383  ;-4,3873  ;0,712092  ;2,94015  ;-5,62786e+02
11254  ;-8,69069  ;0,847684  ;2,6687  ;-5,64088e+02
7041  ;-4,14984  ;9,31003  ;2,51483  ;-5,66942e+02
6057  ;-6,77695  ;9,62517  ;0,97178  ;-5,68051e+02
2111  ;-3,91279  ;4,67692  ;5,78859  ;-5,68293e+02
10761  ;-7,79512  ;0,30575  ;1,92592  ;-5,69825e+02
2838  ;-7,55801  ;3,39574  ;5,38223  ;-5,71353e+02
4599  ;-2,21007  ;6,22791  ;5,41925  ;-5,72015e+02
5309  ;-6,74985  ;8,57216  ;4,19289  ;-5,72173e+02
3901  ;-4,842  ;7,93225  ;4,93686  ;-5,73951e+02
8025  ;-1,41063  ;7,79904  ;4,41948  ;-5,74485e+02
2112  ;-3,90694  ;5,15648  ;5,78294  ;-5,75736e+02
6788  ;-5,74692  ;0,323208  ;1,78745  ;-5,77708e+02
4114  ;-4,62502  ;1,45979  ;4,23616  ;-5,78764e+02
2340  ;-3,12033  ;4,63515  ;5,69989  ;-5,79010e+02
1640  ;-6,12573  ;5,80181  ;5,71764  ;-5,82073e+02
10483  ;-3,32572  ;8,85564  ;3,70479  ;-5,84758e+02
5837  ;-7,02759  ;6,70043  ;5,38582  ;-5,84950e+02
4519  ;-6,60648  ;1,80637  ;4,62714  ;-5,85043e+02
2443  ;-6,8772  ;2,18366  ;4,80066  ;-5,85232e+02
10839  ;-7,81105  ;8,94072  ;3,63124  ;-5,85820e+02
9102  ;-6,79059  ;0,665031  ;2,48282  ;-5,85994e+02
10540  ;-9,68248  ;7,88117  ;3,51124  ;-5,87201e+02
4436  ;-8,57133  ;1,43978  ;3,7797  ;-5,88939e+02
850  ;-0,692289  ;4,1727  ;4,61235  ;-5,90378e+02
1634  ;-6,49821  ;6,38034  ;5,55635  ;-5,90509e+02
8528  ;-0,303285  ;4,64984  ;4,31244  ;-5,93471e+02
4522  ;-6,57241  ;1,43155  ;4,12614  ;-5,94102e+02
5083  ;-5,284  ;1,42409  ;4,15731  ;-5,95874e+02
5857  ;-8,80787  ;6,27282  ;4,92403  ;-5,96013e+02
3211  ;-6,61586  ;8,27428  ;4,4836  ;-5,97558e+02
5441  ;-5,55388  ;9,60579  ;2,34673  ;-5,99913e+02
3993  ;-5,26332  ;8,93685  ;3,6702  ;-6,00058e+02
8455  ;-9,22338  ;2,4123  ;4,12076  ;-6,00428e+02
2036  ;-6,01474  ;5,20047  ;5,7654  ;-6,00560e+02
2760  ;-4,59494  ;1,85229  ;4,67741  ;-6,03462e+02
1963  ;-4,5012  ;6,5833  ;5,57461  ;-6,05130e+02
4437  ;-8,02766  ;1,11765  ;3,57167  ;-6,05311e+02
2881  ;-2,5541  ;6,12266  ;5,49544  ;-6,05918e+02
3780  ;-9,14461  ;9,51895  ;2,22898  ;-6,06335e+02
10249  ;-1,05745  ;7,47453  ;4,36648  ;-6,06398e+02
3992  ;-4,70008  ;8,95453  ;3,68089  ;-6,07026e+02
751  ;-3,50423  ;4,85116  ;5,7209  ;-6,07119e+02
8442  ;-7,66016  ;0,673095  ;2,64011  ;-6,07292e+02
5856  ;-8,86818  ;5,78113  ;4,95669  ;-6,07302e+02
2919  ;-7,30684  ;7,93334  ;4,75879  ;-6,07623e+02
3102  ;-4,38785  ;2,2056  ;4,99858  ;-6,07776e+02
2841  ;-7,32956  ;3,789  ;5,47089  ;-6,07971e+02
3952  ;-2,21906  ;2,8019  ;5,1065  ;-6,08938e+02
7947  ;-4,04998  ;8,93717  ;3,63627  ;-6,09262e+02
1944  ;-5,48209  ;4,38276  ;5,7593  ;-6,09854e+02
7703  ;-0,609559  ;9,22385  ;2,14618  ;-6,12065e+02
5093  ;-3,50177  ;1,47903  ;4,12834  ;-6,14491e+02
2917  ;-7,77932  ;7,57145  ;4,8234  ;-6,17987e+02
8464  ;-7,29227  ;8,90442  ;3,73775  ;-6,18472e+02
667  ;-5,6196  ;3,02865  ;5,37576  ;-6,21011e+02
4718  ;-4,70123  ;8,60367  ;4,06576  ;-6,23167e+02
10268  ;-0,32828  ;0,577018  ;2,00285  ;-6,25183e+02
9227  ;-7  ;0  ;0,866025  ;-6,26107e+02
4773  ;-0,700778  ;8,3675  ;3,57615  ;-6,27031e+02
8601  ;-9,64238  ;5,85183  ;4,28715  ;-6,29864e+02
3645  ;-7,02043  ;4,54156  ;5,61386  ;-6,30219e+02
6052  ;-2,73565  ;9,67808  ;1,86347  ;-6,30337e+02
4528  ;-7,45345  ;1,17551  ;3,79859  ;-6,30358e+02
9817  ;-8,61456  ;8,5215  ;3,78452  ;-6,30568e+02
8928  ;-0,671227  ;7,4536  ;4,07484  ;-6,31649e+02
883  ;-6,19086  ;2,10664  ;4,75337  ;-6,32707e+02
1858  ;-2,633  ;7,03384  ;5,20332  ;-6,32932e+02
9699  ;-8,11047  ;0,320204  ;2,12216  ;-6,33310e+02
5086  ;-5,25834  ;1,11024  ;3,75483  ;-6,33766e+02
11213  ;-9,38099  ;0,787635  ;2,16453  ;-6,35644e+02
2024  ;-6,03584  ;3,99188  ;5,70135  ;-6,36097e+02
2339  ;-1,78345  ;4,80123  ;5,34395  ;-6,36471e+02
10230  ;-0,572715  ;1,29809  ;2,91975  ;-6,36576e+02
10815  ;-1,01308  ;9,21002  ;2,40024  ;-6,37520e+02
8548  ;-9,67827  ;5,34829  ;4,31279  ;-6,37571e+02
1670  ;-3,68777  ;4,01875  ;5,65914  ;-6,39913e+02
5125  ;-5,25392  ;1,8166  ;4,59856  ;-6,40565e+02
665  ;-4,549  ;3,06783  ;5,37511  ;-6,42790e+02
8929  ;-0,631054  ;7,88278  ;3,78482  ;-6,43857e+02
415  ;-10  ;9,14073  ;1,39553  ;-6,44219e+02
7967  ;-1,85405  ;8,37331  ;4,10463  ;-6,45169e+02
10212  ;-7,98519  ;0  ;0,85518  ;-6,47667e+02
2927  ;-8,20313  ;7,32511  ;4,78069  ;-6,53656e+02
11067  ;-5,5625  ;0,785475  ;2,88535  ;-6,54943e+02
1620  ;-7,00508  ;7,54111  ;4,94372  ;-6,56851e+02
3100  ;-3,26409  ;2,69238  ;5,11914  ;-6,61116e+02
8914  ;-5,24692  ;0,323208  ;1,78745  ;-6,62530e+02
11113  ;-6,39619  ;9,3042  ;2,54375  ;-6,64064e+02
2552  ;-5,08814  ;7,09876  ;5,33796  ;-6,64337e+02
1655  ;-5,0843  ;3,04824  ;5,37543  ;-6,64398e+02
1943  ;-4,87733  ;4,36325  ;5,71543  ;-6,64876e+02
2118  ;-4,96205  ;5,48274  ;5,70529  ;-6,66014e+02
3748  ;-2,34451  ;5,59858  ;5,4337  ;-6,69371e+02
2432  ;-6,32941  ;9,68859  ;0,905325  ;-6,69599e+02
3922  ;-1,9749  ;3,62764  ;5,19458  ;-6,71414e+02
2325  ;-1,19947  ;4,52854  ;4,99729  ;-6,72492e+02
4459  ;-1,74274  ;2,8425  ;4,84643  ;-6,73219e+02
4703  ;-7,45197  ;1,57207  ;4,15107  ;-6,74212e+02
7039  ;-4,78286  ;9,34995  ;2,44289  ;-6,74923e+02
9120  ;-7,90735  ;8,17266  ;4,27255  ;-6,75453e+02
5092  ;-3,36226  ;1,81775  ;4,49607  ;-6,75869e+02
7846  ;-4,16742  ;0,727319  ;2,53443  ;-6,77492e+02
3393  ;-9,17596  ;7,05523  ;4,38777  ;-6,77784e+02
5057  ;-4,69108  ;1,11343  ;3,75046  ;-6,77874e+02
6415  ;-9,5807  ;9,51895  ;1,98407  ;-6,79602e+02
4721  ;-4,05113  ;8,58631  ;4,02114  ;-6,80543e+02
3779  ;-9,5807  ;9,08286  ;2,22897  ;-6,80942e+02
9429  ;-9,5  ;0  ;0,5  ;-6,82123e+02
7046  ;-8,8645  ;7,85427  ;4,11585  ;-6,83346e+02
8613  ;-10  ;6,83558  ;3,58086  ;-6,83868e+02
3769  ;-3,77885  ;7,67617  ;4,9267  ;-6,87535e+02
10733  ;-8,00674  ;10  ;0,889665  ;-6,88814e+02
9632  ;-6,27342  ;0,762339  ;2,52336  ;-6,88846e+02
3634  ;-7,48133  ;4,67646  ;5,48976  ;-6,88854e+02
9556  ;-2,24165  ;0,639703  ;2,21817  ;-6,89017e+02
6388  ;-3,84161  ;1,10675  ;3,49291  ;-6,90995e+02
6386  ;-2,75524  ;1,1293  ;3,63928  ;-6,93764e+02
7047  ;-9,22092  ;7,49598  ;4,12264  ;-6,93936e+02
2871  ;-2,3211  ;7,40965  ;4,8879  ;-6,95618e+02
10225  ;0  ;3,16454  ;3,58081  ;-6,96083e+02
2324  ;-1,09089  ;4,17217  ;4,81062  ;-6,97340e+02
1859  ;-2,8523  ;7,41177  ;5,01031  ;-6,98668e+02
2845  ;-6,74903  ;2,85038  ;5,28955  ;-7,01734e+02
2869  ;-2,5404  ;7,78758  ;4,69489  ;-7,02343e+02
887  ;-8,08272  ;3,39935  ;5,08519  ;-7,03848e+02
3219  ;-5,13534  ;7,5631  ;5,03615  ;-7,04276e+02
8033  ;-2,29621  ;8,13704  ;4,31403  ;-7,05501e+02
5720  ;-10  ;3,1675  ;3,5741  ;-7,06016e+02
2381  ;-4,94061  ;6,28772  ;5,55887  ;-7,06142e+02
5076  ;-4,3008  ;7,70566  ;4,9598  ;-7,06719e+02
11459  ;-1,59293  ;0,638319  ;2,18791  ;-7,08064e+02
3106  ;-3,67996  ;3,17254  ;5,40766  ;-7,08796e+02
9633  ;-6,68267  ;0,80309  ;2,88648  ;-7,12734e+02
2836  ;-7,82313  ;2,83001  ;4,96657  ;-7,13196e+02
3509  ;-5,90523  ;2,56764  ;5,06456  ;-7,14189e+02
3644  ;-6,93292  ;4,17767  ;5,57244  ;-7,15965e+02
3210  ;-6,31409  ;7,88205  ;4,66853  ;-7,16097e+02
8443  ;-7,80514  ;0,625953  ;2,23803  ;-7,16344e+02
6393  ;-1,96709  ;4,39944  ;5,30209  ;-7,18242e+02
3101  ;-2,96213  ;2,04  ;4,61297  ;-7,21305e+02
2655  ;0  ;6,83338  ;3,57545  ;-7,21957e+02
4198  ;-4,60296  ;8,22933  ;4,47388  ;-7,24505e+02
3768  ;-3,30816  ;7,56999  ;4,93127  ;-7,24923e+02
5135  ;-6,14411  ;1,1287  ;3,33919  ;-7,25298e+02
4499  ;-1,85278  ;7,56277  ;4,62888  ;-7,26695e+02
4771  ;-1,13604  ;8,27936  ;3,83934  ;-7,29545e+02
2336  ;-2,13658  ;5,03291  ;5,39933  ;-7,31928e+02
722  ;-3,5891  ;2,13731  ;4,68467  ;-7,35000e+02
9913  ;-4,75987  ;0,350503  ;1,88214  ;-7,35740e+02
11121  ;-3,12699  ;0,706881  ;2,32906  ;-7,36058e+02
2396  ;-5,62198  ;7,45038  ;5,08458  ;-7,36787e+02
9890  ;-8,44123  ;0,649741  ;2,15313  ;-7,38755e+02
9860  ;-7,40079  ;0,322921  ;1,49298  ;-7,38949e+02
1049  ;-6,12273  ;1,35701  ;3,75136  ;-7,41581e+02
2003  ;-6,40778  ;3,67178  ;5,4532  ;-7,43282e+02
5733  ;-3,4221  ;8,4831  ;4,00003  ;-7,43501e+02
4766  ;-2,12674  ;8,73561  ;3,65923  ;-7,44175e+02
5861  ;-8,81955  ;7,41353  ;4,38097  ;-7,44257e+02
8654  ;-2,20035  ;9,35482  ;2,27986  ;-7,48697e+02
1621  ;-6,4757  ;7,22101  ;5,11426  ;-7,49021e+02
1722  ;-3,24909  ;3,61668  ;5,40744  ;-7,49384e+02
8110  ;-1,49867  ;5,95793  ;5,01974  ;-7,50783e+02
4461  ;-1,10967  ;2,70651  ;4,42029  ;-7,51120e+02
8607  ;-8,81885  ;4,69434  ;4,93883  ;-7,53454e+02
3643  ;-6,41408  ;4,18127  ;5,60372  ;-7,57271e+02
8471  ;-7,41785  ;8,92596  ;3,29892  ;-7,58429e+02
1942  ;-5,5682  ;3,78462  ;5,54651  ;-7,58647e+02
963  ;-3,86814  ;1,45987  ;3,9492  ;-7,59201e+02
6243  ;-3,19124  ;9,68976  ;1,82288  ;-7,62296e+02
1376  ;-6,1655  ;0,900397  ;2,92702  ;-7,66340e+02
10270  ;-0,783263  ;0,577018  ;2,23831  ;-7,67280e+02
1669  ;-4,19459  ;3,982  ;5,5982  ;-7,69159e+02
2025  ;-6,09864  ;4,42434  ;5,59617  ;-7,69330e+02
7968  ;-1,4195  ;8,11914  ;4,10101  ;-7,72347e+02
4702  ;-7,72269  ;1,94936  ;4,32459  ;-7,74412e+02
5077  ;-4,08101  ;8,19985  ;4,44079  ;-7,74500e+02
1470  ;-2,49997  ;9,35617  ;1,98799  ;-7,75256e+02
