13:21; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SY (N/m^2)
10996  ;-2,51065  ;9,28239  ;6,32291  ;-9,85996e+04
8723  ;-8,36427  ;1,54192  ;4,61095  ;-9,86004e+04
5356  ;-1,15639  ;0,336003  ;7,76633  ;-9,86017e+04
6124  ;-2,52061  ;0,65199  ;6,38014  ;-9,86033e+04
19  ;0  ;0  ;8  ;-9,86036e+04
850  ;-0,692289  ;4,1727  ;4,61235  ;-9,86040e+04
8245  ;-2,66435  ;9,68908  ;6,81767  ;-9,86059e+04
8366  ;-2,51701  ;0,318406  ;1,40838  ;-9,86060e+04
1552  ;-6,26306  ;0,738529  ;4,4119  ;-9,86066e+04
5150  ;-6,88495  ;6,23355  ;1,48568  ;-9,86080e+04
6673  ;-0,370887  ;6,36864  ;5,92931  ;-9,86088e+04
11245  ;-4,27613  ;9,2652  ;4,40096  ;-9,86091e+04
11035  ;-9,26318  ;7,02291  ;5,54219  ;-9,86098e+04
37  ;-10  ;0  ;8  ;-9,86111e+04
7629  ;0  ;7,38346  ;7,00037  ;-9,86121e+04
9726  ;-10  ;7,38405  ;6,99896  ;-9,86126e+04
10025  ;-4,08716  ;0,678716  ;4,74771  ;-9,86132e+04
8243  ;-2,61591  ;10  ;6,99904  ;-9,86133e+04
5743  ;-5,3503  ;9,13295  ;0,511569  ;-9,86146e+04
6649  ;-7,38343  ;10  ;7,00038  ;-9,86151e+04
6869  ;-3,6658  ;0,352775  ;5,89754  ;-9,86156e+04
260  ;-10  ;10  ;8  ;-9,86159e+04
4017  ;-8,90794  ;8,7612  ;2,80519  ;-9,86168e+04
144  ;0  ;10  ;8  ;-9,86170e+04
1597  ;-9,1741  ;2,9548  ;3,84645  ;-9,86175e+04
6715  ;0  ;2,60861  ;7,00985  ;-9,86179e+04
10659  ;-9,66167  ;8,83974  ;7,77288  ;-9,86194e+04
4186  ;-6,12209  ;3,02033  ;1,54215  ;-9,86200e+04
2610  ;-0,769024  ;9,40618  ;7,8826  ;-9,86212e+04
10113  ;-10  ;2,61657  ;7,00037  ;-9,86232e+04
9954  ;-2,61641  ;0  ;7,00045  ;-9,86268e+04
7795  ;-2,97003  ;9,24591  ;5,53731  ;-9,86272e+04
3183  ;-0,827034  ;5,73392  ;0,387241  ;-9,86281e+04
1525  ;-6,38133  ;0,62428  ;2,11969  ;-9,86281e+04
3267  ;-1,412  ;5,18798  ;0,80911  ;-9,86283e+04
9774  ;-0,732549  ;2,03153  ;6,95422  ;-9,86287e+04
5458  ;-2,02124  ;0,623517  ;7,07323  ;-9,86297e+04
10186  ;-8,40688  ;8,66201  ;6,79004  ;-9,86314e+04
7786  ;-8,94629  ;0,326026  ;7,83535  ;-9,86317e+04
9366  ;-4,29124  ;0,356624  ;5,85438  ;-9,86320e+04
6088  ;-1,11783  ;2,16902  ;4,68088  ;-9,86321e+04
9187  ;-9,66887  ;7,72275  ;7,09717  ;-9,86328e+04
9956  ;-2,3198  ;0,303255  ;7,05465  ;-9,86329e+04
10046  ;-7,38205  ;2,02836  ;1,02215  ;-9,86329e+04
8466  ;-2,48561  ;9,67808  ;1,44898  ;-9,86371e+04
748  ;-1,42627  ;8,6874  ;6,9842  ;-9,86381e+04
6120  ;-0,326732  ;8,37307  ;1,81962  ;-9,86394e+04
7907  ;-8,96188  ;9,21353  ;2,43436  ;-9,86428e+04
9221  ;-9,2227  ;4,29454  ;2,86799  ;-9,86454e+04
10848  ;-5,93535  ;0,690057  ;4,76173  ;-9,86473e+04
6717  ;-0,326368  ;2,65577  ;6,84899  ;-9,86478e+04
5523  ;-8,72485  ;1,16735  ;7,41464  ;-9,86514e+04
804  ;-8,4125  ;8,38765  ;5,67259  ;-9,86515e+04
5728  ;-6,66954  ;0,347925  ;6,21333  ;-9,86532e+04
8666  ;-9,18146  ;6,62583  ;3,38993  ;-9,86534e+04
10117  ;-9,67955  ;2,34291  ;7,05471  ;-9,86554e+04
1569  ;-0,615911  ;5,57402  ;4,98822  ;-9,86554e+04
4982  ;-7,61782  ;4,0284  ;1,45664  ;-9,86558e+04
7885  ;-9,63739  ;3,72181  ;5,95548  ;-9,86562e+04
1990  ;-6,29237  ;9,63951  ;5,97033  ;-9,86587e+04
6200  ;-9,15961  ;5,78639  ;0,5208  ;-9,86590e+04
6610  ;-9,63649  ;4,39646  ;5,88933  ;-9,86594e+04
5457  ;-1,93263  ;0,981058  ;6,82369  ;-9,86599e+04
9990  ;-3,33434  ;0,348736  ;6,21318  ;-9,86632e+04
2611  ;-0,314042  ;8,9512  ;7,8826  ;-9,86639e+04
6676  ;-0,349602  ;6,64442  ;6,24619  ;-9,86668e+04
4436  ;-8,57133  ;1,43978  ;3,7797  ;-9,86670e+04
7307  ;-0,970516  ;9,0295  ;7,68596  ;-9,86671e+04
6512  ;-9,32098  ;2,55831  ;6,39928  ;-9,86675e+04
6604  ;-6,33392  ;0,351721  ;5,95974  ;-9,86695e+04
3307  ;-1,09336  ;9,67569  ;7,87991  ;-9,86704e+04
6122  ;-0,646175  ;8,75999  ;7,68864  ;-9,86712e+04
11181  ;-9,14467  ;2,01489  ;0  ;-9,86714e+04
7014  ;-1,9645  ;5,96636  ;1,25807  ;-9,86719e+04
7550  ;0  ;1,77045  ;7,55167  ;-9,86728e+04
8535  ;-0,364757  ;5,6246  ;5,88358  ;-9,86731e+04
6214  ;-2,35598  ;9,33928  ;6,80487  ;-9,86754e+04
10609  ;-9,66486  ;2,68951  ;6,86389  ;-9,86784e+04
7684  ;-2,47125  ;9,54502  ;0,454982  ;-9,86799e+04
11443  ;-9,36079  ;2,07602  ;7,09371  ;-9,86805e+04
11172  ;-9,34161  ;2,37329  ;2,62292  ;-9,86856e+04
7305  ;-1,09549  ;8,66492  ;7,45547  ;-9,86862e+04
1418  ;-1,7432  ;1,44196  ;5,15456  ;-9,86867e+04
9729  ;-9,66887  ;7,26906  ;6,84901  ;-9,86871e+04
4135  ;-7,80424  ;8,94629  ;6,23508  ;-9,86881e+04
11473  ;-1,54225  ;0,75336  ;2,66563  ;-9,86884e+04
7811  ;-3,99219  ;9,28995  ;4,73678  ;-9,86891e+04
11264  ;-0,73025  ;8,85181  ;2,39609  ;-9,86893e+04
3974  ;-9,33528  ;7,60382  ;6,78961  ;-9,86907e+04
5341  ;-5,66129  ;0  ;6,33645  ;-9,86915e+04
1988  ;-6,65134  ;9,64642  ;6,2304  ;-9,86968e+04
9736  ;-9,63703  ;6,6571  ;6,22765  ;-9,86972e+04
9364  ;-4,34117  ;0  ;6,3348  ;-9,86977e+04
4098  ;-4,49874  ;2,23159  ;1,35142  ;-9,86982e+04
1978  ;-5,62035  ;9,62225  ;5,88103  ;-9,86987e+04
2681  ;-0,335115  ;0,653875  ;7,98031  ;-9,87002e+04
6518  ;-9,64143  ;3,35263  ;6,23479  ;-9,87006e+04
6037  ;-0,356712  ;3,7588  ;6,00541  ;-9,87021e+04
9408  ;-9,59262  ;6,03639  ;1,38683  ;-9,87028e+04
4928  ;-5,5  ;0,433013  ;0,433013  ;-9,87043e+04
7886  ;-6,59527  ;0,806685  ;3,36148  ;-9,87050e+04
10037  ;-3,34111  ;9,63219  ;6,22863  ;-9,87103e+04
7549  ;0  ;1,34048  ;7,80709  ;-9,87116e+04
10884  ;-9,5605  ;9,69068  ;8,04502  ;-9,87123e+04
4373  ;-5,23319  ;7,37336  ;1,426  ;-9,87123e+04
6536  ;-8,26168  ;4,83141  ;1,25873  ;-9,87124e+04
11437  ;-3,68503  ;0,72168  ;4,94426  ;-9,87130e+04
2102  ;-8,95163  ;7,99643  ;6,71381  ;-9,87157e+04
9629  ;-0,794113  ;7,48393  ;6,33023  ;-9,87168e+04
769  ;-5,55345  ;9,37237  ;4,99115  ;-9,87172e+04
11352  ;-5,21694  ;9,31196  ;4,74341  ;-9,87197e+04
9129  ;-7,61142  ;9,37077  ;6,91104  ;-9,87215e+04
11342  ;-0,731623  ;3,10793  ;5,63379  ;-9,87224e+04
4382  ;-4,11422  ;5,91787  ;1,71175  ;-9,87251e+04
1500  ;-9,35971  ;4,26938  ;5,00114  ;-9,87262e+04
5346  ;-5,7195  ;0,359661  ;5,98885  ;-9,87278e+04
1379  ;-8,58139  ;1,66274  ;6,48692  ;-9,87301e+04
7593  ;-1,04094  ;8,41228  ;7,23524  ;-9,87304e+04
1264  ;-3,11541  ;4,40782  ;1,57418  ;-9,87306e+04
1291  ;-0,615086  ;3,40919  ;2,16331  ;-9,87311e+04
1893  ;-1,64459  ;9,01574  ;7,23562  ;-9,87313e+04
6930  ;-9,27889  ;3,33598  ;5,34023  ;-9,87331e+04
6640  ;-9,34385  ;7,34468  ;2,36382  ;-9,87340e+04
1266  ;-3,13893  ;5,54213  ;1,58508  ;-9,87366e+04
10157  ;-8,74135  ;7,88239  ;4,58097  ;-9,87378e+04
6069  ;-0,851534  ;2,49033  ;3,22271  ;-9,87384e+04
5577  ;-0,357302  ;3,38204  ;6,29551  ;-9,87386e+04
7199  ;-5,88296  ;0,815384  ;3,34633  ;-9,87402e+04
9965  ;-2,77769  ;0,328238  ;6,87858  ;-9,87420e+04
7808  ;-3,63036  ;9,26425  ;5,05148  ;-9,87440e+04
8233  ;-6,32745  ;9,28017  ;5,02163  ;-9,87450e+04
6538  ;-8,18677  ;0  ;7,60747  ;-9,87473e+04
11369  ;-6,30463  ;0,720986  ;5,00923  ;-9,87478e+04
3435  ;-5,66682  ;8,3149  ;1,14672  ;-9,87483e+04
9627  ;-0,361261  ;7,24051  ;6,88006  ;-9,87505e+04
7541  ;-0,777109  ;2,57283  ;6,33606  ;-9,87521e+04
4686  ;-1,72905  ;4,81475  ;1,23771  ;-9,87528e+04
10291  ;0  ;6,93603  ;6,94746  ;-9,87551e+04
9399  ;-9,54502  ;7,52875  ;0,454982  ;-9,87583e+04
4131  ;-7,97195  ;8,93836  ;6,68126  ;-9,87592e+04
7654  ;-0,729276  ;6,32381  ;4,99383  ;-9,87605e+04
3171  ;-5,23137  ;3,80287  ;1,73241  ;-9,87614e+04
1485  ;-9,3858  ;4,70963  ;1,94496  ;-9,87617e+04
1550  ;-4,45444  ;0,619622  ;5,09237  ;-9,87628e+04
9297  ;-9,6431  ;6,21211  ;6,00225  ;-9,87640e+04
8872  ;-3,31201  ;7,55973  ;1,30101  ;-9,87648e+04
9957  ;-1,81895  ;0  ;7,6089  ;-9,87653e+04
9054  ;-7,52486  ;1,06605  ;4,84894  ;-9,87663e+04
10989  ;-10  ;8,17975  ;7,60841  ;-9,87666e+04
8559  ;-1,81895  ;10  ;7,60888  ;-9,87667e+04
8187  ;-8,18105  ;10  ;7,6089  ;-9,87668e+04
6908  ;-9,4039  ;0,326026  ;8,06167  ;-9,87680e+04
1473  ;-2,94466  ;9,13772  ;3,83704  ;-9,87684e+04
11162  ;-10  ;1,81895  ;7,6089  ;-9,87699e+04
11411  ;-9,17086  ;3,40036  ;3,39858  ;-9,87703e+04
6932  ;-9,28159  ;3,79808  ;4,99199  ;-9,87706e+04
9506  ;-0,746175  ;2,36741  ;6,78048  ;-9,87722e+04
1117  ;-9,34996  ;5,7374  ;5,03152  ;-9,87723e+04
7133  ;-1,12098  ;2,26757  ;5,14683  ;-9,87725e+04
3304  ;-0,889687  ;10  ;8,00602  ;-9,87726e+04
5883  ;0  ;3,06311  ;6,95055  ;-9,87730e+04
4180  ;-1,32546  ;1,71387  ;6,7024  ;-9,87731e+04
6828  ;-7,16602  ;9,69348  ;6,89549  ;-9,87733e+04
6126  ;0  ;8,18105  ;7,6089  ;-9,87738e+04
10120  ;-7,48188  ;1,06672  ;5,28144  ;-9,87745e+04
10925  ;-1,22739  ;7,60307  ;0,585677  ;-9,87749e+04
4228  ;-5,90815  ;5,50715  ;1,7373  ;-9,87750e+04
10965  ;-10  ;0,889687  ;8,00602  ;-9,87755e+04
8011  ;-9,34663  ;2,63632  ;2,37602  ;-9,87758e+04
3059  ;-6,94884  ;0  ;6,93869  ;-9,87761e+04
11360  ;-9,26925  ;6,57792  ;5,31679  ;-9,87779e+04
4809  ;-8,87588  ;8,09411  ;3,67778  ;-9,87787e+04
8242  ;-3,06198  ;10  ;6,94122  ;-9,87788e+04
8100  ;0  ;9,11031  ;8,00602  ;-9,87793e+04
10082  ;-5,03104  ;0,630603  ;5,10197  ;-9,87806e+04
8361  ;-2,64218  ;0,653583  ;2,37714  ;-9,87815e+04
125  ;-5,00092  ;0  ;6,36  ;-9,87839e+04
9122  ;-7,91693  ;8,7779  ;4,41871  ;-9,87844e+04
3303  ;-1,40446  ;10  ;7,85892  ;-9,87844e+04
10608  ;-9,34441  ;2,41585  ;6,91823  ;-9,87853e+04
6802  ;0  ;4,34528  ;6,42787  ;-9,87855e+04
8409  ;-8,93489  ;1,62318  ;3,27678  ;-9,87857e+04
8533  ;0  ;5,65569  ;6,42523  ;-9,87858e+04
5842  ;-8,72046  ;7,84998  ;5,82215  ;-9,87860e+04
9725  ;-10  ;6,93803  ;6,94122  ;-9,87860e+04
8462  ;-7,54218  ;8,95758  ;4,37464  ;-9,87861e+04
6127  ;0  ;8,59554  ;7,85894  ;-9,87870e+04
5353  ;-0,889687  ;0  ;8,00602  ;-9,87875e+04
8223  ;-5,65558  ;10  ;6,4253  ;-9,87882e+04
6608  ;-10  ;4,34441  ;6,42529  ;-9,87882e+04
5271  ;-4,34516  ;10  ;6,42709  ;-9,87886e+04
3063  ;-7,25102  ;0,336  ;6,98494  ;-9,87890e+04
9796  ;-9,11031  ;10  ;8,00602  ;-9,87894e+04
10966  ;-10  ;1,40446  ;7,85894  ;-9,87898e+04
6267  ;-3,79971  ;9,63376  ;6,00856  ;-9,87899e+04
6872  ;-10  ;5,65484  ;6,42709  ;-9,87902e+04
6206  ;-6,59376  ;9,68859  ;1,34176  ;-9,87917e+04
7908  ;-8,67536  ;9,51895  ;1,9335  ;-9,87926e+04
8188  ;-8,59554  ;10  ;7,85894  ;-9,87934e+04
7577  ;-1,40446  ;0  ;7,85894  ;-9,87939e+04
10611  ;-10  ;3,06417  ;6,94746  ;-9,87951e+04
9632  ;-6,27342  ;0,762339  ;2,52336  ;-9,87957e+04
1222  ;-8,61611  ;8,81885  ;7,37339  ;-9,87961e+04
6537  ;-8,59261  ;0  ;7,86866  ;-9,87994e+04
9010  ;-2,13126  ;1,05572  ;6,36886  ;-9,87998e+04
6827  ;-6,93583  ;10  ;6,94747  ;-9,88019e+04
9633  ;-6,68267  ;0,80309  ;2,88648  ;-9,88033e+04
9964  ;-3,06342  ;0  ;6,94334  ;-9,88038e+04
7472  ;-8,86856  ;9,10011  ;7,73171  ;-9,88046e+04
6487  ;-10  ;9,57036  ;1,19776  ;-9,88065e+04
11325  ;-10  ;8,59101  ;7,86735  ;-9,88085e+04
288  ;-5,5  ;10  ;0,866025  ;-9,88091e+04
6877  ;-9,64395  ;5,57379  ;6,03868  ;-9,88100e+04
5276  ;-4,46537  ;9,65565  ;6,04501  ;-9,88103e+04
7783  ;-7,60031  ;0,647596  ;7,02247  ;-9,88110e+04
7139  ;-1,19656  ;2,27529  ;5,78335  ;-9,88132e+04
6507  ;-8,80752  ;2,26107  ;5,95248  ;-9,88140e+04
9565  ;-2,94047  ;2,14528  ;1,20458  ;-9,88141e+04
1609  ;-5,60765  ;0,641584  ;5,11157  ;-9,88159e+04
10654  ;-3,50693  ;0,371704  ;1,35723  ;-9,88174e+04
7792  ;-3,42864  ;9,24748  ;5,31724  ;-9,88182e+04
5461  ;-2,48107  ;0,631493  ;6,93278  ;-9,88197e+04
9393  ;-0,731033  ;3,48468  ;5,34369  ;-9,88200e+04
3168  ;-5,51828  ;4,17339  ;1,76927  ;-9,88236e+04
7427  ;-9,00171  ;8,40272  ;7,45176  ;-9,88243e+04
2609  ;-0,314042  ;9,40618  ;8,11822  ;-9,88273e+04
10858  ;-5,82967  ;0,773407  ;2,38493  ;-9,88274e+04
9953  ;-0,668095  ;4,52358  ;5,11256  ;-9,88298e+04
1202  ;-0,655611  ;8,13717  ;7,48627  ;-9,88341e+04
1398  ;-7,01744  ;0,695849  ;6,11375  ;-9,88372e+04
10564  ;-8,93203  ;2,41212  ;4,41415  ;-9,88383e+04
11121  ;-3,12699  ;0,706881  ;2,32906  ;-9,88423e+04
10190  ;-9,64622  ;6,86043  ;6,71361  ;-9,88427e+04
8930  ;-1,06632  ;7,79464  ;4,04801  ;-9,88436e+04
746  ;-1,86291  ;9,34408  ;7,48705  ;-9,88436e+04
7575  ;0  ;0,865481  ;8,05743  ;-9,88437e+04
10249  ;-1,05745  ;7,47453  ;4,36648  ;-9,88439e+04
5501  ;-2,57699  ;1,05503  ;4,36039  ;-9,88452e+04
1320  ;-0,618772  ;4,59047  ;1,92371  ;-9,88453e+04
1192  ;-4,88043  ;9,25156  ;4,49567  ;-9,88489e+04
7335  ;-3,12717  ;4,97498  ;1,57963  ;-9,88498e+04
8874  ;-2,25646  ;7,67844  ;1,07133  ;-9,88526e+04
4437  ;-8,02766  ;1,11765  ;3,57167  ;-9,88531e+04
74  ;-6,5  ;0  ;0,866025  ;-9,88543e+04
8461  ;-7,78153  ;8,92637  ;3,96695  ;-9,88552e+04
11221  ;-0,638827  ;6,30526  ;2,16718  ;-9,88557e+04
1474  ;-2,98725  ;0,697471  ;6,11676  ;-9,88563e+04
11166  ;-3,66447  ;0,74852  ;2,44253  ;-9,88568e+04
9951  ;-0,702857  ;3,99986  ;5,15167  ;-9,88584e+04
9724  ;-1,19656  ;7,68524  ;5,43455  ;-9,88591e+04
7656  ;-0,678843  ;5,99996  ;5,26614  ;-9,88596e+04
7522  ;-4,05231  ;0,662586  ;5,28893  ;-9,88608e+04
5583  ;-8,06551  ;0,960187  ;7,19934  ;-9,88612e+04
10927  ;-6,93556  ;0,61789  ;2,08074  ;-9,88628e+04
8027  ;-1,07026  ;7,51072  ;4,87961  ;-9,88654e+04
1289  ;-0,624146  ;2,00476  ;2,50781  ;-9,88659e+04
8707  ;-9,06996  ;2,29539  ;0,442968  ;-9,88671e+04
10882  ;-10  ;9,10061  ;8,07802  ;-9,88691e+04
4176  ;-1,52408  ;1,78853  ;6,24757  ;-9,88698e+04
4893  ;-6,30201  ;1,44925  ;0,893106  ;-9,88705e+04
7788  ;-4,59648  ;9,27631  ;4,83149  ;-9,88735e+04
10123  ;-1,24076  ;1,33168  ;7,48223  ;-9,88747e+04
6783  ;-4,91048  ;6,54114  ;1,68857  ;-9,88763e+04
9369  ;-2,4492  ;1,1001  ;5,51968  ;-9,88764e+04
11076  ;-5,00679  ;0,673711  ;1,93754  ;-9,88766e+04
1512  ;-8,18734  ;0,612184  ;7,58001  ;-9,88768e+04
11001  ;-3,15825  ;9,65204  ;6,76579  ;-9,88772e+04
7784  ;-9,10127  ;0  ;8,07853  ;-9,88777e+04
6632  ;-9,44543  ;8,13666  ;2,02812  ;-9,88797e+04
10600  ;-0,369097  ;4,43111  ;6,12204  ;-9,88815e+04
937  ;-9,27407  ;7,00452  ;6,13702  ;-9,88827e+04
775  ;-6,9915  ;9,29283  ;6,14611  ;-9,88858e+04
5843  ;-8,69597  ;7,95806  ;5,10003  ;-9,88858e+04
1517  ;-0,699205  ;6,97746  ;6,17782  ;-9,88867e+04
9069  ;-0,890139  ;7,24068  ;0,485592  ;-9,88873e+04
1610  ;-1,93908  ;0,642593  ;2,49174  ;-9,88896e+04
9181  ;-5,26988  ;9,35988  ;5,25473  ;-9,88909e+04
8941  ;-4,57032  ;7,66899  ;1,39945  ;-9,88922e+04
6019  ;-8,29172  ;9,09057  ;7,47819  ;-9,88925e+04
3507  ;-1,91624  ;9,6489  ;1,65882  ;-9,88936e+04
10122  ;-1,60706  ;1,01381  ;7,50387  ;-9,88969e+04
9159  ;-4,99315  ;9,67369  ;6,0271  ;-9,88979e+04
5153  ;-5,68093  ;6,09188  ;1,71511  ;-9,89000e+04
7520  ;-3,31872  ;0,70151  ;5,80112  ;-9,89005e+04
10300  ;0  ;6,41545  ;6,83726  ;-9,89008e+04
8058  ;-10  ;3,58483  ;6,83732  ;-9,89015e+04
9630  ;-0,805772  ;7,55944  ;6,8539  ;-9,89019e+04
8781  ;-8,95438  ;2,14308  ;6,90378  ;-9,89024e+04
5477  ;-9,01143  ;0,857017  ;2,38756  ;-9,89028e+04
8417  ;-8,91626  ;2,52959  ;5,01455  ;-9,89030e+04
763  ;-9,121  ;9,38136  ;8,09004  ;-9,89038e+04
2089  ;-5,82949  ;3,87994  ;1,74841  ;-9,89044e+04
1088  ;-9,09963  ;7,06917  ;3,82818  ;-9,89051e+04
1034  ;-9,36204  ;5,66178  ;1,94459  ;-9,89053e+04
7989  ;-7,83354  ;0,306092  ;7,50571  ;-9,89055e+04
5884  ;0  ;3,58397  ;6,84149  ;-9,89055e+04
6826  ;-6,41516  ;10  ;6,83733  ;-9,89066e+04
1980  ;-5,91351  ;9,32569  ;5,30856  ;-9,89068e+04
10796  ;-0,629906  ;5,22425  ;5,30049  ;-9,89074e+04
1577  ;-2,99189  ;9,26439  ;6,13899  ;-9,89077e+04
9154  ;-5,97692  ;0,672513  ;5,35907  ;-9,89080e+04
6965  ;-4,93337  ;9,29947  ;5,00699  ;-9,89091e+04
5368  ;-8,96973  ;8,70726  ;7,68626  ;-9,89096e+04
1508  ;-9,28285  ;3,01645  ;6,15491  ;-9,89104e+04
3133  ;-4,80814  ;3,37939  ;1,68808  ;-9,89118e+04
6459  ;-8,40077  ;7,81839  ;0,647712  ;-9,89126e+04
5340  ;-6,68182  ;0,699646  ;5,86016  ;-9,89132e+04
5932  ;-0,433013  ;2,48562  ;0,454982  ;-9,89142e+04
6423  ;-6,75944  ;0,357009  ;6,75234  ;-9,89169e+04
5650  ;-9,36474  ;5,41737  ;5,35264  ;-9,89184e+04
10998  ;-3,58407  ;10  ;6,83414  ;-9,89198e+04
9365  ;-3,99639  ;0,356624  ;6,22388  ;-9,89199e+04
5599  ;-6,42897  ;0  ;6,83288  ;-9,89200e+04
1615  ;-0,625483  ;1,99092  ;7,50749  ;-9,89203e+04
10895  ;-0,647856  ;1,64934  ;7,73405  ;-9,89203e+04
6213  ;-2,05563  ;8,79383  ;6,84159  ;-9,89207e+04
10896  ;-1,21839  ;1,67326  ;7,25567  ;-9,89220e+04
10835  ;-2,22429  ;9,67204  ;7,47635  ;-9,89234e+04
6194  ;-7,67758  ;8,80911  ;4,8264  ;-9,89244e+04
6422  ;-9,31724  ;4,01209  ;5,29871  ;-9,89244e+04
9020  ;-3,2948  ;0,328238  ;6,76582  ;-9,89259e+04
1410  ;-1,9885  ;0,640524  ;7,50292  ;-9,89268e+04
10297  ;-0,321951  ;4,93724  ;6,07433  ;-9,89277e+04
6852  ;-3,58054  ;0  ;6,83058  ;-9,89280e+04
6882  ;-9,68976  ;5,04866  ;6,10483  ;-9,89281e+04
9374  ;-10  ;6,41592  ;6,83414  ;-9,89285e+04
5459  ;-1,8999  ;0,998066  ;7,25339  ;-9,89291e+04
465  ;-10  ;5  ;6,5359  ;-9,89300e+04
242  ;0  ;5  ;6,5359  ;-9,89303e+04
6791  ;-5,93758  ;0,635348  ;1,98127  ;-9,89319e+04
1534  ;-3,65018  ;0,70555  ;5,48548  ;-9,89321e+04
358  ;-5  ;10  ;6,5359  ;-9,89326e+04
7766  ;-2,23462  ;2,05519  ;0,98737  ;-9,89344e+04
9833  ;-4,46875  ;8,28705  ;1,1815  ;-9,89348e+04
6668  ;-0,327805  ;7,77577  ;7,47603  ;-9,89349e+04
6677  ;-0,72049  ;6,70167  ;5,86094  ;-9,89350e+04
938  ;-0,670229  ;1,30775  ;7,96062  ;-9,89351e+04
6929  ;-9,36961  ;4,68335  ;5,33745  ;-9,89362e+04
2283  ;-0,758011  ;4,88026  ;4,67408  ;-9,89366e+04
9715  ;-2,19602  ;8,66826  ;5,80785  ;-9,89377e+04
10612  ;-9,63798  ;3,24699  ;6,7634  ;-9,89378e+04
5184  ;-8,19458  ;1,55876  ;6,10747  ;-9,89378e+04
8375  ;-0,434705  ;0  ;8,24165  ;-9,89392e+04
823  ;-9,38732  ;7,98659  ;7,53012  ;-9,89396e+04
1896  ;-1,47649  ;8,65481  ;7,37715  ;-9,89411e+04
8534  ;-0,364757  ;5,97358  ;6,24565  ;-9,89413e+04
6646  ;-8,49758  ;0,632118  ;7,85168  ;-9,89414e+04
6609  ;-9,63649  ;4,04759  ;6,25146  ;-9,89418e+04
6905  ;-10  ;0,434705  ;8,24165  ;-9,89435e+04
10786  ;-4,97273  ;0,32119  ;6,0461  ;-9,89441e+04
5355  ;-1,03652  ;0,989878  ;7,98226  ;-9,89458e+04
6829  ;-6,64535  ;9,69348  ;6,78535  ;-9,89464e+04
10995  ;-2,83723  ;9,32127  ;6,62095  ;-9,89477e+04
8028  ;-1,44345  ;8,03893  ;5,07057  ;-9,89499e+04
11301  ;-0,434705  ;10  ;8,24165  ;-9,89511e+04
5652  ;-7,16028  ;1,62679  ;1,02242  ;-9,89514e+04
11002  ;-9,31808  ;5,92597  ;5,35887  ;-9,89538e+04
5680  ;-0,394021  ;5,48392  ;1,25327  ;-9,89541e+04
11345  ;-1,69566  ;0,656264  ;7,75342  ;-9,89543e+04
7001  ;-5,96923  ;9,62225  ;6,24317  ;-9,89548e+04
2105  ;-8,49147  ;8,17854  ;6,34329  ;-9,89554e+04
8240  ;-8,54417  ;9,37182  ;7,83651  ;-9,89556e+04
10399  ;-1,11973  ;8,6432  ;2,91613  ;-9,89578e+04
4385  ;-3,85306  ;6,38891  ;1,69167  ;-9,89588e+04
8451  ;-1,41705  ;4,21334  ;0,87659  ;-9,89590e+04
9961  ;-2,28707  ;0,320262  ;7,48435  ;-9,89613e+04
1886  ;-9,56529  ;10  ;8,24165  ;-9,89626e+04
7046  ;-8,8645  ;7,85427  ;4,11585  ;-9,89629e+04
5740  ;-5,82941  ;9,25557  ;0,472312  ;-9,89632e+04
1937  ;-9,22218  ;8,98852  ;8,04458  ;-9,89653e+04
1468  ;-4,0414  ;7,47851  ;1,44026  ;-9,89656e+04
113  ;-7,47973  ;0  ;7,43141  ;-9,89660e+04
11316  ;0  ;9,5653  ;8,24165  ;-9,89673e+04
8583  ;-3,39308  ;6,77189  ;1,54826  ;-9,89676e+04
6039  ;-2,54097  ;6,85338  ;1,362  ;-9,89679e+04
10512  ;-0,884788  ;1,43445  ;2,67366  ;-9,89702e+04
5494  ;-9,68694  ;2,53931  ;1,41403  ;-9,89720e+04
7201  ;-4,69948  ;0,631001  ;5,41229  ;-9,89725e+04
2170  ;-9,35534  ;8,29113  ;7,76463  ;-9,89727e+04
6211  ;-2,27273  ;9,36111  ;7,29498  ;-9,89742e+04
9377  ;-9,64622  ;6,33833  ;6,60653  ;-9,89751e+04
11278  ;-0,312742  ;2,27965  ;7,49461  ;-9,89751e+04
6195  ;-8,15006  ;8,44723  ;4,891  ;-9,89767e+04
10990  ;-9,69366  ;7,7004  ;7,4978  ;-9,89780e+04
11420  ;-9,37032  ;6,12588  ;1,95366  ;-9,89786e+04
9905  ;-9,35071  ;1,7111  ;7,77411  ;-9,89813e+04
1429  ;-0,714604  ;3,07352  ;6,27117  ;-9,89829e+04
1393  ;-4,31254  ;9,30106  ;5,16732  ;-9,89832e+04
1396  ;-6,3462  ;0,703442  ;5,60656  ;-9,89845e+04
6875  ;-9,64395  ;5,94355  ;6,33313  ;-9,89848e+04
1616  ;-9,36246  ;2,05185  ;7,54377  ;-9,89862e+04
7132  ;-1,97588  ;1,47344  ;5,62438  ;-9,89862e+04
1989  ;-6,63253  ;9,28592  ;5,88604  ;-9,89876e+04
9553  ;-1,56984  ;9,34773  ;7,85906  ;-9,89880e+04
