13:36; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 10
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SX (N/m^2)
8806  ;-10  ;7,5  ;10  ;6,49387e+04
219  ;0  ;2,64884  ;6,53797  ;6,48765e+04
5697  ;-8,41773  ;2,45044  ;9,71078  ;6,48549e+04
7640  ;-3,22334  ;2,55148  ;8,91278  ;6,48508e+04
2770  ;-6,09868  ;3,79125  ;7,88513  ;6,48322e+04
9333  ;-10  ;3,25  ;8,70096  ;6,48223e+04
10110  ;-9,33705  ;6,50427  ;7,3924  ;6,48070e+04
5547  ;0  ;3,22626  ;7,81804  ;6,47841e+04
4664  ;-8,8695  ;3,88173  ;7,28035  ;6,47702e+04
453  ;-10  ;7,3539  ;6,53243  ;6,47668e+04
841  ;-8,56404  ;6,90792  ;8,32679  ;6,47150e+04
4614  ;-1,67895  ;3,64053  ;7,76538  ;6,46815e+04
8206  ;-7,24815  ;7,83769  ;10  ;6,46506e+04
967  ;-6,35874  ;4,63609  ;7,74111  ;6,45948e+04
9261  ;-10  ;7  ;9,13398  ;6,45790e+04
4749  ;-2,52897  ;5,97238  ;7,77207  ;6,45672e+04
9775  ;-2,75185  ;2,16231  ;10  ;6,45627e+04
9335  ;-9,62623  ;3,10396  ;8,51183  ;6,45306e+04
5970  ;-7,24517  ;7,1757  ;8,52974  ;6,45292e+04
912  ;-8,46304  ;3,91697  ;7,56885  ;6,45008e+04
88  ;-3  ;0  ;1,73205  ;6,44762e+04
4439  ;-8,22666  ;4,54654  ;7,54738  ;6,43895e+04
7596  ;-2,17219  ;2,24352  ;10  ;6,43564e+04
10831  ;-2,79297  ;7,86686  ;10  ;6,43498e+04
5542  ;0  ;3,23758  ;8,70345  ;6,43489e+04
7711  ;-2,65054  ;7,66152  ;9,33586  ;6,43391e+04
8734  ;-9,29017  ;5,97219  ;6,62138  ;6,43380e+04
2260  ;-8,65521  ;3,26405  ;8,02104  ;6,43218e+04
9259  ;-10  ;6,75  ;8,70096  ;6,43197e+04
4966  ;-7,82672  ;2,24361  ;10  ;6,42952e+04
6884  ;-9,68976  ;5,33374  ;5,70158  ;6,42728e+04
6673  ;-0,370887  ;6,36864  ;5,92931  ;6,42528e+04
4358  ;-2,16941  ;3,79528  ;7,76342  ;6,42234e+04
218  ;0  ;7,35255  ;6,53495  ;6,42118e+04
11288  ;0  ;7,5  ;10  ;6,41729e+04
10499  ;-0,496653  ;7,27755  ;9,23808  ;6,41318e+04
7858  ;-2,35672  ;7,35466  ;8,83977  ;6,40510e+04
5175  ;-8,23239  ;3,56528  ;7,86236  ;6,40253e+04
2806  ;0  ;2,68793  ;5,00309  ;6,40235e+04
4086  ;-6,35251  ;5,02689  ;7,73514  ;6,39912e+04
848  ;-8,00173  ;3,21359  ;8,15587  ;6,39868e+04
7280  ;-1,52942  ;7,26278  ;8,86049  ;6,39835e+04
8253  ;0  ;6,75976  ;7,81396  ;6,39776e+04
922  ;-6,34629  ;5,41769  ;7,72917  ;6,39690e+04
8207  ;-7,82781  ;7,75648  ;10  ;6,39688e+04
8210  ;-7,48275  ;7,80614  ;9,67336  ;6,39655e+04
10588  ;-8,46007  ;7,37928  ;9,08179  ;6,39603e+04
4317  ;-6,54077  ;4,16687  ;7,78679  ;6,39464e+04
3935  ;-3,16282  ;3,50715  ;8,0261  ;6,38986e+04
8183  ;-2,31609  ;2,82618  ;8,55357  ;6,37913e+04
6497  ;-10  ;6,96818  ;7,40774  ;6,37884e+04
9858  ;-7,65079  ;0,322921  ;1,05996  ;6,37725e+04
4946  ;-4,23786  ;3,0373  ;8,21292  ;6,37699e+04
9728  ;-9,66887  ;6,85319  ;7,2578  ;6,37352e+04
5663  ;-6,51434  ;10  ;1,73548  ;6,37125e+04
8252  ;0  ;6,96694  ;7,41287  ;6,36880e+04
3503  ;-1,66379  ;10  ;1,38418  ;6,36758e+04
10962  ;-10  ;3,03324  ;7,41287  ;6,36598e+04
6524  ;-1,51113  ;2,42817  ;9,69809  ;6,36435e+04
9902  ;-8,85726  ;2,52334  ;9,36395  ;6,35728e+04
2243  ;-8,97081  ;7,03704  ;8,52204  ;6,35325e+04
1028  ;-7,99027  ;5,1761  ;7,52591  ;6,34380e+04
8741  ;-8,89806  ;6,26125  ;7,317  ;6,34379e+04
11007  ;-10  ;7,31212  ;5,00236  ;6,34365e+04
4973  ;-7,28613  ;2,28133  ;9,3769  ;6,33964e+04
5992  ;-0,610037  ;3,10303  ;8,3251  ;6,33885e+04
9952  ;-0,356712  ;4,12842  ;5,7102  ;6,33854e+04
10347  ;-9,62623  ;2,84886  ;8,94176  ;6,33566e+04
2359  ;-1,97023  ;6,76188  ;8,11701  ;6,33431e+04
3762  ;-4,78595  ;3,65811  ;7,89244  ;6,33162e+04
6719  ;-0,326368  ;3,07003  ;7,26158  ;6,32635e+04
1424  ;-0,62846  ;3,20851  ;7,82349  ;6,32443e+04
8837  ;-0,321951  ;4,65214  ;5,67109  ;6,32422e+04
4503  ;-5,80932  ;2,7325  ;8,46295  ;6,32364e+04
3568  ;-10  ;2,6711  ;5,00142  ;6,31528e+04
6716  ;0  ;3,02287  ;7,42243  ;6,31446e+04
10345  ;-10  ;2,9949  ;9,1309  ;6,31146e+04
4628  ;-1,90932  ;3,21638  ;8,12487  ;6,30536e+04
3031  ;-3,82054  ;6,17076  ;7,84293  ;6,30214e+04
2518  ;-6,96988  ;5,93129  ;7,77591  ;6,30151e+04
1527  ;-0,738194  ;4,4324  ;6,51467  ;6,30047e+04
10497  ;0  ;7,0051  ;9,1309  ;6,29970e+04
10844  ;0  ;7,32895  ;5,0016  ;6,28740e+04
10616  ;-9,66486  ;3,10618  ;7,27639  ;6,28606e+04
8861  ;-7,04955  ;2,15633  ;9,69702  ;6,28549e+04
10356  ;-9,65434  ;3,15725  ;8,07708  ;6,28279e+04
4692  ;-8,12276  ;7,09584  ;8,43705  ;6,28086e+04
4624  ;-1,17692  ;4,27489  ;7,15459  ;6,27704e+04
7173  ;-1,09773  ;2,80632  ;8,73647  ;6,27564e+04
2739  ;-7,55561  ;3,09326  ;8,19135  ;6,27359e+04
6147  ;-2,64861  ;2,28997  ;9,34023  ;6,27108e+04
2721  ;-6,91615  ;3,33529  ;8,02965  ;6,27032e+04
4447  ;-8,93843  ;4,71991  ;6,95378  ;6,26930e+04
4509  ;-8,21793  ;2,96535  ;8,40148  ;6,26514e+04
10582  ;-7,64284  ;7,57399  ;9,10916  ;6,26490e+04
9257  ;-5,49329  ;7,58377  ;8,88253  ;6,25986e+04
6351  ;-1,19667  ;2,5296  ;9,28396  ;6,25359e+04
6499  ;-9,69084  ;6,82079  ;8,07898  ;6,25088e+04
9782  ;-9,37963  ;6,90387  ;8,30365  ;6,25076e+04
4124  ;-3,10488  ;5,01362  ;7,65572  ;6,24724e+04
952  ;-6,7228  ;3,69765  ;7,83246  ;6,24629e+04
3647  ;-1,64708  ;0  ;1,33498  ;6,23678e+04
10332  ;-9,6431  ;5,84235  ;5,70781  ;6,23262e+04
5633  ;-0,726573  ;6,62986  ;7,12075  ;6,22125e+04
4660  ;-9,27446  ;4,12642  ;6,59004  ;6,21532e+04
9355  ;0  ;2,98537  ;9,11234  ;6,21380e+04
6883  ;-9,68976  ;4,74195  ;5,63208  ;6,21367e+04
3052  ;-3,46786  ;7,23326  ;8,42573  ;6,20900e+04
3078  ;-7,58247  ;5,31667  ;7,53779  ;6,20770e+04
4449  ;-8,52668  ;5,84735  ;7,41112  ;6,20751e+04
266  ;-10  ;10  ;2  ;6,20161e+04
4154  ;-3,80325  ;3,8822  ;7,75881  ;6,20044e+04
2833  ;-6,7667  ;5,04666  ;7,6454  ;6,19376e+04
7857  ;-2,78234  ;7,5621  ;8,94542  ;6,18615e+04
3318  ;-6,76048  ;5,43746  ;7,63942  ;6,17873e+04
8809  ;-9,56699  ;7,5  ;9,56699  ;6,17124e+04
11169  ;-0,458098  ;7,52657  ;9,56391  ;6,16261e+04
1530  ;-4,29067  ;2,06333  ;9,36224  ;6,16204e+04
8166  ;-1,81626  ;2,56392  ;9,01003  ;6,15534e+04
5915  ;-3,7393  ;0  ;2,19011  ;6,15510e+04
5625  ;-0,802968  ;6,79923  ;7,60871  ;6,15209e+04
5550  ;-0,31423  ;3,09183  ;8,04821  ;6,14874e+04
9385  ;-0,65485  ;3,76521  ;6,36035  ;6,14134e+04
10465  ;-0,730068  ;5,88351  ;6,59653  ;6,14075e+04
5545  ;-0,295807  ;2,98635  ;8,54982  ;6,14033e+04
4751  ;-2,31631  ;5,57927  ;7,60492  ;6,14012e+04
838  ;-9,37758  ;7,16616  ;8,71729  ;6,13306e+04
7165  ;-1,05389  ;2,99847  ;8,28274  ;6,12955e+04
1324  ;-7,68148  ;7,28375  ;8,5473  ;6,12019e+04
7281  ;-0,817635  ;7,24288  ;8,71261  ;6,11941e+04
4504  ;-5,78993  ;3,06087  ;8,13324  ;6,11574e+04
10583  ;-7,35348  ;7,75223  ;9,33324  ;6,11549e+04
9094  ;-0,677005  ;3,2848  ;7,09572  ;6,10675e+04
897  ;-3,18301  ;5,90165  ;7,68276  ;6,10601e+04
8855  ;-1,47448  ;6,97532  ;8,18244  ;6,10464e+04
9980  ;-0,707939  ;3,49021  ;6,6513  ;6,10340e+04
3295  ;-4,99046  ;6,88153  ;8,10551  ;6,10192e+04
8137  ;-8,09364  ;7,69069  ;9,68725  ;6,10143e+04
1284  ;-8,43414  ;2,71711  ;8,64709  ;6,09834e+04
966  ;-5,26273  ;3,52883  ;7,85855  ;6,09229e+04
954  ;-7,10949  ;2,97293  ;8,22683  ;6,08152e+04
3563  ;-10  ;5,74949  ;4,9924  ;6,08092e+04
8140  ;-8,03794  ;7,56211  ;9,13653  ;6,08024e+04
1080  ;-6,7031  ;7,86198  ;9,37723  ;6,07491e+04
10617  ;-9,30284  ;3,289  ;7,09232  ;6,06623e+04
1316  ;-9,2879  ;5,57742  ;6,34798  ;6,05825e+04
4968  ;-7,71047  ;2,28438  ;9,34909  ;6,05742e+04
7238  ;-1,16797  ;7,53829  ;9,34218  ;6,05709e+04
2745  ;-7,6235  ;3,80589  ;7,66761  ;6,05674e+04
4552  ;-8,92105  ;5,95308  ;6,9889  ;6,05200e+04
3712  ;-8,93307  ;2,92745  ;8,3384  ;6,05101e+04
4627  ;-1,41886  ;3,06163  ;8,12682  ;6,04980e+04
10731  ;-7,85927  ;10  ;1,40441  ;6,04977e+04
3294  ;-5,31432  ;7,28029  ;8,34289  ;6,04838e+04
5965  ;-8,11112  ;6,50338  ;7,7237  ;6,04601e+04
11204  ;-2,24369  ;7,8268  ;10  ;6,04296e+04
3043  ;-4,06261  ;5,69716  ;7,66217  ;6,03844e+04
9267  ;-4,08123  ;7,92239  ;9,31944  ;6,03166e+04
1608  ;-3,65049  ;7,87589  ;9,31612  ;6,02293e+04
4448  ;-8,13526  ;6,11652  ;7,50382  ;6,02068e+04
4691  ;-8,1413  ;6,87958  ;8,01749  ;6,02041e+04
3753  ;-4,64989  ;2,94848  ;8,09038  ;6,01413e+04
3032  ;-4,26342  ;6,53301  ;7,87523  ;6,01267e+04
1309  ;-1,65257  ;4,64287  ;7,27776  ;6,01205e+04
10333  ;-10  ;3,09566  ;4,72679  ;6,01058e+04
2358  ;-2,49796  ;7,19168  ;8,36613  ;6,00364e+04
9625  ;-0,349602  ;7,165  ;6,35639  ;6,00170e+04
2241  ;-9,02791  ;7,41305  ;9,08656  ;5,99931e+04
5578  ;-0,357302  ;2,88073  ;5,90676  ;5,99643e+04
7176  ;-1,26719  ;3,50727  ;7,51209  ;5,99640e+04
5576  ;-0,357302  ;2,86118  ;6,40457  ;5,99438e+04
10610  ;-3,85451  ;2,06452  ;9,36344  ;5,99305e+04
7861  ;-2,40286  ;7,65207  ;9,10287  ;5,99162e+04
11347  ;-9,31509  ;6,7756  ;7,03019  ;5,99111e+04
5916  ;-3,2393  ;0  ;2,19011  ;5,98617e+04
8853  ;-0,762689  ;6,95542  ;8,03457  ;5,98567e+04
906  ;-7,17467  ;5,45723  ;7,54968  ;5,98565e+04
3936  ;-3,42749  ;3,05951  ;8,08423  ;5,98239e+04
3290  ;-5,396  ;6,76267  ;7,92567  ;5,98185e+04
11052  ;0  ;4,25049  ;4,99253  ;5,98166e+04
8835  ;-0,321951  ;5,24395  ;5,60159  ;5,98159e+04
9901  ;-9,15967  ;2,62759  ;9,03102  ;5,97620e+04
1119  ;-2,62303  ;4,41151  ;7,55903  ;5,97565e+04
3054  ;-7,24182  ;6,6283  ;7,85517  ;5,97496e+04
11077  ;-7,74858  ;7,74035  ;9,36061  ;5,97058e+04
3911  ;-8,26997  ;5,35764  ;7,30446  ;5,96578e+04
4622  ;-1,3036  ;3,85647  ;7,11606  ;5,96574e+04
6144  ;-2,81108  ;2,34237  ;8,99291  ;5,96551e+04
3046  ;-3,27898  ;6,88991  ;8,02738  ;5,96246e+04
6176  ;-4,15357  ;2,4693  ;8,65663  ;5,95610e+04
3524  ;-4,5055  ;6,05941  ;7,69447  ;5,95540e+04
4630  ;-2,20704  ;2,84275  ;8,19225  ;5,95141e+04
6501  ;-9,69084  ;7,02789  ;7,67775  ;5,95105e+04
10550  ;-9,56699  ;2,4949  ;9,56391  ;5,95089e+04
9729  ;-9,66887  ;7,26906  ;6,84901  ;5,94916e+04
9262  ;-9,68879  ;7,08308  ;8,49262  ;5,94541e+04
10953  ;-0,349602  ;7,15321  ;5,86354  ;5,94063e+04
3917  ;-7,26371  ;6,95945  ;8,11018  ;5,93435e+04
249  ;0  ;4,85916  ;4,98612  ;5,93207e+04
5850  ;-0,433013  ;2,48537  ;9,54535  ;5,92929e+04
6516  ;-9,64143  ;2,83197  ;6,34494  ;5,92898e+04
9931  ;-9,35971  ;6,9129  ;7,5278  ;5,92349e+04
7120  ;-1,19538  ;4,53764  ;6,89621  ;5,92123e+04
3716  ;-9,305  ;2,85325  ;8,5663  ;5,91633e+04
5853  ;-0,295807  ;2,73415  ;8,9587  ;5,91025e+04
1165  ;-4,51196  ;7,96889  ;9,32276  ;5,90824e+04
6218  ;-9,63703  ;7,15832  ;5,83906  ;5,90645e+04
6517  ;-9,64143  ;2,84375  ;5,85207  ;5,90325e+04
11101  ;-9,27941  ;3,43146  ;6,57337  ;5,90218e+04
4618  ;-2,1378  ;4,52719  ;7,4184  ;5,90109e+04
8365  ;-2,19424  ;0  ;1,34141  ;5,89497e+04
11386  ;-9,32798  ;3,76622  ;6,30227  ;5,89159e+04
7477  ;-0,714914  ;6,55436  ;6,59707  ;5,89140e+04
5623  ;-1,4628  ;6,42056  ;7,46099  ;5,88817e+04
6180  ;-4,99049  ;2,40942  ;8,67289  ;5,88615e+04
7495  ;-0,733854  ;5,03409  ;6,3457  ;5,88527e+04
2752  ;-6,59684  ;2,70079  ;8,34905  ;5,87743e+04
10963  ;-9,65434  ;2,95007  ;7,67599  ;5,87638e+04
1029  ;-8,54967  ;5,53919  ;7,08302  ;5,87615e+04
9217  ;-2,01476  ;7,47667  ;8,86927  ;5,87365e+04
5622  ;-1,56919  ;6,74638  ;7,77833  ;5,87023e+04
3754  ;-5,01057  ;2,73538  ;8,2553  ;5,86638e+04
9726  ;-10  ;7,38405  ;6,99896  ;5,86330e+04
3569  ;-10  ;2,20156  ;5,27462  ;5,86027e+04
9735  ;-9,63703  ;7,17921  ;6,33472  ;5,85978e+04
2805  ;0  ;3,16487  ;4,73137  ;5,85796e+04
6675  ;-0,669194  ;6,33471  ;6,25668  ;5,85682e+04
4659  ;-8,93918  ;4,27283  ;6,84089  ;5,85344e+04
3574  ;-2,96018  ;4,19427  ;7,57515  ;5,85085e+04
6143  ;-2,40961  ;2,34165  ;9,02033  ;5,84842e+04
6715  ;0  ;2,60861  ;7,00985  ;5,84805e+04
9218  ;-2,30858  ;7,78353  ;9,36536  ;5,84594e+04
8993  ;-4,64534  ;1,89769  ;9,68112  ;5,84511e+04
9265  ;-3,82792  ;7,71985  ;8,90398  ;5,84409e+04
9301  ;-10  ;6,83514  ;4,73116  ;5,84399e+04
10359  ;-8,32033  ;7,37475  ;8,61268  ;5,84343e+04
8530  ;0  ;6,90438  ;4,72704  ;5,83348e+04
2718  ;-6,38411  ;3,39151  ;7,82216  ;5,83067e+04
7629  ;0  ;7,38346  ;7,00037  ;5,83028e+04
2463  ;-4,06792  ;3,43457  ;7,81695  ;5,82745e+04
2257  ;-8,96119  ;2,98074  ;7,90365  ;5,82647e+04
1477  ;-3,41834  ;2,0657  ;9,36465  ;5,82602e+04
2517  ;-7,26596  ;6,24144  ;7,63528  ;5,82058e+04
10609  ;-9,66486  ;2,68951  ;6,86389  ;5,81899e+04
4754  ;-5,84313  ;7,37844  ;8,37732  ;5,81804e+04
2722  ;-6,57746  ;3,02915  ;8,01934  ;5,81029e+04
422  ;-10  ;3  ;8,26795  ;5,81023e+04
3447  ;-5,43735  ;4,20543  ;7,61599  ;5,80894e+04
8022  ;-10  ;2,20156  ;5,77462  ;5,80808e+04
200  ;0  ;7  ;8,26795  ;5,80511e+04
8254  ;-0,361261  ;7,06424  ;7,74656  ;5,80504e+04
9932  ;-8,87794  ;6,67711  ;7,43538  ;5,80341e+04
2726  ;-7,40411  ;2,39213  ;8,84008  ;5,80027e+04
1547  ;-1,60385  ;2,61509  ;8,64623  ;5,79699e+04
472  ;-10  ;5,14082  ;4,9861  ;5,79505e+04
6418  ;-9,63739  ;4,07069  ;5,59334  ;5,79450e+04
10593  ;-8,82404  ;7,58539  ;9,30521  ;5,79407e+04
4652  ;-8,91879  ;5,5583  ;6,7155  ;5,79143e+04
10618  ;-9,3192  ;3,02301  ;7,53951  ;5,78906e+04
2482  ;-4,00738  ;4,84284  ;7,55993  ;5,78323e+04
10797  ;0  ;2,21  ;5,27118  ;5,77939e+04
5034  ;-2,92357  ;7,39912  ;8,47178  ;5,77825e+04
9627  ;-0,361261  ;7,24051  ;6,88006  ;5,77717e+04
6348  ;-1,02455  ;2,30206  ;9,58588  ;5,77525e+04
6717  ;-0,326368  ;2,65577  ;6,84899  ;5,77448e+04
2360  ;-2,06495  ;6,53294  ;7,7129  ;5,77251e+04
4750  ;-1,95856  ;6,20713  ;7,39556  ;5,77152e+04
2737  ;-7,79836  ;3,31896  ;7,74669  ;5,76979e+04
3714  ;-9,33311  ;2,90654  ;8,13155  ;5,76896e+04
2774  ;-5,65407  ;3,3071  ;7,8352  ;5,76392e+04
894  ;-3,29732  ;3,97702  ;7,59128  ;5,75999e+04
10845  ;0  ;7,79846  ;5,27463  ;5,75983e+04
4964  ;-8,05347  ;2,24066  ;9,6692  ;5,75872e+04
4694  ;-7,70002  ;7,0675  ;8,12775  ;5,75696e+04
4623  ;-1,00549  ;3,87337  ;6,71614  ;5,75564e+04
426  ;-10  ;7  ;8,26795  ;5,75480e+04
7374  ;-9,28044  ;4,99189  ;6,26811  ;5,75187e+04
4634  ;-2,43878  ;3,26037  ;7,85791  ;5,75088e+04
2483  ;-4,2881  ;5,11914  ;7,57381  ;5,74926e+04
4739  ;-2,97035  ;5,50854  ;7,51561  ;5,74772e+04
6179  ;-5,43318  ;2,43118  ;8,54106  ;5,74351e+04
7168  ;-1,0071  ;2,92837  ;7,87354  ;5,74161e+04
4440  ;-8,53272  ;4,30808  ;7,12939  ;5,74124e+04
198  ;0  ;2,97516  ;8,27293  ;5,74050e+04
11280  ;-0,31423  ;2,88844  ;7,65261  ;5,73599e+04
6347  ;-0,887342  ;2,55083  ;8,99923  ;5,72879e+04
9929  ;-8,95089  ;7,04607  ;7,7462  ;5,72726e+04
4550  ;-9,28325  ;6,68574  ;6,5159  ;5,72313e+04
3079  ;-7,87855  ;5,62681  ;7,39716  ;5,72300e+04
1129  ;-9,27297  ;4,40636  ;6,18824  ;5,72293e+04
9064  ;-4,25866  ;7,76635  ;8,9073  ;5,71822e+04
7664  ;-0,370887  ;6,01966  ;5,56724  ;5,71821e+04
8968  ;0  ;2,21  ;5,77118  ;5,71807e+04
10113  ;-10  ;2,61657  ;7,00037  ;5,71787e+04
1557  ;-6,52699  ;2,01766  ;9,37133  ;5,71573e+04
8162  ;-0,62371  ;2,75973  ;8,53106  ;5,70899e+04
4125  ;-2,69036  ;4,76348  ;7,45374  ;5,70821e+04
3038  ;-4,54889  ;7,12523  ;8,03478  ;5,70742e+04
2261  ;-8,30771  ;2,93028  ;8,03848  ;5,68753e+04
2361  ;-2,59267  ;6,96274  ;7,96202  ;5,68735e+04
3292  ;-5,07214  ;6,36391  ;7,68829  ;5,68421e+04
4700  ;-8,46912  ;6,81029  ;7,65377  ;5,68126e+04
10855  ;-10  ;7,79003  ;5,27055  ;5,67691e+04
9263  ;-9,68879  ;7,33308  ;8,92563  ;5,67021e+04
8487  ;-7,18784  ;7,73122  ;8,95901  ;5,66917e+04
11410  ;-9,32587  ;7,10506  ;7,99181  ;5,66792e+04
9093  ;-0,640598  ;2,9356  ;7,49175  ;5,66135e+04
4348  ;-3,3432  ;2,4915  ;8,52795  ;5,66022e+04
4921  ;-8,493  ;2,31357  ;9,32237  ;5,65678e+04
11195  ;0  ;7,79846  ;5,77463  ;5,65643e+04
9296  ;-9,6431  ;6,71333  ;5,61366  ;5,65522e+04
1563  ;-0,729514  ;5,63578  ;6,17673  ;5,64825e+04
7167  ;-0,642133  ;2,86521  ;8,02945  ;5,64809e+04
10594  ;-1,10478  ;3,47378  ;6,98808  ;5,64778e+04
4744  ;-2,20514  ;4,87916  ;7,31311  ;5,64248e+04
6525  ;-1,92033  ;2,20701  ;9,68691  ;5,64243e+04
3044  ;-3,40529  ;6,38938  ;7,68895  ;5,64213e+04
4631  ;-2,51879  ;2,49007  ;8,58452  ;5,64026e+04
9712  ;-10  ;7,79003  ;5,77055  ;5,63330e+04
2984  ;-2,92026  ;2,49079  ;8,55709  ;5,62876e+04
5969  ;-8,43895  ;6,43409  ;7,35998  ;5,62709e+04
2259  ;-8,8975  ;3,22922  ;7,35929  ;5,62455e+04
2821  ;-7,67083  ;4,38973  ;7,40029  ;5,62392e+04
10166  ;-4,75598  ;8,11842  ;9,66138  ;5,62334e+04
2604  ;-4,62275  ;5,68124  ;7,55963  ;5,62334e+04
2561  ;-8,02901  ;3,67065  ;7,45318  ;5,61802e+04
3446  ;-6,0648  ;2,757  ;8,14156  ;5,61273e+04
4619  ;-1,77925  ;4,22446  ;7,23923  ;5,60807e+04
6917  ;-6,35155  ;8,06496  ;9,68861  ;5,60782e+04
5806  ;-6,47407  ;7,41905  ;8,36836  ;5,60523e+04
11238  ;-6,07136  ;8,02155  ;9,3061  ;5,60355e+04
10586  ;-7,87905  ;7,56266  ;8,72293  ;5,60169e+04
4549  ;-8,83332  ;6,53981  ;6,93776  ;5,59983e+04
10150  ;-9,10043  ;2,27362  ;9,65317  ;5,59925e+04
7367  ;-6,30559  ;2,22315  ;8,9213  ;5,59754e+04
6036  ;-0,356712  ;3,25748  ;5,61667  ;5,59388e+04
3299  ;-5,87735  ;6,22112  ;7,60656  ;5,59152e+04
7177  ;-1,06838  ;3,12458  ;7,38411  ;5,59140e+04
6527  ;-1,60587  ;2,30844  ;9,27279  ;5,59116e+04
4003  ;-7,82845  ;2,39517  ;8,81227  ;5,59041e+04
8477  ;-2,25796  ;2,17613  ;9,36087  ;5,58846e+04
3301  ;-5,49114  ;6,34687  ;7,66864  ;5,58801e+04
2738  ;-7,35224  ;3,19863  ;7,78217  ;5,58339e+04
4001  ;-7,86975  ;2,71203  ;8,221  ;5,57586e+04
1432  ;-0,722522  ;7,12848  ;7,22517  ;5,57391e+04
8379  ;-8,89583  ;2,60785  ;8,51199  ;5,56727e+04
3451  ;-4,7202  ;4,6714  ;7,52604  ;5,56356e+04
4505  ;-5,45326  ;2,75714  ;8,12347  ;5,56012e+04
2815  ;-7,21629  ;4,33674  ;7,45732  ;5,55843e+04
9921  ;-8,88113  ;3,49521  ;6,9121  ;5,55098e+04
960  ;-6,08418  ;2,42864  ;8,47128  ;5,53995e+04
2727  ;-6,96395  ;2,17283  ;9,02353  ;5,53994e+04
4356  ;-2,26448  ;4,10878  ;7,37986  ;5,53945e+04
9098  ;-3,82525  ;8,07192  ;9,65806  ;5,53777e+04
5631  ;-1,38641  ;6,2512  ;6,97303  ;5,53653e+04
8844  ;-4,14534  ;1,89769  ;9,68112  ;5,53393e+04
8142  ;-9,17313  ;7,70456  ;9,45405  ;5,53273e+04
2244  ;-8,88816  ;7,40852  ;8,61745  ;5,53034e+04
10196  ;-8,91705  ;7,23823  ;8,2102  ;5,52967e+04
1021  ;-4,00535  ;7,56382  ;8,49183  ;5,52555e+04
9213  ;-1,65331  ;7,75219  ;9,35096  ;5,52513e+04
8255  ;-0,361261  ;7,27142  ;7,34547  ;5,52417e+04
3444  ;-6,3599  ;3,76979  ;7,58463  ;5,52037e+04
3082  ;-8,15825  ;5,80835  ;7,17572  ;5,51515e+04
8251  ;0  ;7,20719  ;7,86687  ;5,50662e+04
2474  ;-3,53421  ;4,98655  ;7,45294  ;5,50571e+04
7473  ;-1,35927  ;5,04077  ;6,92623  ;5,50556e+04
2813  ;-7,15889  ;3,56098  ;7,58498  ;5,49245e+04
8138  ;-8,40191  ;7,76822  ;9,35995  ;5,48879e+04
8250  ;-8,52391  ;2,68204  ;8,28409  ;5,48824e+04
7500  ;-0,320983  ;7,22043  ;8,17241  ;5,48645e+04
10237  ;-10  ;2,79282  ;7,86686  ;5,48093e+04
3076  ;-6,39127  ;6,34638  ;7,59963  ;5,48042e+04
2446  ;-4,43595  ;4,28063  ;7,54162  ;5,47714e+04
9226  ;-6,75  ;0  ;1,29904  ;5,47541e+04
10544  ;-4,97579  ;8,075  ;9,27887  ;5,47538e+04
7170  ;-1,4948  ;2,63166  ;8,2849  ;5,47407e+04
2775  ;-6,17787  ;4,23901  ;7,53896  ;5,47376e+04
10167  ;-4,25598  ;8,11842  ;9,66138  ;5,47071e+04
10242  ;-9,63739  ;3,21293  ;5,57276  ;5,47029e+04
323  ;-5  ;10  ;1,73205  ;5,46709e+04
3912  ;-8,29633  ;4,93764  ;7,10792  ;5,46700e+04
6294  ;-9,28932  ;6,24075  ;6,2905  ;5,46585e+04
5630  ;-1,03451  ;6,24464  ;6,60756  ;5,46543e+04
4658  ;-8,96595  ;3,84505  ;6,64085  ;5,46420e+04
2514  ;-7,47076  ;5,76737  ;7,40905  ;5,46343e+04
3576  ;-3,56199  ;3,52939  ;7,64941  ;5,46161e+04
2551  ;-1,93271  ;7,83026  ;9,68296  ;5,46042e+04
2963  ;-2,71899  ;6,46221  ;7,62359  ;5,45335e+04
2481  ;-3,64737  ;5,91578  ;7,50818  ;5,45224e+04
7171  ;-1,12983  ;2,5685  ;8,44082  ;5,45066e+04
10397  ;-9,56699  ;2,25  ;10  ;5,44993e+04
4922  ;-8,75051  ;2,38218  ;8,97671  ;5,44917e+04
6705  ;-1,12942  ;7,78731  ;9,66801  ;5,44600e+04
9727  ;-9,66887  ;7,29921  ;7,31554  ;5,44479e+04
908  ;-7,71856  ;6,85125  ;7,70819  ;5,44430e+04
3048  ;-3,81646  ;7,22047  ;8,09348  ;5,44419e+04
11185  ;-3,15184  ;7,98512  ;9,34047  ;5,44347e+04
6438  ;-10  ;4,3851  ;4,99644  ;5,44166e+04
11279  ;0  ;2,77177  ;7,87733  ;5,43852e+04
9063  ;-4,79681  ;7,77152  ;8,73923  ;5,43470e+04
10240  ;-9,67876  ;2,74929  ;8,32242  ;5,43056e+04
7237  ;-0,828412  ;7,51457  ;9,03392  ;5,42376e+04
1188  ;-9,33774  ;7,18422  ;7,1656  ;5,42342e+04
6565  ;-0,458098  ;7,77147  ;10  ;5,42267e+04
7658  ;0  ;5,61488  ;4,99647  ;5,42263e+04
