13:36; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 10
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SX (N/m^2)
1799  ;-4,05983  ;3,15003  ;5,09911  ;-8,85959e+04
7213  ;-10  ;7,86686  ;2,79283  ;-8,87175e+04
10486  ;-1,9235  ;0,321588  ;1,49211  ;-8,87363e+04
8407  ;-8,69095  ;1,74687  ;3,64525  ;-8,88320e+04
4772  ;-1,10359  ;8,5571  ;3,37239  ;-8,89417e+04
4707  ;-8,33531  ;2,19713  ;4,23862  ;-8,90202e+04
3282  ;-3,81851  ;5,57835  ;5,40591  ;-8,93603e+04
5855  ;-8,77527  ;6,46825  ;4,56422  ;-8,93854e+04
3997  ;-5,5751  ;8,37438  ;4,11958  ;-8,94122e+04
8111  ;-1,12512  ;5,58189  ;4,70899  ;-8,94627e+04
3370  ;-6,93812  ;5,48715  ;5,3207  ;-8,97339e+04
3231  ;-5,42331  ;7,9212  ;4,4148  ;-8,99861e+04
8109  ;-0,711963  ;6,60722  ;4,14912  ;-9,00892e+04
1327  ;-3,70677  ;8,57355  ;3,57255  ;-9,01038e+04
1160  ;-8,59138  ;2,95443  ;4,43322  ;-9,01351e+04
4720  ;-4,35687  ;8,59091  ;3,61717  ;-9,03054e+04
4827  ;-3,18508  ;1,50051  ;3,68961  ;-9,03602e+04
6105  ;-0,313401  ;7,60263  ;3,36986  ;-9,09113e+04
5172  ;-5,41229  ;1,08671  ;3,30417  ;-9,09775e+04
4802  ;-9,2323  ;7,73581  ;3,68458  ;-9,10265e+04
5094  ;-3,19055  ;1,93545  ;4,20946  ;-9,11055e+04
11247  ;-8,9515  ;4,69722  ;4,62736  ;-9,12228e+04
9305  ;-9,64238  ;6,21977  ;3,99605  ;-9,13042e+04
3238  ;-6,17018  ;8,28068  ;4,06086  ;-9,15529e+04
8453  ;-8,69689  ;2,06102  ;3,9637  ;-9,16916e+04
8523  ;-8,57931  ;9,01674  ;2,757  ;-9,17482e+04
2382  ;-4,91884  ;5,79703  ;5,35775  ;-9,18287e+04
3800  ;-8,56892  ;3,61385  ;4,66239  ;-9,18303e+04
7490  ;-0,716919  ;8,4536  ;3,1199  ;-9,18677e+04
3085  ;-2,95291  ;2,58746  ;4,68219  ;-9,21176e+04
10852  ;-7,07536  ;9,33697  ;2,02763  ;-9,21420e+04
1599  ;-9,35655  ;5,12118  ;4,36316  ;-9,21477e+04
3772  ;-1,93144  ;6,12329  ;4,932  ;-9,21772e+04
1540  ;-9,35849  ;2,07122  ;3,40556  ;-9,23141e+04
4498  ;-1,9479  ;6,88144  ;4,69693  ;-9,23520e+04
673  ;-3,5591  ;3,98592  ;5,26127  ;-9,27638e+04
5053  ;-4,88616  ;1,88262  ;4,18526  ;-9,28029e+04
1769  ;-6,19184  ;3,18018  ;5,06756  ;-9,28079e+04
1087  ;-9,28476  ;6,12826  ;4,31189  ;-9,28940e+04
10254  ;-2,93846  ;8,75302  ;3,46741  ;-9,29102e+04
812  ;-1,47959  ;7,03456  ;4,43792  ;-9,30564e+04
176  ;0  ;9,11759  ;1,39006  ;-9,32202e+04
1564  ;-4,51975  ;0,701006  ;2,03224  ;-9,32341e+04
3166  ;-2,79043  ;2,1577  ;4,32636  ;-9,33614e+04
1639  ;-6,24253  ;6,04032  ;5,31626  ;-9,33973e+04
1857  ;-2,63551  ;7,10626  ;4,76294  ;-9,35242e+04
1625  ;-7,49718  ;6,6428  ;4,94407  ;-9,35350e+04
3280  ;-3,4158  ;5,27303  ;5,34387  ;-9,36258e+04
739  ;-3,76653  ;7,80063  ;4,41185  ;-9,36703e+04
3633  ;-7,84688  ;4,63627  ;5,12437  ;-9,37483e+04
4011  ;-4,28848  ;7,83012  ;4,44494  ;-9,37900e+04
2437  ;-7,4234  ;3,36553  ;4,92228  ;-9,39501e+04
1031  ;-1,96994  ;3,26131  ;4,75171  ;-9,41896e+04
10800  ;-0,900995  ;1,00908  ;2,4226  ;-9,44217e+04
2662  ;-7,92099  ;6,39646  ;4,90137  ;-9,45002e+04
734  ;-2,85481  ;7,48419  ;4,56994  ;-9,46677e+04
9581  ;-4,41764  ;8,92703  ;3,27255  ;-9,47116e+04
6071  ;-0,965145  ;1,79708  ;3,35524  ;-9,47551e+04
1804  ;-3,98597  ;2,12173  ;4,33433  ;-9,47782e+04
1966  ;-4,27848  ;6,57338  ;5,14472  ;-9,48203e+04
9816  ;-9,58705  ;2,80102  ;3,65495  ;-9,48842e+04
2343  ;-3,22913  ;4,89692  ;5,35341  ;-9,48975e+04
10501  ;0  ;2,13314  ;2,79283  ;-9,50173e+04
1612  ;-7,45349  ;9,36665  ;1,93866  ;-9,51924e+04
1972  ;-4,65158  ;5,22484  ;5,42875  ;-9,58742e+04
3641  ;-8,30719  ;4,67997  ;4,9389  ;-9,59704e+04
8473  ;-6,76837  ;8,9298  ;3,19431  ;-9,60461e+04
1678  ;-4,65743  ;4,74529  ;5,4344  ;-9,60746e+04
8602  ;-9,32065  ;5,62472  ;4,33752  ;-9,60862e+04
8617  ;-9,54982  ;7,21452  ;3,65484  ;-9,64252e+04
2131  ;-2,39319  ;6,33229  ;4,99571  ;-9,66644e+04
8562  ;-2,40965  ;8,82821  ;3,30401  ;-9,66838e+04
5838  ;-8,83559  ;5,97656  ;4,59687  ;-9,69643e+04
3392  ;-8,70407  ;6,91695  ;4,45484  ;-9,73104e+04
1624  ;-6,9678  ;6,32271  ;5,11461  ;-9,73353e+04
8627  ;-8,87148  ;5,47302  ;4,62251  ;-9,74024e+04
4529  ;-6,9611  ;1,17286  ;3,36123  ;-9,74156e+04
2149  ;-6,75001  ;7,19404  ;4,77168  ;-9,77656e+04
6746  ;-4,06817  ;1,11123  ;3,07564  ;-9,77900e+04
4017  ;-8,90794  ;8,7612  ;2,80519  ;-9,80086e+04
1808  ;-3,57988  ;2,68477  ;4,75388  ;-9,80591e+04
10441  ;-0,351893  ;3,33912  ;3,78977  ;-9,81661e+04
399  ;-10  ;0,882413  ;1,39006  ;-9,87644e+04
2392  ;-5,87825  ;6,89102  ;4,95982  ;-9,88387e+04
809  ;-2,37017  ;5,93625  ;5,03546  ;-9,94357e+04
2422  ;-6,47747  ;2,71917  ;4,75637  ;-9,96360e+04
3838  ;-4,86541  ;7,08884  ;4,90808  ;-9,97224e+04
6072  ;-1,46952  ;2,43859  ;4,14553  ;-9,97295e+04
4553  ;-7,98131  ;5,90477  ;4,93402  ;-9,98968e+04
2989  ;-3,31067  ;7,64241  ;4,49089  ;-9,99707e+04
1153  ;-2,36644  ;8,1831  ;3,80822  ;-1,00038e+05
7826  ;-2,62108  ;1,10575  ;3,11986  ;-1,00086e+05
2920  ;-7,2335  ;7,47034  ;4,51683  ;-1,00186e+05
7680  ;-0,808492  ;9,6301  ;1,08696  ;-1,00277e+05
4637  ;-2,1672  ;7,25937  ;4,50393  ;-1,00594e+05
1971  ;-4,11294  ;5,2117  ;5,38277  ;-1,00742e+05
1675  ;-4,11879  ;4,73215  ;5,38841  ;-1,00755e+05
1045  ;-1,32209  ;1,55406  ;3,24123  ;-1,00823e+05
2166  ;-8,22717  ;5,45576  ;4,93404  ;-1,00999e+05
4719  ;-4,29769  ;8,22026  ;4,07902  ;-1,01215e+05
8356  ;-2,21263  ;1,02326  ;2,98746  ;-1,01222e+05
5651  ;-3,73665  ;8,18709  ;3,9922  ;-1,01269e+05
10488  ;-0,655993  ;2,51471  ;3,68435  ;-1,01469e+05
3499  ;-5,85047  ;2,09757  ;4,30706  ;-1,01539e+05
10760  ;-8,10559  ;9,38113  ;1,89977  ;-1,01699e+05
9745  ;-3,03484  ;8,38048  ;3,76265  ;-1,01871e+05
711  ;-5,78226  ;3,95143  ;5,22715  ;-1,02013e+05
2844  ;-7,08229  ;4,25804  ;5,1472  ;-1,02077e+05
9229  ;-7,00124  ;0,288726  ;1,44367  ;-1,02108e+05
8305  ;-1,27189  ;5,2376  ;4,70773  ;-1,02263e+05
2765  ;-3,4174  ;2,25501  ;4,39805  ;-1,02453e+05
4645  ;-2,61063  ;7,83364  ;4,18908  ;-1,02640e+05
11076  ;-5,00679  ;0,673711  ;1,93754  ;-1,02676e+05
10320  ;-6,12969  ;9,25943  ;2,07514  ;-1,03071e+05
9524  ;-0,434674  ;0,429637  ;1,45621  ;-1,03138e+05
3178  ;-6,54807  ;1,68322  ;3,8354  ;-1,03257e+05
4762  ;-1,65974  ;8,75918  ;3,18866  ;-1,03621e+05
821  ;-8,06792  ;5,08667  ;4,98622  ;-1,03687e+05
4462  ;-1,33686  ;3,12532  ;4,32557  ;-1,03827e+05
9606  ;0  ;7,83802  ;2,75179  ;-1,04058e+05
742  ;-4,22323  ;6,09039  ;5,14991  ;-1,04062e+05
4452  ;-1,99361  ;4,10109  ;4,93007  ;-1,04359e+05
1299  ;-8,76197  ;0,659074  ;1,87199  ;-1,04366e+05
6791  ;-5,93758  ;0,635348  ;1,98127  ;-1,04518e+05
11136  ;-9,23125  ;3,39808  ;4,11707  ;-1,04522e+05
7469  ;-0,366435  ;5,58729  ;4,04873  ;-1,04585e+05
5636  ;-5,49704  ;8,90683  ;3,20435  ;-1,04670e+05
3882  ;-8,03051  ;8,14455  ;3,80742  ;-1,04709e+05
2757  ;-4,12548  ;1,78301  ;3,9666  ;-1,04764e+05
2659  ;-0,353574  ;6,65263  ;3,77021  ;-1,05033e+05
1671  ;-4,06592  ;3,94917  ;5,20033  ;-1,05200e+05
10325  ;-9,6804  ;8,66474  ;2,55321  ;-1,05431e+05
9070  ;0  ;8,59124  ;2,13466  ;-1,05511e+05
8021  ;-9,63525  ;4,4626  ;4,05271  ;-1,05789e+05
866  ;-1,95432  ;4,80491  ;4,96673  ;-1,05977e+05
1802  ;-4,61945  ;2,19063  ;4,30525  ;-1,06041e+05
11246  ;-9,31511  ;4,40548  ;4,35204  ;-1,06439e+05
3281  ;-3,71023  ;4,90638  ;5,32073  ;-1,06503e+05
1876  ;-3,42742  ;6,30822  ;5,09183  ;-1,06631e+05
10622  ;-0,674391  ;5,56613  ;4,34158  ;-1,06893e+05
1801  ;-3,56488  ;3,60907  ;5,04219  ;-1,06931e+05
1483  ;-1,21912  ;9,3639  ;1,83528  ;-1,07008e+05
4526  ;-7,42763  ;1,82374  ;3,86033  ;-1,07034e+05
655  ;-7,5762  ;5,98469  ;4,98618  ;-1,07070e+05
3296  ;-6,07692  ;5,65547  ;5,24499  ;-1,07185e+05
2759  ;-4,0947  ;1,46435  ;3,53193  ;-1,07428e+05
7040  ;-4,13183  ;8,92541  ;2,91359  ;-1,07828e+05
2839  ;-7,19495  ;3,75878  ;5,01094  ;-1,07964e+05
6462  ;-1,56948  ;5,59765  ;4,82036  ;-1,08315e+05
10389  ;-9,58705  ;3,32128  ;3,76561  ;-1,08557e+05
7867  ;-10  ;2,16224  ;2,75187  ;-1,08792e+05
7722  ;-5,02014  ;9,26704  ;2,04064  ;-1,08821e+05
1807  ;-4,21336  ;2,75367  ;4,7248  ;-1,08830e+05
8279  ;-2,71439  ;9,66558  ;1,03717  ;-1,08838e+05
6081  ;-1,86723  ;2,69327  ;4,40579  ;-1,08881e+05
4021  ;-8,88061  ;8,52339  ;3,07719  ;-1,09098e+05
10500  ;0  ;2,58719  ;3,03358  ;-1,09178e+05
5054  ;-4,64038  ;1,06969  ;2,97917  ;-1,09285e+05
1774  ;-5,1775  ;3,93192  ;5,18327  ;-1,09361e+05
9688  ;-10  ;1,40879  ;2,13469  ;-1,09626e+05
4316  ;-7,33591  ;4,62152  ;5,1245  ;-1,09660e+05
3229  ;-5,10376  ;7,49046  ;4,57732  ;-1,09669e+05
3246  ;-7,36153  ;8,07155  ;3,96597  ;-1,09878e+05
2416  ;-5,81883  ;5,26609  ;5,27594  ;-1,09888e+05
1961  ;-4,63127  ;6,75159  ;4,95597  ;-1,10060e+05
7129  ;-1,02547  ;3,46094  ;4,3789  ;-1,10201e+05
4640  ;-1,48846  ;7,35466  ;4,11945  ;-1,10250e+05
1277  ;-0,703786  ;2,98933  ;3,89943  ;-1,10358e+05
1636  ;-6,4494  ;6,23399  ;5,08371  ;-1,10487e+05
1352  ;-5,49384  ;0,646416  ;1,84284  ;-1,10723e+05
8281  ;-3,22877  ;9,66558  ;1,0152  ;-1,10769e+05
4224  ;-2,16224  ;5,37058  ;5,0011  ;-1,10880e+05
8081  ;-1,09337  ;7,01363  ;4,14628  ;-1,10895e+05
3218  ;-5,71664  ;7,55205  ;4,51409  ;-1,11217e+05
6281  ;-7,82206  ;5,53568  ;4,9862  ;-1,11716e+05
11283  ;-9,39021  ;8,53987  ;2,80679  ;-1,11746e+05
2755  ;-4,61875  ;1,47948  ;3,42933  ;-1,12305e+05
4761  ;-2,07549  ;8,9063  ;3,04384  ;-1,12466e+05
9091  ;-8,88274  ;2,95462  ;4,13983  ;-1,12587e+05
2117  ;-5,30398  ;5,24579  ;5,28905  ;-1,12618e+05
2766  ;-3,55692  ;1,91629  ;4,03032  ;-1,12682e+05
3092  ;-2,23384  ;3,64593  ;4,80149  ;-1,12710e+05
668  ;-4,57274  ;3,91242  ;5,1394  ;-1,12721e+05
1042  ;-2,50202  ;1,54114  ;3,43003  ;-1,12804e+05
1654  ;-5,43318  ;3,31771  ;4,99308  ;-1,13060e+05
3167  ;-2,03383  ;2,10871  ;4,04366  ;-1,13290e+05
3226  ;-6,54251  ;7,81128  ;4,24163  ;-1,13409e+05
1095  ;-5,56215  ;9,21158  ;2,03367  ;-1,13541e+05
3177  ;-5,81641  ;1,72276  ;3,80606  ;-1,13595e+05
4704  ;-7,84232  ;2,25645  ;4,19014  ;-1,13614e+05
8616  ;-9,54982  ;6,69023  ;3,7542  ;-1,14005e+05
3390  ;-9,1922  ;6,59872  ;4,07003  ;-1,14171e+05
932  ;-0,707148  ;6,99269  ;3,85464  ;-1,14305e+05
1626  ;-7,16309  ;6,95385  ;4,72991  ;-1,14386e+05
10321  ;-10  ;8,22854  ;2,44948  ;-1,14499e+05
8408  ;-8,58401  ;1,20593  ;2,86196  ;-1,14698e+05
5451  ;-8,56633  ;9,205  ;2,23987  ;-1,14993e+05
2926  ;-8,14816  ;7,3173  ;4,35357  ;-1,15056e+05
2569  ;-3,02842  ;4,00824  ;5,05626  ;-1,15293e+05
3089  ;-2,7703  ;3,24676  ;4,78741  ;-1,15331e+05
1974  ;-5,27163  ;5,97524  ;5,169  ;-1,15996e+05
1653  ;-4,89788  ;3,3373  ;4,99276  ;-1,16373e+05
2650  ;-5,18308  ;2,18181  ;4,24363  ;-1,16443e+05
7212  ;-10  ;7,41283  ;3,03358  ;-1,16630e+05
4805  ;-9,36288  ;8,30206  ;3,0788  ;-1,16641e+05
5645  ;-4,76484  ;8,96534  ;2,84165  ;-1,16673e+05
9808  ;-2,8167  ;8,87434  ;3,01573  ;-1,16977e+05
1800  ;-4,0717  ;3,57232  ;4,98125  ;-1,17000e+05
8359  ;-2,46658  ;1,05912  ;2,82144  ;-1,17133e+05
4438  ;-7,89449  ;1,49748  ;3,31101  ;-1,17334e+05
9056  ;-7,55348  ;1,03135  ;2,83337  ;-1,17461e+05
8457  ;-9,26629  ;2,51301  ;3,626  ;-1,17543e+05
4639  ;-2,17607  ;7,57948  ;4,18546  ;-1,17963e+05
2754  ;-4,64954  ;1,79813  ;3,864  ;-1,18112e+05
2880  ;-2,87179  ;6,21162  ;4,96139  ;-1,18234e+05
8017  ;-10  ;4,34388  ;3,57443  ;-1,18521e+05
2006  ;-6,1605  ;4,14082  ;5,12952  ;-1,18566e+05
7101  ;0  ;5,65628  ;3,57494  ;-1,18580e+05
7214  ;-9,6804  ;8,2348  ;2,80831  ;-1,18688e+05
4217  ;-10  ;5,65564  ;3,57216  ;-1,18805e+05
744  ;-5,3971  ;7,12131  ;4,67662  ;-1,18851e+05
11180  ;-6,33851  ;0,43915  ;1,01191  ;-1,18884e+05
2322  ;-1,2395  ;4,84114  ;4,62371  ;-1,18991e+05
4219  ;-9,64482  ;5,56889  ;3,96263  ;-1,19047e+05
10399  ;-1,11973  ;8,6432  ;2,91613  ;-1,19160e+05
1627  ;-6,63372  ;6,63375  ;4,90045  ;-1,19333e+05
5735  ;0  ;4,34446  ;3,57211  ;-1,19584e+05
7974  ;-10  ;2,61643  ;2,99793  ;-1,19671e+05
721  ;-3,57065  ;3,23222  ;4,8231  ;-1,19703e+05
10057  ;-9,07043  ;10  ;0,697827  ;-1,20188e+05
7303  ;-6,36079  ;8,9276  ;2,84213  ;-1,20247e+05
2342  ;-3,25657  ;4,4643  ;5,12359  ;-1,20257e+05
3237  ;-6,67651  ;8,10916  ;3,95092  ;-1,20507e+05
5056  ;-5,09183  ;1,0568  ;2,84319  ;-1,21105e+05
1771  ;-6,27317  ;3,64156  ;4,99326  ;-1,21142e+05
1641  ;-5,73125  ;5,74218  ;5,16422  ;-1,21153e+05
2882  ;-2,84877  ;5,81558  ;5,00115  ;-1,21536e+05
4223  ;-2,22602  ;4,41773  ;4,90899  ;-1,21747e+05
4239  ;-7,55696  ;5,07193  ;4,98635  ;-1,21781e+05
11040  ;-0,351901  ;4,46516  ;3,95329  ;-1,21839e+05
3155  ;-1,91206  ;1,5476  ;3,33563  ;-1,21878e+05
9468  ;-8,03524  ;8,57383  ;3,20683  ;-1,21966e+05
3128  ;-5,21316  ;1,78931  ;3,80238  ;-1,22177e+05
1631  ;-6,10373  ;6,32071  ;5,00293  ;-1,22398e+05
3773  ;-1,56352  ;5,95004  ;4,62915  ;-1,22532e+05
6449  ;-1,17556  ;5,90575  ;4,43668  ;-1,23024e+05
8656  ;-2,48254  ;8,95243  ;2,75556  ;-1,23204e+05
5132  ;-5,67344  ;1,40003  ;3,29703  ;-1,23730e+05
1082  ;-8,3868  ;7,78576  ;3,81459  ;-1,23736e+05
7295  ;-5,78478  ;8,92468  ;2,85049  ;-1,23908e+05
11408  ;-1,96117  ;9,32563  ;1,9952  ;-1,24142e+05
8893  ;0  ;7,38454  ;2,99869  ;-1,24145e+05
1690  ;-6,89395  ;8,95134  ;2,75548  ;-1,24179e+05
2442  ;-7,60223  ;2,65929  ;4,4122  ;-1,24801e+05
9464  ;-7,77887  ;8,99645  ;2,70549  ;-1,24832e+05
1331  ;-0,626802  ;7,85105  ;3,27461  ;-1,24854e+05
10804  ;-0,312073  ;1,43847  ;2,4988  ;-1,25219e+05
2421  ;-6,01724  ;2,43065  ;4,38823  ;-1,25255e+05
9689  ;-9,6694  ;1,12933  ;2,21126  ;-1,25569e+05
4084  ;-2,6621  ;5,43947  ;5,01069  ;-1,25759e+05
2348  ;-2,45417  ;4,8738  ;4,97632  ;-1,25820e+05
884  ;-6,97342  ;2,00943  ;3,91943  ;-1,25983e+05
192  ;0  ;0,859274  ;1,39553  ;-1,26164e+05
1877  ;-3,7753  ;5,89265  ;5,05837  ;-1,26308e+05
8606  ;-8,8116  ;5,11562  ;4,55771  ;-1,26505e+05
7436  ;-6,69191  ;0,600866  ;1,63749  ;-1,26829e+05
4648  ;-3,08133  ;7,90567  ;4,06809  ;-1,26835e+05
2326  ;-1,52952  ;4,48424  ;4,63531  ;-1,27083e+05
8409  ;-8,93489  ;1,62318  ;3,27678  ;-1,27427e+05
4770  ;-1,93189  ;7,92894  ;3,8046  ;-1,27459e+05
8566  ;-3,37691  ;8,83294  ;3,03992  ;-1,27622e+05
2570  ;-3,03419  ;3,63139  ;4,83718  ;-1,27664e+05
7466  ;-0,303285  ;4,93754  ;3,91328  ;-1,27764e+05
5218  ;-8,93987  ;0,329537  ;1,63115  ;-1,27823e+05
9887  ;-8,01381  ;0,998657  ;2,62754  ;-1,28038e+05
2323  ;-1,13092  ;4,48477  ;4,43704  ;-1,28058e+05
5644  ;-5,281  ;8,96282  ;2,78414  ;-1,28060e+05
10802  ;0  ;1,77146  ;2,44948  ;-1,28173e+05
8358  ;-1,66923  ;1,156  ;2,83634  ;-1,28336e+05
2890  ;-7,3111  ;5,52094  ;4,98633  ;-1,28701e+05
1597  ;-9,1741  ;2,9548  ;3,84645  ;-1,29126e+05
8927  ;-0,666975  ;7,42187  ;3,56462  ;-1,29224e+05
7215  ;-9,6804  ;7,78077  ;3,04906  ;-1,29269e+05
1638  ;-7,0578  ;5,89597  ;4,95528  ;-1,29356e+05
915  ;-2,49773  ;4,03055  ;4,85126  ;-1,29545e+05
4830  ;-2,27704  ;2,45277  ;4,20586  ;-1,29881e+05
780  ;-6,53875  ;4,33022  ;5,03189  ;-1,29955e+05
3191  ;-5,73161  ;2,89166  ;4,69942  ;-1,30057e+05
10912  ;-9,67827  ;5,06059  ;3,91363  ;-1,30534e+05
710  ;-6,76407  ;3,3317  ;4,75937  ;-1,30624e+05
9555  ;-2,06606  ;1,04524  ;2,66246  ;-1,30673e+05
5134  ;-5,69483  ;1,17172  ;2,88486  ;-1,30715e+05
4196  ;-4,50516  ;7,85053  ;4,08317  ;-1,31387e+05
1975  ;-4,57602  ;6,26859  ;4,96116  ;-1,31443e+05
6046  ;-2,64935  ;8,27571  ;3,453  ;-1,32324e+05
9876  ;-4,0168  ;0,722208  ;1,94033  ;-1,32341e+05
1313  ;-1,49733  ;7,67477  ;3,80099  ;-1,32540e+05
2009  ;-5,90274  ;4,48997  ;5,10672  ;-1,32629e+05
9889  ;-7,96103  ;0,643125  ;1,84409  ;-1,32677e+05
11119  ;-3,02904  ;0,690111  ;1,89651  ;-1,32754e+05
1686  ;-3,73766  ;4,47376  ;5,09091  ;-1,33520e+05
4724  ;-4,72454  ;8,58077  ;3,25345  ;-1,33955e+05
7559  ;-4,4205  ;1,08492  ;2,57345  ;-1,34054e+05
1775  ;-5,38788  ;4,46966  ;5,11983  ;-1,34234e+05
7034  ;-6,50994  ;1,49488  ;3,33894  ;-1,34658e+05
3382  ;-8,21082  ;6,80042  ;4,38943  ;-1,34679e+05
11456  ;-1,94371  ;0,642885  ;1,83267  ;-1,34862e+05
4574  ;-7,69846  ;0,984204  ;2,4313  ;-1,35231e+05
4774  ;-1,06207  ;7,76291  ;3,5378  ;-1,35233e+05
2439  ;-7,86183  ;3,22863  ;4,53081  ;-1,35848e+05
4705  ;-8,00148  ;1,94514  ;3,66678  ;-1,35880e+05
4399  ;-5,0702  ;1,46658  ;3,29336  ;-1,36369e+05
8084  ;-1,10224  ;7,33373  ;3,82781  ;-1,36425e+05
2923  ;-7,787  ;7,04677  ;4,43213  ;-1,36744e+05
1764  ;-5,05142  ;2,94095  ;4,61846  ;-1,36872e+05
1628  ;-7,24211  ;6,29573  ;4,77203  ;-1,37081e+05
1088  ;-9,09963  ;7,06917  ;3,82818  ;-1,37120e+05
6451  ;-1,12045  ;5,23242  ;4,39611  ;-1,37216e+05
8569  ;-4,07444  ;8,56341  ;3,20883  ;-1,37497e+05
9101  ;-7,0485  ;1,16927  ;2,88623  ;-1,37768e+05
1770  ;-5,51451  ;3,7791  ;4,91877  ;-1,38043e+05
993  ;-7,04884  ;7,63977  ;4,13169  ;-1,38189e+05
7302  ;-6,46531  ;8,56632  ;3,24177  ;-1,38211e+05
3770  ;-2,00225  ;5,763  ;4,73261  ;-1,38318e+05
743  ;-3,32737  ;5,69491  ;4,96683  ;-1,38503e+05
8280  ;-2,96444  ;9,66558  ;1,45166  ;-1,39647e+05
1677  ;-4,78312  ;4,45016  ;5,07595  ;-1,39722e+05
2417  ;-6,65141  ;3,83096  ;4,89563  ;-1,39722e+05
986  ;-7,046  ;5,05718  ;4,98648  ;-1,40074e+05
4057  ;-2,72588  ;4,48662  ;4,91858  ;-1,40191e+05
4846  ;-1,79433  ;5,19733  ;4,69825  ;-1,40325e+05
1884  ;-5,16296  ;6,78405  ;4,72451  ;-1,40490e+05
1970  ;-4,60837  ;5,53914  ;5,08121  ;-1,40582e+05
2440  ;-6,9159  ;2,58227  ;4,3649  ;-1,40980e+05
2438  ;-7,74067  ;3,66569  ;4,66235  ;-1,41107e+05
5452  ;-8,18376  ;9,00821  ;2,5625  ;-1,41116e+05
868  ;-2,95403  ;4,94269  ;4,98591  ;-1,41142e+05
3248  ;-5,96087  ;8,24177  ;3,64209  ;-1,41421e+05
3250  ;-5,8893  ;8,5634  ;3,25012  ;-1,41446e+05
5032  ;-3,40818  ;2,80246  ;4,46727  ;-1,41707e+05
4723  ;-3,31952  ;8,47093  ;3,33517  ;-1,41713e+05
3228  ;-5,82687  ;7,94389  ;3,93279  ;-1,41835e+05
7868  ;-10  ;1,82011  ;2,39182  ;-1,41965e+05
3902  ;-4,60343  ;8,22486  ;3,67505  ;-1,41992e+05
3485  ;-6,79237  ;4,6937  ;5,00918  ;-1,42016e+05
4797  ;-8,74321  ;7,42747  ;3,82138  ;-1,42172e+05
8866  ;-0,698045  ;4,33921  ;4,12825  ;-1,42335e+05
715  ;-4,38283  ;2,10614  ;3,984  ;-1,42477e+05
3277  ;-3,1407  ;5,3188  ;4,97637  ;-1,42724e+05
7838  ;-2,34753  ;1,49451  ;3,1316  ;-1,42802e+05
3365  ;-3,98321  ;7,82104  ;4,05008  ;-1,42849e+05
1561  ;-8,23992  ;9,39016  ;1,28794  ;-1,42868e+05
1657  ;-4,90975  ;3,75959  ;4,8749  ;-1,43255e+05
3230  ;-5,21399  ;7,8823  ;3,99602  ;-1,43601e+05
3144  ;-2,87386  ;1,95693  ;3,77073  ;-1,43940e+05
1969  ;-4,06973  ;5,52599  ;5,03523  ;-1,44108e+05
5478  ;-9,29985  ;1,19871  ;2,43429  ;-1,44274e+05
3884  ;-7,15032  ;8,52871  ;3,25682  ;-1,44496e+05
5535  ;-8,35625  ;2,60333  ;3,98277  ;-1,44818e+05
6450  ;-0,724824  ;5,88999  ;4,06927  ;-1,45238e+05
660  ;-6,5394  ;5,80726  ;4,92438  ;-1,45549e+05
6232  ;-1,0392  ;9,68195  ;1,61541  ;-1,46123e+05
1676  ;-4,24448  ;4,43701  ;5,02997  ;-1,46541e+05
1767  ;-5,34985  ;2,51489  ;4,3248  ;-1,46598e+05
8467  ;-2,2608  ;9,32698  ;1,70334  ;-1,46724e+05
11266  ;-7,64569  ;0,628671  ;1,64785  ;-1,46746e+05
7056  ;-8,7398  ;2,16173  ;3,46894  ;-1,46789e+05
2008  ;-6,28098  ;4,67936  ;5,00909  ;-1,46930e+05
10065  ;0  ;8,17992  ;2,39179  ;-1,47001e+05
2892  ;-6,7927  ;5,43222  ;4,95543  ;-1,47411e+05
1454  ;-3,51386  ;0,743409  ;1,84843  ;-1,47413e+05
1869  ;-3,66077  ;6,88558  ;4,65477  ;-1,47525e+05
6070  ;-1,17035  ;2,1574  ;3,50765  ;-1,47615e+05
4763  ;-1,66658  ;8,79186  ;2,7194  ;-1,48018e+05
3381  ;-7,71782  ;7,71276  ;3,97314  ;-1,48021e+05
961  ;-4,32125  ;1,46884  ;3,11466  ;-1,48213e+05
2150  ;-6,39483  ;7,39751  ;4,39619  ;-1,48404e+05
8608  ;-8,53921  ;4,69455  ;4,51045  ;-1,48995e+05
1845  ;-4,58695  ;3,04644  ;4,67313  ;-1,49086e+05
3685  ;-4,40871  ;3,4195  ;4,71675  ;-1,49104e+05
965  ;-3,2457  ;2,37271  ;4,11143  ;-1,49376e+05
3834  ;-5,24069  ;8,57825  ;3,19594  ;-1,49739e+05
5104  ;-1,82622  ;4,15847  ;4,61156  ;-1,49967e+05
3832  ;-5,31226  ;8,25663  ;3,5879  ;-1,50314e+05
745  ;-4,92881  ;6,4468  ;4,77241  ;-1,50559e+05
2764  ;-3,81426  ;2,23942  ;4,04772  ;-1,50795e+05
3165  ;-1,75756  ;1,50097  ;3,0372  ;-1,51134e+05
9650  ;-9,27945  ;4,19147  ;4,04532  ;-1,51322e+05
8360  ;-2,36863  ;1,04234  ;2,38888  ;-1,51392e+05
