13:22; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: mm
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;UY (mm)
862  ;-1,48949  ;4,17164  ;5,00889  ;-2,34455e-06
3509  ;-5,90523  ;2,56764  ;5,06456  ;-2,34460e-06
851  ;-0,909452  ;4,88544  ;4,98569  ;-2,34553e-06
818  ;-9,09124  ;5,11542  ;4,98609  ;-2,34578e-06
1876  ;-3,42742  ;6,30822  ;5,09183  ;-2,34603e-06
1487  ;-2,94817  ;9,22744  ;4,93564  ;-2,34618e-06
7135  ;-0,723262  ;2,01289  ;4,88657  ;-2,34630e-06
4491  ;-6,61134  ;1,81454  ;5,01254  ;-2,34686e-06
5473  ;-3,13867  ;8,39208  ;4,99341  ;-2,34754e-06
10846  ;-0,330465  ;7,65791  ;4,88763  ;-2,34786e-06
9472  ;-0,433013  ;0  ;4,75  ;-2,34804e-06
9473  ;0  ;0,433013  ;4,75  ;-2,34805e-06
8024  ;-9,56699  ;0  ;4,75  ;-2,34807e-06
6427  ;-10  ;9,56699  ;4,75  ;-2,34808e-06
6426  ;-9,56699  ;10  ;4,75  ;-2,34809e-06
7876  ;-10  ;0,433013  ;4,75  ;-2,34809e-06
7465  ;-0,433013  ;10  ;4,75  ;-2,34823e-06
5801  ;0  ;9,56699  ;4,75  ;-2,34824e-06
11356  ;-0,762682  ;5,22973  ;4,98696  ;-2,35017e-06
1799  ;-4,05983  ;3,15003  ;5,09911  ;-2,35028e-06
1325  ;-8,54951  ;2,14204  ;4,94492  ;-2,35034e-06
8110  ;-1,49867  ;5,95793  ;5,01974  ;-2,35096e-06
5530  ;-8,91473  ;3,59521  ;4,98788  ;-2,35191e-06
8031  ;-1,68125  ;8,84479  ;4,90399  ;-2,35207e-06
1089  ;-9,2523  ;7,0413  ;4,94736  ;-2,35219e-06
3951  ;-2,40167  ;2,14259  ;5,00128  ;-2,35261e-06
1623  ;-6,88878  ;6,98082  ;5,07249  ;-2,35282e-06
2396  ;-5,62198  ;7,45038  ;5,08458  ;-2,35309e-06
6927  ;-9,22548  ;4,6924  ;4,99362  ;-2,35338e-06
4501  ;-1,60589  ;7,20908  ;4,99285  ;-2,35428e-06
2006  ;-6,1605  ;4,14082  ;5,12952  ;-2,35461e-06
10798  ;-0,363205  ;2,39968  ;4,90816  ;-2,35537e-06
4457  ;-1,1321  ;2,78302  ;4,96878  ;-2,35580e-06
1569  ;-0,615911  ;5,57402  ;4,98822  ;-2,35586e-06
668  ;-4,57274  ;3,91242  ;5,1394  ;-2,35597e-06
2280  ;-0,454726  ;4,8723  ;4,98591  ;-2,35664e-06
8810  ;-9,54562  ;5,12812  ;4,9861  ;-2,35673e-06
769  ;-5,55345  ;9,37237  ;4,99115  ;-2,35692e-06
4119  ;-4,12671  ;1,78277  ;5,04948  ;-2,35702e-06
9392  ;-1,11907  ;3,65699  ;5,00265  ;-2,35748e-06
7809  ;-3,37809  ;8,91941  ;4,99231  ;-2,35775e-06
3209  ;-6,39529  ;8,21099  ;5,03947  ;-2,35785e-06
2342  ;-3,25657  ;4,4643  ;5,12359  ;-2,35785e-06
3084  ;-2,63712  ;2,59507  ;5,04744  ;-2,35899e-06
2915  ;-7,02313  ;8,49077  ;5,00497  ;-2,35912e-06
3074  ;-8,66242  ;8,9621  ;4,8919  ;-2,35959e-06
1861  ;-2,97185  ;6,82492  ;5,08639  ;-2,35970e-06
11218  ;-0,307955  ;5,21659  ;4,98717  ;-2,36028e-06
9179  ;-5,20631  ;9,68618  ;4,98863  ;-2,36090e-06
6932  ;-9,28159  ;3,79808  ;4,99199  ;-2,36103e-06
5647  ;-9,2206  ;5,42641  ;5,0088  ;-2,36125e-06
6965  ;-4,93337  ;9,29947  ;5,00699  ;-2,36150e-06
3103  ;-3,74514  ;2,68415  ;5,09687  ;-2,36226e-06
2795  ;-9,60389  ;0,924957  ;4,83361  ;-2,36250e-06
1500  ;-9,35971  ;4,26938  ;5,00114  ;-2,36264e-06
6671  ;-3,30236  ;1,86167  ;5,0438  ;-2,36269e-06
2565  ;-9,17088  ;0,491945  ;4,83361  ;-2,36273e-06
11461  ;-9,30113  ;6,38935  ;4,98944  ;-2,36276e-06
7400  ;-4,3465  ;0  ;4,97963  ;-2,36326e-06
7654  ;-0,729276  ;6,32381  ;4,99383  ;-2,36331e-06
6442  ;-9,67985  ;4,7051  ;4,99362  ;-2,36339e-06
7049  ;-8,31612  ;2,77069  ;5,01505  ;-2,36350e-06
742  ;-4,22323  ;6,09039  ;5,14991  ;-2,36374e-06
6297  ;-3,29501  ;9,61372  ;4,96717  ;-2,36417e-06
472  ;-10  ;5,14082  ;4,9861  ;-2,36423e-06
249  ;0  ;4,85916  ;4,98612  ;-2,36427e-06
365  ;-4,85917  ;10  ;4,98611  ;-2,36427e-06
3990  ;-5,20312  ;8,42433  ;5,06042  ;-2,36472e-06
1624  ;-6,9678  ;6,32271  ;5,11461  ;-2,36495e-06
9139  ;-9,5826  ;8,56985  ;4,87331  ;-2,36520e-06
3071  ;-8,71657  ;9,43587  ;4,87331  ;-2,36572e-06
3620  ;-8,08614  ;4,22957  ;5,07704  ;-2,36653e-06
11098  ;-9,62615  ;6,69973  ;4,97303  ;-2,36703e-06
1966  ;-4,27848  ;6,57338  ;5,14472  ;-2,36716e-06
1641  ;-5,73125  ;5,74218  ;5,16422  ;-2,36731e-06
5880  ;-2,35436  ;9,56304  ;4,93528  ;-2,36822e-06
7655  ;-0,307955  ;6,02693  ;4,99417  ;-2,36909e-06
1974  ;-5,27163  ;5,97524  ;5,169  ;-2,36948e-06
8231  ;-6,01653  ;9,68618  ;4,99564  ;-2,36956e-06
4316  ;-7,33591  ;4,62152  ;5,1245  ;-2,36956e-06
3563  ;-10  ;5,74949  ;4,9924  ;-2,37016e-06
11052  ;0  ;4,25049  ;4,99253  ;-2,37027e-06
6319  ;-4,2505  ;10  ;4,9924  ;-2,37029e-06
11369  ;-6,30463  ;0,720986  ;5,00923  ;-2,37079e-06
6438  ;-10  ;4,3851  ;4,99644  ;-2,37119e-06
11462  ;-9,29683  ;7,99846  ;4,93616  ;-2,37123e-06
7658  ;0  ;5,61488  ;4,99647  ;-2,37124e-06
9660  ;-5,61486  ;10  ;4,99647  ;-2,37126e-06
3566  ;-9,67498  ;5,43911  ;5,00881  ;-2,37131e-06
1176  ;-3,808  ;8,61139  ;5,04897  ;-2,37133e-06
1621  ;-6,4757  ;7,22101  ;5,11426  ;-2,37210e-06
5031  ;-3,02865  ;2,2399  ;5,07298  ;-2,37236e-06
974  ;-0,748642  ;3,14234  ;4,99641  ;-2,37273e-06
740  ;-4,33372  ;7,05638  ;5,13954  ;-2,37281e-06
6420  ;-9,67985  ;3,89479  ;5,00057  ;-2,37285e-06
1416  ;-2,72479  ;0,624233  ;4,97303  ;-2,37294e-06
9171  ;-6,76598  ;1,01177  ;5,01685  ;-2,37417e-06
10935  ;-5,6836  ;0  ;5,00179  ;-2,37427e-06
6461  ;-1,72947  ;5,20523  ;5,08884  ;-2,37484e-06
6966  ;-5,87602  ;9,00652  ;5,0423  ;-2,37547e-06
9422  ;-3,15321  ;1,00023  ;5,01964  ;-2,37724e-06
8233  ;-6,32745  ;9,28017  ;5,02163  ;-2,37728e-06
2808  ;-0,374321  ;3,39208  ;4,99767  ;-2,37750e-06
1117  ;-9,34996  ;5,7374  ;5,03152  ;-2,37755e-06
1774  ;-5,1775  ;3,93192  ;5,18327  ;-2,37760e-06
2844  ;-7,08229  ;4,25804  ;5,1472  ;-2,37783e-06
10523  ;-3,09444  ;0,312116  ;4,98652  ;-2,37861e-06
3564  ;-9,67498  ;6,04778  ;5,01511  ;-2,37921e-06
464  ;-10  ;6,35816  ;4,9987  ;-2,38017e-06
241  ;0  ;3,64181  ;4,99893  ;-2,38023e-06
357  ;-3,64184  ;10  ;4,9987  ;-2,38034e-06
887  ;-8,08272  ;3,39935  ;5,08519  ;-2,38047e-06
3100  ;-3,26409  ;2,69238  ;5,11914  ;-2,38066e-06
5527  ;-7,29767  ;1,89155  ;5,05983  ;-2,38178e-06
3633  ;-7,84688  ;4,63627  ;5,12437  ;-2,38187e-06
11009  ;-9,62573  ;7,69312  ;4,95942  ;-2,38241e-06
7396  ;-7,67565  ;0,31134  ;4,95809  ;-2,38266e-06
467  ;-10  ;3,5202  ;5  ;-2,38268e-06
244  ;0  ;6,47983  ;5,00012  ;-2,38277e-06
360  ;-6,47961  ;10  ;5,00013  ;-2,38278e-06
128  ;-6,5266  ;0  ;4,99897  ;-2,38294e-06
1355  ;-3,58162  ;1,37623  ;5,06625  ;-2,38314e-06
126  ;-3,4641  ;0  ;5  ;-2,38352e-06
4149  ;-5,25131  ;1,65787  ;5,10419  ;-2,38457e-06
8417  ;-8,91626  ;2,52959  ;5,01455  ;-2,38573e-06
4075  ;-4,85347  ;2,11639  ;5,13214  ;-2,38620e-06
3215  ;-5,68976  ;8,31161  ;5,10884  ;-2,38825e-06
4150  ;-5,69894  ;1,37519  ;5,09199  ;-2,38846e-06
4200  ;-4,5756  ;8,70918  ;5,09226  ;-2,38937e-06
4602  ;-1,9374  ;5,77089  ;5,12321  ;-2,38938e-06
1873  ;-3,87536  ;6,50596  ;5,18337  ;-2,38976e-06
8420  ;-9,27476  ;1,93704  ;4,97246  ;-2,39022e-06
1671  ;-4,06592  ;3,94917  ;5,20033  ;-2,39049e-06
7919  ;-9,5826  ;9,43587  ;4,87331  ;-2,39115e-06
7808  ;-3,63036  ;9,26425  ;5,05148  ;-2,39231e-06
7935  ;-1,20704  ;5,24549  ;5,09832  ;-2,39406e-06
1053  ;-6,19859  ;8,64068  ;5,09345  ;-2,39442e-06
3952  ;-2,21906  ;2,8019  ;5,1065  ;-2,39449e-06
7401  ;-3,95927  ;0,309811  ;5,04619  ;-2,39453e-06
7521  ;-4,01803  ;0,997928  ;5,07931  ;-2,39462e-06
1866  ;-3,9306  ;6,98895  ;5,17819  ;-2,39486e-06
1354  ;-4,96413  ;1,24806  ;5,10535  ;-2,39610e-06
5335  ;-7,0939  ;1,10054  ;5,05328  ;-2,39618e-06
10949  ;-0,318679  ;6,77658  ;5,02841  ;-2,39663e-06
8032  ;-2,02086  ;9,12647  ;5,00173  ;-2,39830e-06
9944  ;-2,22842  ;0,312116  ;4,98652  ;-2,39893e-06
10936  ;-6,06712  ;0,320792  ;5,05527  ;-2,39913e-06
7395  ;-7,3393  ;0  ;4,99935  ;-2,39984e-06
8113  ;-1,06027  ;5,58978  ;5,09959  ;-2,40006e-06
10111  ;-7,46277  ;1,48794  ;5,06737  ;-2,40042e-06
3568  ;-10  ;2,6711  ;5,00142  ;-2,40049e-06
11007  ;-10  ;7,31212  ;5,00236  ;-2,40061e-06
10519  ;-2,65967  ;0  ;5,00143  ;-2,40068e-06
10844  ;0  ;7,32895  ;5,0016  ;-2,40071e-06
5876  ;-2,68789  ;10  ;5,00236  ;-2,40080e-06
2806  ;0  ;2,68793  ;5,00309  ;-2,40095e-06
5529  ;-8,68286  ;3,15825  ;5,08468  ;-2,40100e-06
8677  ;-7,32886  ;10  ;5,00284  ;-2,40120e-06
7202  ;-4,70928  ;0,933841  ;5,09886  ;-2,40149e-06
5503  ;-1,62937  ;1,93283  ;5,04785  ;-2,40195e-06
10334  ;-9,6415  ;3,21867  ;5,04209  ;-2,40255e-06
711  ;-5,78226  ;3,95143  ;5,22715  ;-2,40296e-06
3087  ;-2,45451  ;3,25437  ;5,15266  ;-2,40338e-06
6961  ;-4,81807  ;9,03542  ;5,10523  ;-2,40375e-06
6322  ;-4,58585  ;9,65053  ;5,07671  ;-2,40411e-06
3086  ;-3,25487  ;3,23983  ;5,18835  ;-2,40534e-06
11341  ;-5,28589  ;0,944822  ;5,10846  ;-2,40601e-06
1550  ;-4,45444  ;0,619622  ;5,09237  ;-2,40691e-06
5295  ;-4,06027  ;8,95622  ;5,10815  ;-2,40754e-06
1588  ;-0,637357  ;7,07333  ;5,0567  ;-2,40942e-06
10082  ;-5,03104  ;0,630603  ;5,10197  ;-2,40987e-06
2688  ;-8,55075  ;1,21866  ;5,01513  ;-2,41113e-06
3296  ;-6,07692  ;5,65547  ;5,24499  ;-2,41156e-06
6320  ;-3,97719  ;9,65053  ;5,08301  ;-2,41185e-06
10232  ;-1,4766  ;8,48857  ;5,03639  ;-2,41248e-06
2870  ;-2,53788  ;7,71516  ;5,13527  ;-2,41330e-06
8681  ;-6,96008  ;9,66396  ;5,05643  ;-2,41338e-06
6963  ;-5,25948  ;9,09558  ;5,12173  ;-2,41369e-06
2840  ;-7,85428  ;3,79261  ;5,17385  ;-2,41391e-06
9953  ;-0,668095  ;4,52358  ;5,11256  ;-2,41547e-06
1609  ;-5,60765  ;0,641584  ;5,11157  ;-2,41630e-06
3953  ;-2,71841  ;3,639  ;5,20243  ;-2,41683e-06
7686  ;-6,81957  ;8,9843  ;5,10309  ;-2,41781e-06
8028  ;-1,44345  ;8,03893  ;5,07057  ;-2,41788e-06
1027  ;-8,15964  ;9,05247  ;5,03717  ;-2,41839e-06
9368  ;-2,23399  ;1,0331  ;5,0638  ;-2,41853e-06
737  ;-3,52748  ;6,92153  ;5,21684  ;-2,41854e-06
1118  ;-9,283  ;2,91715  ;5,08418  ;-2,42117e-06
1658  ;-5,09617  ;3,47054  ;5,25758  ;-2,42182e-06
4077  ;-5,52086  ;2,03215  ;5,19557  ;-2,42190e-06
2004  ;-6,89868  ;3,36192  ;5,21932  ;-2,42192e-06
1656  ;-4,56087  ;3,49013  ;5,25725  ;-2,42228e-06
3570  ;-9,6415  ;2,3246  ;5,04209  ;-2,42236e-06
3075  ;-8,2138  ;9,52623  ;5,01858  ;-2,42298e-06
2416  ;-5,81883  ;5,26609  ;5,27594  ;-2,42318e-06
4121  ;-4,59233  ;1,69356  ;5,18304  ;-2,42394e-06
10081  ;-4,73561  ;0,309811  ;5,1186  ;-2,42468e-06
196  ;0  ;1,73205  ;5  ;-2,42533e-06
419  ;-10  ;8,26795  ;5  ;-2,42534e-06
100  ;-8,26795  ;0  ;5  ;-2,42544e-06
312  ;-1,73205  ;10  ;5  ;-2,42547e-06
93  ;-1,73205  ;0  ;5  ;-2,42553e-06
330  ;-8,26795  ;10  ;5  ;-2,42555e-06
437  ;-10  ;1,73205  ;5  ;-2,42563e-06
212  ;0  ;8,26795  ;5  ;-2,42568e-06
654  ;-6,35941  ;6,66072  ;5,24303  ;-2,42570e-06
4147  ;-5,96849  ;1,74947  ;5,18337  ;-2,42652e-06
2117  ;-5,30398  ;5,24579  ;5,28905  ;-2,42694e-06
673  ;-3,5591  ;3,98592  ;5,26127  ;-2,42756e-06
9977  ;-5,31222  ;0,320792  ;5,1282  ;-2,42936e-06
7209  ;-4,34004  ;1,38127  ;5,1763  ;-2,43031e-06
1858  ;-2,633  ;7,03384  ;5,20332  ;-2,43048e-06
8418  ;-8,87865  ;1,56296  ;5,05607  ;-2,43055e-06
6844  ;-7,8001  ;9,19019  ;5,07495  ;-2,43090e-06
3922  ;-1,9749  ;3,62764  ;5,19458  ;-2,43093e-06
9155  ;-5,99181  ;0,993235  ;5,15521  ;-2,43268e-06
3925  ;-1,74517  ;3,20164  ;5,1737  ;-2,43312e-06
5843  ;-8,69597  ;7,95806  ;5,10003  ;-2,43407e-06
6843  ;-7,85425  ;9,66396  ;5,05636  ;-2,43445e-06
2914  ;-6,72137  ;8,09854  ;5,1899  ;-2,43582e-06
8030  ;-2,12341  ;8,60852  ;5,11339  ;-2,43628e-06
9951  ;-0,702857  ;3,99986  ;5,15167  ;-2,43797e-06
133  ;-5,01679  ;0  ;5,14482  ;-2,44123e-06
5596  ;-1,33509  ;9,67163  ;5,02366  ;-2,44194e-06
7746  ;-0,469062  ;8,80561  ;5,02366  ;-2,44272e-06
1393  ;-4,31254  ;9,30106  ;5,16732  ;-2,44326e-06
8611  ;-1,27885  ;0,372894  ;5,02617  ;-2,44351e-06
7582  ;-0,412821  ;1,23892  ;5,02617  ;-2,44384e-06
1479  ;-7,44055  ;9,32791  ;5,11273  ;-2,44407e-06
1306  ;-1,50463  ;5,60554  ;5,21095  ;-2,44417e-06
3954  ;-2,61708  ;4,22485  ;5,26507  ;-2,44482e-06
4590  ;-1,61245  ;6,84696  ;5,18816  ;-2,44490e-06
3955  ;-2,2388  ;4,01226  ;5,24435  ;-2,44501e-06
3905  ;-4,34079  ;8,30814  ;5,22233  ;-2,44528e-06
2394  ;-6,21943  ;7,78037  ;5,23901  ;-2,44535e-06
1772  ;-5,70093  ;3,49004  ;5,30145  ;-2,44652e-06
9945  ;-1,73763  ;0,720982  ;5,07728  ;-2,44664e-06
4939  ;-3,75062  ;1,75616  ;5,21845  ;-2,44713e-06
3900  ;-4,60365  ;7,53063  ;5,26761  ;-2,44729e-06
975  ;-7,62583  ;4,18586  ;5,26252  ;-2,44941e-06
4592  ;-1,11724  ;6,36811  ;5,1863  ;-2,44948e-06
1281  ;-6,37597  ;1,34489  ;5,19885  ;-2,44989e-06
3281  ;-3,71023  ;4,90638  ;5,32073  ;-2,45099e-06
5715  ;-2,68295  ;8,24125  ;5,18958  ;-2,45100e-06
10017  ;0  ;0,866025  ;5  ;-2,45125e-06
9946  ;-0,866025  ;0  ;5  ;-2,45127e-06
8434  ;-9,13398  ;0  ;5  ;-2,45131e-06
5689  ;-9,13398  ;10  ;5  ;-2,45137e-06
7918  ;-10  ;9,13398  ;5  ;-2,45139e-06
7877  ;-10  ;0,866025  ;5  ;-2,45142e-06
8565  ;-0,866025  ;10  ;5  ;-2,45148e-06
5802  ;0  ;9,13398  ;5  ;-2,45149e-06
9950  ;-0,346145  ;4,30126  ;5,17088  ;-2,45195e-06
4502  ;-1,97908  ;7,73729  ;5,18382  ;-2,45208e-06
1639  ;-6,24253  ;6,04032  ;5,31626  ;-2,45349e-06
4199  ;-5,14418  ;8,83153  ;5,21997  ;-2,45577e-06
3896  ;-3,79958  ;8,08155  ;5,24527  ;-2,45596e-06
7133  ;-1,12098  ;2,26757  ;5,14683  ;-2,45624e-06
1798  ;-4,05405  ;3,52688  ;5,31819  ;-2,45665e-06
4468  ;-5,51157  ;8,74702  ;5,22372  ;-2,45672e-06
1395  ;-0,938124  ;9,34326  ;5,04733  ;-2,45680e-06
4464  ;-1,99187  ;2,3831  ;5,20122  ;-2,45742e-06
2350  ;-4,06244  ;7,30404  ;5,29055  ;-2,45758e-06
2912  ;-7,353  ;8,29625  ;5,20104  ;-2,45886e-06
1513  ;-0,825642  ;0,745789  ;5,05235  ;-2,45971e-06
2148  ;-5,52754  ;6,80318  ;5,32222  ;-2,46096e-06
10688  ;-1,28442  ;1,09388  ;5,10346  ;-2,46201e-06
11120  ;-9,20833  ;8,47294  ;5,10092  ;-2,46229e-06
2492  ;-7,29841  ;2,8264  ;5,26361  ;-2,46236e-06
3370  ;-6,93812  ;5,48715  ;5,3207  ;-2,46238e-06
5507  ;-2,8702  ;1,10513  ;5,18798  ;-2,46346e-06
2845  ;-6,74903  ;2,85038  ;5,28955  ;-2,46444e-06
2382  ;-4,91884  ;5,79703  ;5,35775  ;-2,46485e-06
1418  ;-1,7432  ;1,44196  ;5,15456  ;-2,46500e-06
7454  ;-7,584  ;0,650667  ;5,14828  ;-2,46533e-06
5804  ;-0,469062  ;9,67163  ;5,02366  ;-2,46623e-06
3280  ;-3,4158  ;5,27303  ;5,34387  ;-2,46743e-06
9947  ;-0,412821  ;0,372894  ;5,02617  ;-2,46760e-06
2794  ;-9,60389  ;1,35797  ;5,08361  ;-2,46834e-06
8436  ;-8,73786  ;0,491945  ;5,08361  ;-2,46878e-06
4500  ;-2,0742  ;7,05596  ;5,25187  ;-2,46880e-06
6672  ;-3,29862  ;1,48113  ;5,23459  ;-2,46901e-06
4492  ;-6,70389  ;1,43366  ;5,23528  ;-2,47073e-06
7781  ;-2,4845  ;9,17675  ;5,17129  ;-2,47100e-06
9539  ;-0,737526  ;2,62689  ;5,17446  ;-2,47113e-06
7000  ;-6,52467  ;8,52823  ;5,24388  ;-2,47123e-06
2689  ;-7,95286  ;1,03806  ;5,16237  ;-2,47185e-06
2344  ;-2,84523  ;4,68092  ;5,33239  ;-2,47193e-06
4407  ;-6,46242  ;2,23784  ;5,28654  ;-2,47223e-06
22  ;0  ;0  ;5  ;-2,47307e-06
40  ;-10  ;0  ;5  ;-2,47309e-06
147  ;0  ;10  ;5  ;-2,47322e-06
263  ;-10  ;10  ;5  ;-2,47322e-06
2552  ;-5,08814  ;7,09876  ;5,33796  ;-2,47324e-06
6931  ;-8,91061  ;4,01404  ;5,24393  ;-2,47444e-06
2343  ;-3,22913  ;4,89692  ;5,35341  ;-2,47504e-06
1642  ;-5,75301  ;6,23287  ;5,36533  ;-2,47600e-06
6393  ;-1,96709  ;4,39944  ;5,30209  ;-2,47808e-06
2335  ;-2,34537  ;4,61203  ;5,32281  ;-2,47832e-06
1971  ;-4,11294  ;5,2117  ;5,38277  ;-2,47874e-06
1973  ;-5,2934  ;6,46592  ;5,37012  ;-2,47920e-06
2349  ;-3,65932  ;7,23662  ;5,3292  ;-2,48044e-06
6273  ;-8,77599  ;6,46138  ;5,25139  ;-2,48048e-06
6506  ;-8,27649  ;8,11482  ;5,20871  ;-2,48064e-06
3214  ;-6,02273  ;8,21006  ;5,293  ;-2,48140e-06
1675  ;-4,11879  ;4,73215  ;5,38841  ;-2,48173e-06
3909  ;-7,19142  ;5,11212  ;5,35174  ;-2,48210e-06
5336  ;-6,7511  ;0,691049  ;5,2207  ;-2,48269e-06
2843  ;-6,78602  ;3,86117  ;5,35558  ;-2,48285e-06
10035  ;-0,649143  ;7,53011  ;5,189  ;-2,48408e-06
10227  ;-7,24765  ;0,339328  ;5,18954  ;-2,48424e-06
9181  ;-5,26988  ;9,35988  ;5,25473  ;-2,48566e-06
7791  ;-3,04404  ;8,80948  ;5,24748  ;-2,48767e-06
1862  ;-3,18863  ;7,13044  ;5,33376  ;-2,48780e-06
11036  ;-9,25188  ;7,55772  ;5,20129  ;-2,48833e-06
9423  ;-3,18749  ;0,664891  ;5,22926  ;-2,48850e-06
3371  ;-7,45652  ;5,57587  ;5,3516  ;-2,48931e-06
1655  ;-5,0843  ;3,04824  ;5,37543  ;-2,48952e-06
7789  ;-4,92274  ;9,67369  ;5,25221  ;-2,48975e-06
665  ;-4,549  ;3,06783  ;5,37511  ;-2,48997e-06
2545  ;-4,85399  ;6,76151  ;5,38586  ;-2,49162e-06
667  ;-5,6196  ;3,02865  ;5,37576  ;-2,49194e-06
2556  ;-9,60389  ;0,491945  ;5,08361  ;-2,49199e-06
7745  ;-0,330465  ;8,12742  ;5,16065  ;-2,49239e-06
8737  ;-8,83631  ;5,9697  ;5,28404  ;-2,49240e-06
1282  ;-7,03181  ;1,52243  ;5,27171  ;-2,49250e-06
5840  ;-7,82548  ;7,93436  ;5,26564  ;-2,49287e-06
3631  ;-7,70238  ;5,12686  ;5,35162  ;-2,49344e-06
4458  ;-1,51797  ;2,78283  ;5,26842  ;-2,49459e-06
3282  ;-3,81851  ;5,57835  ;5,40591  ;-2,49518e-06
7656  ;-0,678843  ;5,99996  ;5,26614  ;-2,49520e-06
6870  ;-3,55714  ;0,352775  ;5,24274  ;-2,49522e-06
6204  ;-7,14565  ;8,87185  ;5,25352  ;-2,49589e-06
7338  ;-3,6159  ;1,04089  ;5,27587  ;-2,49614e-06
7920  ;-9,5826  ;9,00286  ;5,12331  ;-2,49689e-06
2395  ;-6,10314  ;7,22008  ;5,36779  ;-2,49691e-06
4454  ;-1,73468  ;4,08281  ;5,32317  ;-2,49707e-06
6095  ;-1,50495  ;3,6568  ;5,30229  ;-2,49716e-06
3070  ;-9,14959  ;9,43587  ;5,12331  ;-2,49754e-06
9716  ;-1,91876  ;8,25229  ;5,24579  ;-2,49773e-06
7584  ;-0,363205  ;1,92175  ;5,17626  ;-2,49775e-06
4589  ;-1,77134  ;6,41495  ;5,31578  ;-2,49812e-06
1637  ;-6,5882  ;5,95361  ;5,39703  ;-2,49898e-06
1972  ;-4,65158  ;5,22484  ;5,42875  ;-2,49913e-06
2835  ;-8,02733  ;2,64813  ;5,29656  ;-2,49984e-06
1741  ;-4,23431  ;2,60196  ;5,37288  ;-2,50015e-06
3898  ;-3,47396  ;8,50146  ;5,30414  ;-2,50086e-06
1678  ;-4,65743  ;4,74529  ;5,4344  ;-2,50210e-06
2339  ;-1,78345  ;4,80123  ;5,34395  ;-2,50239e-06
8304  ;-0,776677  ;4,87995  ;5,29923  ;-2,50448e-06
9451  ;-1,0667  ;4,52305  ;5,31083  ;-2,50466e-06
6296  ;-2,81803  ;9,61372  ;5,23837  ;-2,50595e-06
4711  ;-7,68565  ;1,85773  ;5,28799  ;-2,50595e-06
7522  ;-4,05231  ;0,662586  ;5,28893  ;-2,50617e-06
2495  ;-7,14876  ;2,31486  ;5,33384  ;-2,50618e-06
2967  ;-2,82311  ;5,47791  ;5,39939  ;-2,50733e-06
5307  ;-0,799527  ;8,66508  ;5,18431  ;-2,50790e-06
6160  ;-8,78885  ;8,62969  ;5,20961  ;-2,50829e-06
10796  ;-0,629906  ;5,22425  ;5,30049  ;-2,50836e-06
6190  ;-2,3794  ;1,51399  ;5,27875  ;-2,50868e-06
11097  ;-9,62615  ;7,17671  ;5,24423  ;-2,50880e-06
911  ;-9,20778  ;0,983889  ;5,16723  ;-2,50915e-06
7653  ;-0,370887  ;6,45286  ;5,27209  ;-2,50961e-06
7661  ;-0,307955  ;5,59373  ;5,28932  ;-2,51004e-06
5837  ;-7,02759  ;6,70043  ;5,38582  ;-2,51040e-06
1976  ;-5,58343  ;9,68618  ;5,29079  ;-2,51062e-06
5878  ;-1,87644  ;9,56304  ;5,20347  ;-2,51080e-06
6422  ;-9,31724  ;4,01209  ;5,29871  ;-2,51104e-06
4455  ;-1,13452  ;3,14215  ;5,29605  ;-2,51131e-06
6440  ;-10  ;4,76369  ;5,28825  ;-2,51157e-06
8832  ;0  ;5,2363  ;5,28827  ;-2,51161e-06
9180  ;-5,23629  ;10  ;5,28827  ;-2,51161e-06
1722  ;-3,24909  ;3,61668  ;5,40744  ;-2,51183e-06
3106  ;-3,67996  ;3,17254  ;5,40766  ;-2,51242e-06
703  ;-3,91962  ;2,13609  ;5,37065  ;-2,51265e-06
8836  ;-0,321951  ;4,86682  ;5,29944  ;-2,51302e-06
6421  ;-9,67985  ;4,32797  ;5,29577  ;-2,51349e-06
7585  ;-0,776026  ;1,42862  ;5,20243  ;-2,51446e-06
2347  ;-2,63644  ;5,1018  ;5,40892  ;-2,51499e-06
1980  ;-5,91351  ;9,32569  ;5,30856  ;-2,51543e-06
6867  ;-3,86761  ;0  ;5,2853  ;-2,51654e-06
2163  ;-8,46453  ;5,52772  ;5,3582  ;-2,51702e-06
2669  ;-7,46432  ;7,66383  ;5,3442  ;-2,51744e-06
3367  ;-6,47721  ;5,35226  ;5,44479  ;-2,51799e-06
2838  ;-7,55801  ;3,39574  ;5,38223  ;-2,51811e-06
7134  ;-1,2348  ;1,7767  ;5,25354  ;-2,51837e-06
10120  ;-7,48188  ;1,06672  ;5,28144  ;-2,51838e-06
6192  ;-3,96395  ;1,35466  ;5,34527  ;-2,51894e-06
2807  ;-0,374321  ;2,91514  ;5,26938  ;-2,51915e-06
9295  ;-10  ;6,83514  ;5,2699  ;-2,51988e-06
5648  ;-9,23538  ;5,10637  ;5,32993  ;-2,51993e-06
6443  ;-1,55104  ;4,48459  ;5,36503  ;-2,52003e-06
6265  ;-3,16486  ;10  ;5,2699  ;-2,52004e-06
5504  ;-2,10569  ;1,89223  ;5,30792  ;-2,52007e-06
2804  ;0  ;3,16488  ;5,27064  ;-2,52022e-06
