13:22; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: mm
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;UY (mm)
7718  ;-1,62037  ;9,33085  ;1,62698  ;-7,76148e-07
11207  ;-8,92856  ;2,90612  ;1,76438  ;-7,76358e-07
6309  ;-9,05717  ;1,36742  ;1,65254  ;-7,77346e-07
6488  ;-9,57043  ;9,57036  ;1,39559  ;-7,77421e-07
4392  ;-3,1388  ;5,89887  ;1,94077  ;-7,77573e-07
4676  ;-2,06602  ;4,24157  ;1,89618  ;-7,78606e-07
5121  ;-6,01544  ;1,89455  ;1,88346  ;-7,79960e-07
9520  ;-0,434674  ;0  ;1,25845  ;-7,80217e-07
4333  ;-8,54864  ;2,94052  ;1,822  ;-7,81217e-07
3987  ;-5,46889  ;5,55486  ;1,9753  ;-7,81545e-07
8659  ;-8,70066  ;9,21403  ;1,62804  ;-7,81802e-07
8862  ;-2,47363  ;8,6904  ;1,79122  ;-7,81847e-07
8584  ;-4,96786  ;8,75797  ;1,82715  ;-7,82053e-07
5349  ;-5,19465  ;1,65903  ;1,87659  ;-7,83196e-07
3411  ;-7,10248  ;8,58301  ;1,82652  ;-7,85534e-07
4334  ;-7,61214  ;3,72755  ;1,92383  ;-7,85983e-07
10283  ;-0,636063  ;1,50585  ;1,63173  ;-7,86827e-07
5751  ;-0,307783  ;1,83427  ;1,57836  ;-7,87140e-07
5119  ;-6,59582  ;2,34028  ;1,91789  ;-7,87627e-07
5139  ;-4,42585  ;8,81342  ;1,83412  ;-7,89483e-07
176  ;0  ;9,11759  ;1,39006  ;-7,90060e-07
399  ;-10  ;0,882413  ;1,39006  ;-7,90101e-07
6639  ;-9,33927  ;7,74974  ;1,69498  ;-7,90185e-07
292  ;-9,14087  ;10  ;1,39565  ;-7,91130e-07
795  ;-5,69611  ;4,97012  ;1,99749  ;-7,91405e-07
4252  ;-2,0707  ;3,43215  ;1,91081  ;-7,91538e-07
415  ;-10  ;9,14073  ;1,39553  ;-7,91623e-07
8467  ;-2,2608  ;9,32698  ;1,70334  ;-7,92631e-07
45  ;-9,11776  ;0  ;1,3903  ;-7,92952e-07
6493  ;-8,86657  ;3,4169  ;1,82133  ;-7,93322e-07
10282  ;-1,0014  ;1,26205  ;1,68448  ;-7,93543e-07
192  ;0  ;0,859274  ;1,39553  ;-7,94495e-07
4184  ;-5,50024  ;2,41032  ;1,95219  ;-7,94711e-07
5040  ;-8,34093  ;8,2531  ;1,80966  ;-7,95271e-07
3127  ;-3,82031  ;3,76323  ;1,9908  ;-7,95577e-07
6407  ;-1,64183  ;6,91875  ;1,87586  ;-7,95582e-07
10735  ;-8,21461  ;9,69508  ;1,5934  ;-7,95606e-07
308  ;-0,859274  ;10  ;1,39553  ;-7,95874e-07
3110  ;-8,47216  ;5,61116  ;1,88803  ;-7,96170e-07
7297  ;-5,70955  ;8,54837  ;1,881  ;-7,96801e-07
4097  ;-4,67945  ;2,17479  ;1,94532  ;-7,96941e-07
4262  ;-2,68932  ;1,97278  ;1,8979  ;-7,99488e-07
4092  ;-3,58587  ;2,54689  ;1,95774  ;-7,99542e-07
5163  ;-6,39999  ;6,73919  ;1,98383  ;-7,99578e-07
4183  ;-6,13779  ;2,65288  ;1,96819  ;-7,99774e-07
3348  ;-5,03857  ;5,77213  ;2,01507  ;-7,99796e-07
3967  ;-7,31357  ;5,45971  ;1,97766  ;-8,00336e-07
6627  ;-8,11864  ;8,60501  ;1,80482  ;-8,00408e-07
3143  ;-5,18387  ;4,79433  ;2,02048  ;-8,00506e-07
4331  ;-8,11768  ;3,19768  ;1,91007  ;-8,00754e-07
6280  ;-4,63575  ;6,24304  ;2,01312  ;-8,02314e-07
9570  ;-9,24188  ;8,51851  ;1,68512  ;-8,02803e-07
5892  ;-4,39661  ;7,84142  ;1,95591  ;-8,03498e-07
3421  ;-6,03595  ;8,86943  ;1,85172  ;-8,03727e-07
4266  ;-1,53863  ;2,35015  ;1,85526  ;-8,03759e-07
3111  ;-8,97  ;5,40806  ;1,8436  ;-8,04561e-07
10322  ;-8,98188  ;4,93199  ;1,84378  ;-8,05247e-07
3131  ;-4,96639  ;3,82358  ;2,024  ;-8,06234e-07
9524  ;-0,434674  ;0,429637  ;1,45621  ;-8,06429e-07
2077  ;-6,79522  ;4,35444  ;2,00796  ;-8,06508e-07
4961  ;-7,56239  ;5,05544  ;1,98345  ;-8,07620e-07
5167  ;-5,2658  ;5,1874  ;2,03726  ;-8,08367e-07
5152  ;-6,12379  ;6,37111  ;2,01887  ;-8,09415e-07
9560  ;-3,12117  ;1,81125  ;1,92153  ;-8,09515e-07
1036  ;-4,67163  ;4,61853  ;2,04347  ;-8,11482e-07
9787  ;-2,94154  ;8,12756  ;1,92765  ;-8,12632e-07
3868  ;-4,10557  ;3,33407  ;2,02225  ;-8,12721e-07
5066  ;-7,06007  ;2,86375  ;1,98223  ;-8,12905e-07
5014  ;-2,51582  ;5,17411  ;1,99934  ;-8,13430e-07
5893  ;-3,90469  ;8,26742  ;1,94074  ;-8,13800e-07
4335  ;-7,42546  ;3,22979  ;1,98189  ;-8,14155e-07
4960  ;-8,35171  ;4,6558  ;1,93995  ;-8,14547e-07
10730  ;-9,66118  ;8,09413  ;1,65052  ;-8,15052e-07
4253  ;-1,70895  ;3,85673  ;1,94086  ;-8,15099e-07
4376  ;-5,74727  ;6,79264  ;2,027  ;-8,15352e-07
3547  ;-2,56942  ;3,13375  ;1,98245  ;-8,16006e-07
3507  ;-1,91624  ;9,6489  ;1,65882  ;-8,17827e-07
4263  ;-1,92492  ;2,23986  ;1,91243  ;-8,18403e-07
3676  ;-4,75355  ;5,0116  ;2,06025  ;-8,18557e-07
5038  ;-9,10662  ;8,04165  ;1,77969  ;-8,18789e-07
4230  ;-7,17986  ;4,90879  ;2,02448  ;-8,18944e-07
5771  ;-0,309839  ;7,26549  ;1,69138  ;-8,19459e-07
8437  ;-0,99701  ;4,83158  ;1,87119  ;-8,20238e-07
4379  ;-2,86292  ;4,84931  ;2,03085  ;-8,21187e-07
10932  ;-1,00252  ;7,43922  ;1,83232  ;-8,21306e-07
4820  ;-2,87468  ;5,41646  ;2,0363  ;-8,23840e-07
9060  ;-0,636571  ;8,08922  ;1,73885  ;-8,24075e-07
4173  ;-6,92967  ;3,71089  ;2,03414  ;-8,24419e-07
4174  ;-6,60204  ;3,17635  ;2,03253  ;-8,25481e-07
4545  ;-1,22137  ;2,59906  ;1,87531  ;-8,26245e-07
1076  ;-4,83548  ;5,40467  ;2,07702  ;-8,26647e-07
4159  ;-2,51849  ;6,37282  ;2,01712  ;-8,27347e-07
4141  ;-4,00496  ;4,17134  ;2,0702  ;-8,28241e-07
3482  ;-4,43266  ;5,87558  ;2,07507  ;-8,28410e-07
7704  ;-0,609559  ;9,24075  ;1,61267  ;-8,31190e-07
4816  ;-3,12427  ;6,68404  ;2,04137  ;-8,31268e-07
3416  ;-6,67682  ;8,02959  ;1,98551  ;-8,31590e-07
3413  ;-6,6035  ;8,91727  ;1,89319  ;-8,31738e-07
4007  ;-6,35042  ;7,70854  ;2,01479  ;-8,31802e-07
4013  ;-3,76475  ;7,24547  ;2,03874  ;-8,31873e-07
927  ;-4,02984  ;6,3465  ;2,07311  ;-8,33107e-07
3988  ;-5,86057  ;5,89435  ;2,08227  ;-8,33175e-07
2299  ;-5,63128  ;4,41929  ;2,088  ;-8,33379e-07
6121  ;-0,326732  ;8,88253  ;1,60852  ;-8,33698e-07
1454  ;-3,51386  ;0,743409  ;1,84843  ;-8,35976e-07
1352  ;-5,49384  ;0,646416  ;1,84284  ;-8,37842e-07
5220  ;-9,38099  ;0,770743  ;1,63103  ;-8,38568e-07
8452  ;-1,26486  ;6,15409  ;1,94211  ;-8,38991e-07
4016  ;-3,27283  ;7,67147  ;2,02357  ;-8,39388e-07
4106  ;-4,1537  ;1,72696  ;1,99913  ;-8,40589e-07
2301  ;-6,08779  ;5,30962  ;2,10445  ;-8,42594e-07
9525  ;-0,623387  ;0,746659  ;1,6398  ;-8,42598e-07
4369  ;-5,35133  ;7,52512  ;2,05953  ;-8,43020e-07
3170  ;-5,11904  ;4,24349  ;2,11099  ;-8,43495e-07
6232  ;-1,0392  ;9,68195  ;1,61541  ;-8,43517e-07
5450  ;-8,85174  ;8,80459  ;1,79726  ;-8,44694e-07
5918  ;-3,75693  ;0,371704  ;1,79024  ;-8,46563e-07
3132  ;-4,59824  ;3,17421  ;2,0961  ;-8,46848e-07
8914  ;-5,24692  ;0,323208  ;1,78745  ;-8,47528e-07
5218  ;-8,93987  ;0,329537  ;1,63115  ;-8,48550e-07
6788  ;-5,74692  ;0,323208  ;1,78745  ;-8,48810e-07
5772  ;-0,309839  ;7,81482  ;1,73149  ;-8,49329e-07
4669  ;-1,8289  ;4,75069  ;2,03011  ;-8,49364e-07
5917  ;-3,25693  ;0,371704  ;1,79024  ;-8,50694e-07
8116  ;-1,27226  ;6,64119  ;1,96287  ;-8,53902e-07
60  ;-0,869348  ;0  ;1,5169  ;-8,55203e-07
917  ;-3,2743  ;3,74777  ;2,1121  ;-8,57494e-07
4370  ;-5,28683  ;8,20386  ;2,04436  ;-8,57538e-07
3980  ;-4,83065  ;6,75904  ;2,12215  ;-8,57551e-07
5042  ;-8,71647  ;8,32773  ;1,89183  ;-8,58062e-07
1303  ;-8,73736  ;1,93971  ;1,90869  ;-8,58913e-07
6117  ;0  ;8,60813  ;1,60116  ;-8,59378e-07
11252  ;-8,60911  ;0  ;1,60017  ;-8,59470e-07
9687  ;-10  ;1,3919  ;1,60119  ;-8,59670e-07
4958  ;-8,05389  ;5,1935  ;2,06679  ;-8,61906e-07
981  ;-8,36636  ;6,06796  ;2,03345  ;-8,62245e-07
3114  ;-4,15153  ;4,9821  ;2,15132  ;-8,62483e-07
4538  ;-1,2066  ;3,07386  ;1,96641  ;-8,62802e-07
4372  ;-5,48527  ;7,03901  ;2,1269  ;-8,64604e-07
96  ;-5  ;0  ;1,73205  ;-8,65371e-07
3117  ;-4,15762  ;4,59126  ;2,15718  ;-8,65500e-07
1269  ;-8,13978  ;7,93492  ;1,99294  ;-8,65753e-07
323  ;-5  ;10  ;1,73205  ;-8,66190e-07
5780  ;-8,47997  ;6,64303  ;2,01823  ;-8,66387e-07
8912  ;-5,5  ;0  ;1,73205  ;-8,66726e-07
9911  ;-4,5  ;0  ;1,73205  ;-8,66984e-07
8543  ;-5,5  ;10  ;1,73205  ;-8,67216e-07
9995  ;0  ;4,5  ;1,73205  ;-8,67233e-07
6457  ;-8,36668  ;7,57651  ;1,99798  ;-8,67582e-07
3518  ;-10  ;5,5  ;1,73205  ;-8,67684e-07
5199  ;-0,309386  ;4,79523  ;1,82788  ;-8,67871e-07
206  ;0  ;4  ;1,73205  ;-8,67927e-07
4210  ;-4,5  ;10  ;1,73205  ;-8,67936e-07
6308  ;-9,6694  ;1,11243  ;1,67776  ;-8,67977e-07
6275  ;-10  ;4,5  ;1,73205  ;-8,68150e-07
3107  ;-8,8642  ;5,86487  ;1,98902  ;-8,68530e-07
5279  ;-3,70557  ;9,68976  ;1,81943  ;-8,68555e-07
9997  ;-0,309386  ;4,29523  ;1,82788  ;-8,68580e-07
5678  ;0  ;5,5  ;1,73205  ;-8,68620e-07
11456  ;-1,94371  ;0,642885  ;1,83267  ;-8,68817e-07
6626  ;-7,91749  ;8,28683  ;1,9881  ;-8,68828e-07
205  ;0  ;5  ;1,73205  ;-8,68865e-07
432  ;-10  ;6  ;1,73205  ;-8,68985e-07
322  ;-6  ;10  ;1,73205  ;-8,69036e-07
431  ;-10  ;5  ;1,73205  ;-8,69122e-07
89  ;-6  ;0  ;1,73205  ;-8,69282e-07
4581  ;-8,36325  ;1,79687  ;1,96128  ;-8,69756e-07
11119  ;-3,02904  ;0,690111  ;1,89651  ;-8,69975e-07
4393  ;-4,23345  ;5,37516  ;2,1681  ;-8,70122e-07
211  ;0  ;6  ;1,73205  ;-8,70307e-07
6416  ;-9,15113  ;9,51895  ;1,6819  ;-8,70399e-07
324  ;-4  ;10  ;1,73205  ;-8,70663e-07
95  ;-4  ;0  ;1,73205  ;-8,70998e-07
10928  ;-6,5  ;0  ;1,73205  ;-8,71158e-07
3522  ;-9,68102  ;5,33089  ;1,83832  ;-8,71325e-07
9889  ;-7,96103  ;0,643125  ;1,84409  ;-8,71555e-07
430  ;-10  ;4  ;1,73205  ;-8,71862e-07
5914  ;-3,5  ;0  ;1,73205  ;-8,72025e-07
1241  ;-1,27913  ;1,96179  ;1,94101  ;-8,72143e-07
9141  ;-9,5807  ;9,08931  ;1,68183  ;-8,72373e-07
8449  ;-1,00333  ;5,44543  ;1,98254  ;-8,72827e-07
3521  ;-9,68102  ;5,83089  ;1,83832  ;-8,72829e-07
2286  ;0  ;6,5  ;1,73205  ;-8,72900e-07
6278  ;-9,6929  ;4,85482  ;1,83851  ;-8,72968e-07
5663  ;-6,51434  ;10  ;1,73548  ;-8,73117e-07
10776  ;-10  ;3,5  ;1,73205  ;-8,73160e-07
9409  ;-10  ;6,51433  ;1,7355  ;-8,73241e-07
8332  ;0  ;3,48567  ;1,7355  ;-8,73279e-07
3545  ;-3,55955  ;3,3186  ;2,14355  ;-8,73481e-07
3603  ;-3,83063  ;5,84608  ;2,16615  ;-8,73854e-07
6240  ;-3,48567  ;10  ;1,7355  ;-8,73876e-07
6279  ;-9,6929  ;4,35482  ;1,83851  ;-8,73970e-07
9827  ;-3,21464  ;1,08078  ;1,97551  ;-8,74141e-07
1335  ;-8,59358  ;7,2181  ;2,00302  ;-8,74372e-07
6243  ;-3,19124  ;9,68976  ;1,82288  ;-8,74679e-07
90  ;-7  ;0  ;1,73205  ;-8,75644e-07
4250  ;-1,68327  ;3,19876  ;2,05021  ;-8,76070e-07
4396  ;-2,25436  ;5,89041  ;2,11266  ;-8,76304e-07
210  ;0  ;7  ;1,73205  ;-8,76826e-07
4103  ;-2,94639  ;2,63327  ;2,10733  ;-8,76834e-07
9813  ;-8,87248  ;6,32897  ;1,99808  ;-8,76933e-07
88  ;-3  ;0  ;1,73205  ;-8,77142e-07
682  ;-7,69519  ;8,63875  ;1,98327  ;-8,77295e-07
5329  ;-3,55278  ;1,9392  ;2,0854  ;-8,77796e-07
718  ;-3,41114  ;9,37951  ;1,90681  ;-8,77884e-07
730  ;-5,56645  ;3,86845  ;2,1785  ;-8,77899e-07
9876  ;-4,0168  ;0,722208  ;1,94033  ;-8,78031e-07
2076  ;-6,22832  ;4,54703  ;2,1777  ;-8,78201e-07
1320  ;-0,618772  ;4,59047  ;1,92371  ;-8,78329e-07
11076  ;-5,00679  ;0,673711  ;1,93754  ;-8,79265e-07
433  ;-10  ;7,02867  ;1,73896  ;-8,79682e-07
429  ;-10  ;3  ;1,73205  ;-8,79933e-07
325  ;-2,97133  ;10  ;1,73896  ;-8,79952e-07
327  ;-7,02869  ;10  ;1,7389  ;-8,80261e-07
5476  ;-8,74967  ;1,29939  ;1,89034  ;-8,80278e-07
5164  ;-5,99218  ;7,2916  ;2,14448  ;-8,80430e-07
9411  ;-9,6893  ;6,29499  ;1,84738  ;-8,80450e-07
207  ;0  ;2,97133  ;1,73896  ;-8,80771e-07
7924  ;-8,66509  ;10  ;1,64725  ;-8,81975e-07
7721  ;-5,28108  ;9,60579  ;1,88286  ;-8,82433e-07
7890  ;-5,67719  ;1,0923  ;2,01404  ;-8,82462e-07
10309  ;-10  ;8,66493  ;1,64724  ;-8,82622e-07
1332  ;-1,38537  ;7,34747  ;2,01394  ;-8,82901e-07
10644  ;-9,05562  ;2,25917  ;1,93536  ;-8,83042e-07
9933  ;0  ;1,33507  ;1,64724  ;-8,83047e-07
3652  ;-1,05806  ;0,317023  ;1,70049  ;-8,83275e-07
9273  ;-9,36868  ;1,92055  ;1,8605  ;-8,83303e-07
6230  ;-1,33507  ;10  ;1,64724  ;-8,83948e-07
4265  ;-1,66542  ;1,8515  ;1,99817  ;-8,84098e-07
5440  ;-5,78108  ;9,60579  ;1,88286  ;-8,84257e-07
9814  ;-8,98609  ;6,90404  ;1,98287  ;-8,84431e-07
9222  ;-8,75563  ;4,43344  ;2,04113  ;-8,84809e-07
9282  ;-8,6757  ;2,29357  ;1,99298  ;-8,85262e-07
10561  ;-0,32828  ;1,00665  ;1,70061  ;-8,85897e-07
1252  ;-7,98914  ;1,65402  ;2,01386  ;-8,86134e-07
8329  ;-2,77211  ;0,318406  ;1,83832  ;-8,86202e-07
10059  ;-9,37392  ;5,1857  ;1,94478  ;-8,86313e-07
1034  ;-9,36204  ;5,66178  ;1,94459  ;-8,86671e-07
10747  ;-7,24109  ;9,68333  ;1,83878  ;-8,86835e-07
6382  ;-9,6893  ;6,80932  ;1,85084  ;-8,87198e-07
9682  ;-7,57434  ;9,0027  ;1,96097  ;-8,87225e-07
9913  ;-4,75987  ;0,350503  ;1,88214  ;-8,87410e-07
1485  ;-9,3858  ;4,70963  ;1,94496  ;-8,87594e-07
4668  ;-1,47184  ;4,36585  ;2,07478  ;-8,87734e-07
2784  ;-3,58426  ;6,30106  ;2,18478  ;-8,88211e-07
3648  ;-1,38401  ;0  ;1,66377  ;-8,88338e-07
2626  ;-4,22474  ;6,86249  ;2,18215  ;-8,88936e-07
9912  ;-4,25987  ;0,350503  ;1,88214  ;-8,89000e-07
3683  ;-3,45895  ;4,15588  ;2,1915  ;-8,89395e-07
9999  ;-1,26295  ;1,29792  ;1,91254  ;-8,89655e-07
8470  ;-0,632954  ;7,16166  ;1,91933  ;-8,89819e-07
5495  ;-9,68694  ;2,78931  ;1,84704  ;-8,91709e-07
1083  ;-0,653464  ;8,64747  ;1,82699  ;-8,92297e-07
1050  ;-3,84481  ;2,88943  ;2,175  ;-8,92336e-07
4214  ;-4,73906  ;9,66125  ;1,88983  ;-8,92355e-07
7705  ;-0,936291  ;9,00568  ;1,83113  ;-8,93388e-07
5170  ;-7,99322  ;6,44003  ;2,12378  ;-8,93501e-07
3554  ;-2,77843  ;4,08822  ;2,17683  ;-8,93669e-07
3121  ;-4,66129  ;3,9201  ;2,21531  ;-8,93944e-07
4213  ;-4,23906  ;9,66125  ;1,88983  ;-8,94037e-07
11420  ;-9,37032  ;6,12588  ;1,95366  ;-8,94383e-07
4421  ;-7,87993  ;7,3735  ;2,10352  ;-8,94870e-07
4570  ;-8,37556  ;1,15655  ;1,94293  ;-8,95158e-07
4544  ;-0,961872  ;2,21069  ;1,96105  ;-8,96053e-07
3552  ;-2,18199  ;2,90036  ;2,12185  ;-8,96143e-07
4323  ;-8,30159  ;2,15072  ;2,04557  ;-8,96302e-07
9554  ;-2,29797  ;1,18901  ;1,99996  ;-8,96436e-07
837  ;-6,47947  ;5,64912  ;2,21141  ;-8,96797e-07
10511  ;-0,322307  ;2,71547  ;1,86002  ;-8,96840e-07
6637  ;-8,97488  ;7,35923  ;1,99544  ;-8,97537e-07
6328  ;-9,67809  ;7,26451  ;1,86341  ;-8,98264e-07
6052  ;-2,73565  ;9,67808  ;1,86347  ;-8,98428e-07
5774  ;-8,10683  ;7,01509  ;2,10856  ;-8,98493e-07
10779  ;-9,62495  ;3,80009  ;1,90399  ;-8,98875e-07
1144  ;-8,12547  ;4,15724  ;2,1373  ;-9,00803e-07
5012  ;-1,99284  ;5,18174  ;2,15309  ;-9,01298e-07
1073  ;-2,05172  ;1,7412  ;2,05533  ;-9,01400e-07
10476  ;-2,95556  ;9,36784  ;1,9474  ;-9,01905e-07
9857  ;-7,55023  ;0  ;1,77104  ;-9,01909e-07
8364  ;-2,44934  ;0  ;1,77134  ;-9,02301e-07
5768  ;0  ;7,54934  ;1,77215  ;-9,02757e-07
10778  ;-9,62495  ;3,30009  ;1,90399  ;-9,03120e-07
5280  ;-3,94463  ;9,351  ;1,9772  ;-9,03152e-07
1496  ;-9,3786  ;6,58998  ;1,96272  ;-9,03741e-07
5492  ;-10  ;2,45069  ;1,77218  ;-9,03764e-07
1612  ;-7,45349  ;9,36665  ;1,93866  ;-9,04827e-07
5479  ;-9,03808  ;1,64108  ;1,93707  ;-9,05187e-07
7731  ;-1,64925  ;1,18762  ;1,9697  ;-9,05189e-07
6791  ;-5,93758  ;0,635348  ;1,98127  ;-9,05761e-07
10760  ;-8,10559  ;9,38113  ;1,89977  ;-9,05870e-07
1483  ;-1,21912  ;9,3639  ;1,83528  ;-9,05934e-07
7715  ;-2,14278  ;8,91114  ;1,99806  ;-9,07187e-07
3401  ;-1,12479  ;8,11069  ;1,98566  ;-9,07381e-07
1594  ;-2,54422  ;0,636813  ;1,94459  ;-9,07440e-07
9580  ;-2,48357  ;1,57968  ;2,07896  ;-9,08214e-07
10256  ;-2,35561  ;8,27456  ;2,08594  ;-9,08612e-07
8362  ;-2,72983  ;1,02748  ;2,02359  ;-9,09132e-07
4576  ;-7,599  ;1,50553  ;2,06877  ;-9,09183e-07
6120  ;-0,326732  ;8,37307  ;1,81962  ;-9,09227e-07
3871  ;-7,04977  ;6,2306  ;2,21276  ;-9,09746e-07
9869  ;-7,2449  ;0,30575  ;1,88692  ;-9,11151e-07
11208  ;-8,99396  ;2,61302  ;2,01965  ;-9,11315e-07
7716  ;-1,94596  ;8,40581  ;2,05347  ;-9,11608e-07
5664  ;-6,34862  ;9,65364  ;1,92433  ;-9,12372e-07
11404  ;-9,31785  ;4,1549  ;2,01045  ;-9,13891e-07
5048  ;-7,49183  ;7,73341  ;2,1471  ;-9,14321e-07
1251  ;-8,61404  ;2,64743  ;2,07727  ;-9,14416e-07
10910  ;-9,36739  ;7,04517  ;1,97529  ;-9,14879e-07
1095  ;-5,56215  ;9,21158  ;2,03367  ;-9,15256e-07
4322  ;-7,87062  ;2,40788  ;2,13364  ;-9,15258e-07
6494  ;-8,68768  ;3,87871  ;2,10661  ;-9,15372e-07
4575  ;-7,73947  ;1,13276  ;2,02783  ;-9,15502e-07
4563  ;-7,50523  ;2,04184  ;2,13398  ;-9,15568e-07
6789  ;-6,19067  ;0,31214  ;1,92587  ;-9,15853e-07
1415  ;-9,37388  ;2,57862  ;1,96203  ;-9,16000e-07
9828  ;-3,42347  ;8,805  ;2,08383  ;-9,16422e-07
6406  ;-2,44429  ;7,71544  ;2,14886  ;-9,16615e-07
772  ;-3,63142  ;5,34566  ;2,25918  ;-9,16784e-07
8367  ;-2,22145  ;0,318406  ;1,87761  ;-9,16852e-07
4375  ;-5,68453  ;6,41881  ;2,25688  ;-9,17731e-07
2086  ;-5,19831  ;3,21909  ;2,2506  ;-9,17950e-07
5202  ;-0,315711  ;5,40908  ;1,93924  ;-9,18043e-07
3414  ;-7,26953  ;8,08533  ;2,14226  ;-9,18794e-07
1580  ;-2,91543  ;1,41815  ;2,10259  ;-9,19146e-07
3118  ;-3,63751  ;4,95482  ;2,26504  ;-9,19277e-07
5666  ;-6,86296  ;9,65364  ;1,92775  ;-9,19370e-07
5301  ;-0,315711  ;5,90908  ;1,93924  ;-9,20166e-07
1299  ;-8,76197  ;0,659074  ;1,87199  ;-9,20194e-07
2298  ;-5,32619  ;4,51581  ;2,2793  ;-9,20287e-07
11183  ;-6,69067  ;0,31214  ;1,92587  ;-9,20389e-07
1688  ;-7,19621  ;8,97301  ;2,04994  ;-9,20939e-07
5496  ;-9,68694  ;2,24  ;1,88717  ;-9,21841e-07
1564  ;-4,51975  ;0,701006  ;2,03224  ;-9,21892e-07
9888  ;-8,43121  ;0,329537  ;1,84102  ;-9,22215e-07
2083  ;-6,16349  ;3,9962  ;2,26821  ;-9,22273e-07
7722  ;-5,02014  ;9,26704  ;2,04064  ;-9,22408e-07
1037  ;-3,6436  ;4,56398  ;2,2709  ;-9,22786e-07
1835  ;-5,83586  ;3,46166  ;2,2666  ;-9,24392e-07
10745  ;-7,609  ;10  ;1,81888  ;-9,24612e-07
10507  ;0  ;2,3911  ;1,81895  ;-9,24677e-07
6325  ;-10  ;7,6089  ;1,81895  ;-9,24805e-07
10088  ;-8,93197  ;3,1238  ;2,0766  ;-9,24821e-07
6049  ;-2,3911  ;10  ;1,81895  ;-9,25234e-07
3651  ;-1,57273  ;0,317023  ;1,84735  ;-9,25286e-07
3817  ;-2,96308  ;4,49633  ;2,25623  ;-9,25436e-07
5039  ;-8,51532  ;8,00955  ;2,07511  ;-9,25505e-07
4336  ;-7,93879  ;3,65949  ;2,19536  ;-9,25614e-07
10281  ;-0,967844  ;1,55791  ;1,97336  ;-9,26117e-07
1290  ;-0,644615  ;2,4596  ;1,98109  ;-9,26317e-07
1131  ;-1,24677  ;0,634045  ;1,88407  ;-9,26817e-07
8334  ;-0,307543  ;3,7046  ;1,94768  ;-9,26856e-07
4096  ;-4,33749  ;2,72958  ;2,24885  ;-9,27154e-07
11209  ;-9,31189  ;3,0894  ;2,01898  ;-9,27949e-07
4955  ;-7,94809  ;5,65031  ;2,21221  ;-9,28612e-07
1489  ;-9,35617  ;7,50036  ;1,98787  ;-9,28988e-07
1470  ;-2,49997  ;9,35617  ;1,98799  ;-9,29660e-07
5203  ;-0,625097  ;5,20432  ;2,03507  ;-9,29831e-07
5905  ;-4,92399  ;8,4263  ;2,17536  ;-9,29969e-07
1173  ;-7,62008  ;6,81209  ;2,2141  ;-9,30238e-07
4794  ;-8,74222  ;7,65114  ;2,08015  ;-9,30286e-07
2947  ;-3,38505  ;5,80064  ;2,27781  ;-9,30469e-07
1232  ;-4,47812  ;9,32249  ;2,0476  ;-9,31019e-07
4324  ;-8,18307  ;2,90458  ;2,16535  ;-9,31022e-07
2293  ;-6,62  ;4,88653  ;2,28467  ;-9,31495e-07
3119  ;-4,81394  ;4,34002  ;2,30229  ;-9,31498e-07
5973  ;-0,323116  ;6,39618  ;1,96  ;-9,31673e-07
5312  ;-5,73018  ;7,53797  ;2,24438  ;-9,32001e-07
3725  ;-7,443  ;4,14059  ;2,24761  ;-9,32012e-07
3551  ;-1,86733  ;2,59977  ;2,16016  ;-9,32709e-07
7187  ;-0,307543  ;3,19026  ;1,95113  ;-9,34041e-07
87  ;-1,89868  ;0  ;1,81064  ;-9,34208e-07
5480  ;-9,05039  ;1,00076  ;1,91872  ;-9,34364e-07
91  ;-8,10045  ;0  ;1,81004  ;-9,34480e-07
1114  ;-2,28256  ;4,42868  ;2,24156  ;-9,34992e-07
5116  ;-6,53471  ;1,44761  ;2,15446  ;-9,35083e-07
1301  ;-7,20886  ;1,35703  ;2,12368  ;-9,35359e-07
204  ;0  ;8,09867  ;1,81226  ;-9,36786e-07
4182  ;-6,09056  ;2,251  ;2,23804  ;-9,37190e-07
5951  ;-0,323116  ;6,89618  ;1,96  ;-9,37197e-07
11448  ;-0,616929  ;3,99983  ;2,04351  ;-9,37380e-07
434  ;-10  ;1,90138  ;1,81232  ;-9,37381e-07
10852  ;-7,07536  ;9,33697  ;2,02763  ;-9,37599e-07
10746  ;-7,8214  ;9,68333  ;1,91876  ;-9,37938e-07
4672  ;-1,0936  ;4,12473  ;2,12731  ;-9,38206e-07
3968  ;-7,32489  ;5,73637  ;2,26962  ;-9,38645e-07
1374  ;-5,86055  ;1,53819  ;2,18524  ;-9,38791e-07
6233  ;-1,51499  ;9,68195  ;1,86712  ;-9,38807e-07
5114  ;-7,11509  ;1,89334  ;2,18889  ;-9,39310e-07
10021  ;-3,64625  ;1,20873  ;2,13938  ;-9,40040e-07
5117  ;-6,44093  ;1,98392  ;2,21967  ;-9,40679e-07
10761  ;-7,79512  ;0,30575  ;1,92592  ;-9,42039e-07
5882  ;-2,16979  ;6,94813  ;2,22054  ;-9,42161e-07
5350  ;-4,87645  ;1,61146  ;2,20532  ;-9,42445e-07
5975  ;-9,6694  ;1,62192  ;1,88888  ;-9,42574e-07
10320  ;-6,12969  ;9,25943  ;2,07514  ;-9,42665e-07
