13:21; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SZ (N/m^2)
10698  ;-6,53106  ;2,33232  ;9,68566  ;1,42998e+03
9025  ;-3,44087  ;2,35649  ;9,68233  ;1,42627e+03
7817  ;-6,23411  ;3,64458  ;9,28041  ;1,42568e+03
1522  ;-6,30349  ;4,27892  ;9,28596  ;1,42374e+03
10378  ;-6,75916  ;6,81266  ;9,65987  ;1,42046e+03
4812  ;-3,17902  ;5,55985  ;9,63232  ;1,42020e+03
9123  ;-5,88464  ;2,40676  ;9,32815  ;1,41940e+03
7140  ;-4,49878  ;4,1583  ;9,03255  ;1,41621e+03
5003  ;-5,33724  ;4,92733  ;8,99575  ;1,41412e+03
1110  ;-3,6885  ;5,57225  ;9,26464  ;1,41010e+03
9258  ;-5,77546  ;7,62673  ;9,27512  ;1,40877e+03
1488  ;-6,1113  ;7,07234  ;9,31526  ;1,40559e+03
3361  ;-6,6199  ;7,60742  ;9,68861  ;1,40454e+03
5390  ;-3,23419  ;3,25544  ;9,64802  ;1,40390e+03
3841  ;-4,73665  ;8,47466  ;9,30552  ;1,40106e+03
6858  ;-4,5735  ;5,22762  ;8,94503  ;1,40094e+03
5008  ;-5,066  ;5,29862  ;8,9551  ;1,39571e+03
7709  ;-3,033  ;7,40873  ;10  ;1,38923e+03
7226  ;-4,45043  ;1,1475  ;9,32986  ;1,38655e+03
6835  ;-4,05412  ;2,5427  ;9,30688  ;1,38631e+03
11046  ;-6,01563  ;0,429029  ;9,66023  ;1,38609e+03
10380  ;-7,31223  ;5,00088  ;10  ;1,38274e+03
8135  ;-4,24028  ;9,26126  ;9,4613  ;1,38235e+03
11072  ;-3,68433  ;6,25045  ;9,26599  ;1,38085e+03
8126  ;-5,25  ;10  ;9,56699  ;1,38080e+03
5750  ;-0,307783  ;1,68719  ;1,06359  ;1,37995e+03
6838  ;-4,75  ;10  ;9,56699  ;1,37968e+03
6859  ;-4,26937  ;4,88862  ;8,97988  ;1,37662e+03
11234  ;-5,25  ;0  ;9,56699  ;1,37656e+03
5608  ;-7,00037  ;2,61638  ;10  ;1,37598e+03
1685  ;-4,77305  ;3,69676  ;8,97296  ;1,37574e+03
8483  ;-2,9979  ;2,61653  ;10  ;1,37310e+03
1180  ;-5,43962  ;8,18112  ;9,23498  ;1,37288e+03
10574  ;-4,75  ;0  ;9,56699  ;1,37254e+03
700  ;-6,16472  ;3,01024  ;9,27485  ;1,37192e+03
546  ;-7,31214  ;5,53859  ;10  ;1,37107e+03
3360  ;-7,00216  ;7,38354  ;10  ;1,37083e+03
11240  ;-2,66924  ;5,00013  ;10  ;1,37075e+03
4995  ;-4,82209  ;6,19255  ;8,94369  ;1,37066e+03
6849  ;-5,41186  ;4,34075  ;8,91481  ;1,37022e+03
9267  ;-4,08123  ;7,92239  ;9,31944  ;1,36739e+03
7362  ;-4,20047  ;4,45612  ;9,03059  ;1,36686e+03
8136  ;-3,99028  ;8,82825  ;9,4613  ;1,36640e+03
536  ;-2,66892  ;4,45281  ;10  ;1,36635e+03
3939  ;-5,20047  ;8,58077  ;9,26163  ;1,36609e+03
1757  ;-5,12269  ;3,23574  ;8,99888  ;1,36595e+03
1360  ;-3,76196  ;6,94483  ;9,28701  ;1,36308e+03
547  ;-7,31231  ;4,46317  ;10  ;1,36253e+03
6837  ;-4,54293  ;3,38638  ;8,99976  ;1,36208e+03
1683  ;-5,35547  ;3,62433  ;8,97469  ;1,36113e+03
538  ;-2,66955  ;5,54745  ;10  ;1,36044e+03
10712  ;-6,03697  ;9,4831  ;9,61943  ;1,36025e+03
9746  ;-3,5  ;10  ;10  ;1,35595e+03
5794  ;-3,61531  ;8,51315  ;9,63243  ;1,35147e+03
5420  ;-5,352  ;1,25219  ;9,2545  ;1,34992e+03
10890  ;-6,5  ;10  ;10  ;1,34971e+03
7370  ;-4,89257  ;2,92535  ;9,02567  ;1,34966e+03
5610  ;-6,80278  ;2,61039  ;9,69702  ;1,34777e+03
6885  ;-6,5  ;0  ;10  ;1,34765e+03
4996  ;-4,88931  ;5,58491  ;8,88766  ;1,34718e+03
1107  ;-3,81757  ;3,02208  ;9,25152  ;1,34674e+03
5789  ;-3,25  ;8,70096  ;10  ;1,34474e+03
4276  ;-4,71811  ;6,99991  ;8,98497  ;1,34426e+03
9358  ;-3,5  ;0  ;10  ;1,34387e+03
4997  ;-4,43102  ;6,52891  ;8,95192  ;1,34117e+03
11083  ;-3,20477  ;6,7405  ;9,64351  ;1,34101e+03
1161  ;-4,96133  ;8,98043  ;9,28829  ;1,33919e+03
9586  ;0  ;10  ;1,5  ;1,33822e+03
9631  ;-6,06578  ;1,91047  ;9,37639  ;1,33767e+03
6834  ;-4,46987  ;2,52809  ;9,04026  ;1,33746e+03
8180  ;-6,5846  ;5,37684  ;9,29019  ;1,33697e+03
5004  ;-5,70215  ;5,17895  ;8,90614  ;1,33389e+03
5570  ;-3,92926  ;0,525845  ;9,58732  ;1,33382e+03
4999  ;-4,49824  ;5,92127  ;8,89589  ;1,33235e+03
10610  ;-3,85451  ;2,06452  ;9,36344  ;1,32895e+03
7406  ;-6,00569  ;4,98484  ;8,9841  ;1,32823e+03
7818  ;-6,5556  ;3,81605  ;9,31012  ;1,32800e+03
5403  ;-3,38427  ;4,65995  ;9,29874  ;1,32791e+03
5419  ;-5,81791  ;1,33067  ;9,35096  ;1,32693e+03
7141  ;-5,01881  ;6,62144  ;8,92338  ;1,32572e+03
5007  ;-5,4309  ;5,55024  ;8,86549  ;1,32567e+03
8788  ;-7,33613  ;3,97232  ;10  ;1,32028e+03
5402  ;-3,42258  ;4,11957  ;9,28668  ;1,31872e+03
8848  ;-6,26563  ;0,862041  ;9,66023  ;1,31865e+03
9719  ;-7,33187  ;6,02888  ;10  ;1,31855e+03
5002  ;-5,69934  ;4,63462  ;8,88111  ;1,31844e+03
10714  ;-6,76435  ;8,69757  ;10  ;1,31691e+03
8984  ;-6,76433  ;1,30244  ;10  ;1,31634e+03
11238  ;-6,07136  ;8,02155  ;9,3061  ;1,31608e+03
8849  ;-6,5135  ;1,44184  ;9,68566  ;1,31499e+03
7365  ;-6,34586  ;2,51395  ;9,32309  ;1,31328e+03
10175  ;-3,23565  ;1,30243  ;10  ;1,31289e+03
6767  ;-6,64967  ;4,67115  ;9,28965  ;1,31269e+03
8236  ;-2,65856  ;6,04181  ;10  ;1,31097e+03
9659  ;-6,60441  ;5,88412  ;9,29354  ;1,30930e+03
9238  ;-2,65443  ;3,96756  ;10  ;1,30916e+03
5859  ;-3,13668  ;2,69386  ;9,66627  ;1,30854e+03
6836  ;-4,18851  ;3,88618  ;8,91965  ;1,30585e+03
10545  ;-3,70623  ;7,41036  ;9,30157  ;1,30312e+03
9195  ;-6,28697  ;9,05009  ;9,61943  ;1,30296e+03
7816  ;-6,48621  ;3,1817  ;9,30457  ;1,30276e+03
9002  ;-5,23399  ;2,34191  ;8,98029  ;1,30110e+03
4814  ;-3,30842  ;5,25831  ;9,2924  ;1,30076e+03
3941  ;-5,51764  ;8,97332  ;9,26357  ;1,30052e+03
8742  ;-5,25002  ;7,14573  ;8,92847  ;1,30018e+03
3940  ;-5,75678  ;8,57366  ;9,23692  ;1,29969e+03
1736  ;-5,33526  ;2,94711  ;8,89385  ;1,29607e+03
11232  ;-5,75  ;0  ;9,56699  ;1,29560e+03
3358  ;-6,87289  ;7,32963  ;9,65987  ;1,29326e+03
8574  ;-7,06001  ;3,90817  ;9,66714  ;1,29227e+03
5569  ;-4,25  ;0  ;9,56699  ;1,29213e+03
8146  ;-5,75  ;10  ;9,56699  ;1,29157e+03
11419  ;-6,57339  ;6,57514  ;9,30764  ;1,29131e+03
9406  ;-10  ;6  ;0,866025  ;1,29087e+03
7361  ;-3,92476  ;4,58852  ;8,93902  ;1,28745e+03
9874  ;-6,4072  ;7,46716  ;9,34624  ;1,28692e+03
7641  ;-3,61796  ;2,54389  ;9,30808  ;1,28576e+03
9748  ;-3,25  ;9,56699  ;10  ;1,28552e+03
5591  ;-5,64839  ;3,97827  ;8,86066  ;1,28436e+03
8118  ;-4,25  ;10  ;9,56699  ;1,28378e+03
9487  ;-3,33913  ;5,85505  ;9,26793  ;1,28331e+03
5282  ;-4,23332  ;3,00747  ;8,9849  ;1,28297e+03
8064  ;-6,75  ;9,56699  ;10  ;1,28213e+03
6888  ;-6,75  ;0,433013  ;10  ;1,28204e+03
3535  ;-4,15304  ;5,52587  ;8,89783  ;1,28099e+03
9361  ;-3,25  ;0,433013  ;10  ;1,28072e+03
11453  ;-4,0746  ;1,55751  ;9,26844  ;1,27911e+03
5231  ;-5,62762  ;5,97913  ;8,84518  ;1,27536e+03
1735  ;-5,56804  ;3,3357  ;8,86965  ;1,27495e+03
9656  ;-7,154  ;5,30098  ;9,64667  ;1,27482e+03
10173  ;-3,67926  ;0,958857  ;9,58732  ;1,27251e+03
3527  ;-3,41128  ;3,44284  ;9,27378  ;1,26971e+03
1328  ;-4,56076  ;4,53671  ;8,78387  ;1,26854e+03
10494  ;-2,79863  ;4,69859  ;9,66008  ;1,26809e+03
5230  ;-5,85671  ;6,47359  ;8,94797  ;1,26779e+03
9316  ;-5,93705  ;5,55023  ;8,88686  ;1,26723e+03
2286  ;0  ;6,5  ;1,73205  ;1,26646e+03
6764  ;-7,15408  ;4,76327  ;9,64667  ;1,26601e+03
8995  ;-4,81129  ;1,94466  ;8,99487  ;1,26483e+03
10314  ;-3,99028  ;9,69427  ;9,4613  ;1,26468e+03
4558  ;-2,79895  ;5,24591  ;9,66008  ;1,26399e+03
9317  ;-6,16615  ;6,04469  ;8,98965  ;1,26335e+03
8538  ;-3,37586  ;6,54134  ;9,27912  ;1,26297e+03
7142  ;-5,55073  ;6,76726  ;8,86688  ;1,26178e+03
6856  ;-3,84892  ;5,18687  ;8,93268  ;1,26063e+03
7708  ;-3,06398  ;7,29018  ;9,65345  ;1,25980e+03
7360  ;-3,8902  ;4,184  ;8,9177  ;1,25888e+03
10997  ;-3,32525  ;8,07192  ;9,65806  ;1,25766e+03
4987  ;-4,12255  ;6,8198  ;8,96505  ;1,25574e+03
6979  ;-6,13512  ;6,73571  ;9,00376  ;1,25530e+03
7381  ;-4,76585  ;4,72182  ;8,72489  ;1,25211e+03
5374  ;-5,56535  ;0,779572  ;9,224  ;1,25196e+03
9658  ;-7,17381  ;5,80826  ;9,65001  ;1,25135e+03
8182  ;-6,2406  ;5,35613  ;8,96482  ;1,25128e+03
4277  ;-4,47921  ;7,43443  ;8,90934  ;1,25029e+03
539  ;-2,64758  ;6,53618  ;10  ;1,24988e+03
8264  ;-5,61013  ;2,64324  ;8,90217  ;1,24893e+03
9116  ;-2,83695  ;4,15821  ;9,64802  ;1,24883e+03
3840  ;-4,24626  ;8,67871  ;9,12268  ;1,24795e+03
1608  ;-3,65049  ;7,87589  ;9,31612  ;1,24749e+03
5421  ;-5,46824  ;1,81464  ;9,00448  ;1,24448e+03
3960  ;-5,23067  ;9,49021  ;9,21113  ;1,24299e+03
516  ;-3  ;8,26795  ;10  ;1,24094e+03
4948  ;-4,83503  ;4,07517  ;8,72428  ;1,24062e+03
545  ;-7,3516  ;6,51916  ;10  ;1,24022e+03
5316  ;-4,73067  ;9,49021  ;9,21113  ;1,23914e+03
5590  ;-5,90099  ;3,6878  ;8,85907  ;1,23861e+03
6982  ;-5,82913  ;7,02938  ;8,92267  ;1,23772e+03
8257  ;-6,55132  ;8,61368  ;9,61943  ;1,23577e+03
4559  ;-2,82965  ;5,84266  ;9,63561  ;1,23551e+03
535  ;-2,63994  ;3,4823  ;10  ;1,23536e+03
548  ;-7,35995  ;3,48148  ;10  ;1,23490e+03
7363  ;-6,61758  ;2,79202  ;9,33444  ;1,23085e+03
8851  ;-6,27913  ;1,43786  ;9,3459  ;1,23058e+03
7408  ;-6,30567  ;4,65044  ;8,96428  ;1,23028e+03
7390  ;-5,99932  ;4,30021  ;8,8613  ;1,23023e+03
8994  ;-4,34577  ;1,74615  ;9,01098  ;1,22948e+03
1402  ;-5,09944  ;0,701086  ;9,12754  ;1,22786e+03
8529  ;-3,95858  ;6,35933  ;8,87984  ;1,22782e+03
7712  ;-3,06662  ;7,72303  ;9,68241  ;1,22760e+03
10137  ;-7,08382  ;3,41733  ;9,66714  ;1,22606e+03
5005  ;-5,04013  ;4,26028  ;8,66531  ;1,22543e+03
1361  ;-4,97095  ;4,90692  ;8,66591  ;1,21970e+03
4278  ;-5,01736  ;7,4396  ;8,74128  ;1,21940e+03
8986  ;-6,77783  ;1,87826  ;9,68566  ;1,21872e+03
5073  ;-5,03015  ;5,93962  ;8,64981  ;1,21831e+03
5792  ;-3,36531  ;8,94616  ;9,63243  ;1,21787e+03
512  ;-7,0287  ;8,26116  ;10  ;1,21755e+03
525  ;-2,9713  ;1,73884  ;10  ;1,21669e+03
1557  ;-6,52699  ;2,01766  ;9,37133  ;1,21594e+03
1248  ;-6,03126  ;0,858058  ;9,32047  ;1,21593e+03
10295  ;-3,74028  ;9,26126  ;9,4613  ;1,21564e+03
6957  ;-4,58917  ;5,0081  ;8,65745  ;1,21509e+03
9257  ;-5,49329  ;7,58377  ;8,88253  ;1,21493e+03
9026  ;-3,19482  ;1,90227  ;9,68233  ;1,21391e+03
10827  ;-6,66018  ;7,18938  ;9,3175  ;1,21276e+03
3839  ;-4,47095  ;9,18448  ;9,10544  ;1,21252e+03
3530  ;-3,8789  ;3,50727  ;8,9048  ;1,21246e+03
6886  ;-6,25  ;0  ;9,56699  ;1,21189e+03
528  ;-7,02866  ;1,73886  ;10  ;1,21120e+03
5568  ;-3,75  ;0  ;9,56699  ;1,21048e+03
11192  ;-3,31377  ;2,88126  ;9,29203  ;1,20997e+03
10711  ;-6,25  ;10  ;9,56699  ;1,20838e+03
10176  ;-3,41491  ;1,39527  ;9,58732  ;1,20686e+03
1340  ;-6,8077  ;3,35317  ;9,33428  ;1,20682e+03
6277  ;-9,6929  ;4,60482  ;1,40549  ;1,20567e+03
9064  ;-4,25866  ;7,76635  ;8,9073  ;1,20439e+03
4033  ;-4,87919  ;3,30325  ;8,69149  ;1,19954e+03
1737  ;-5,84958  ;3,0233  ;8,86474  ;1,19949e+03
6916  ;-6,8659  ;8,06157  ;9,68861  ;1,19917e+03
9747  ;-3,75  ;10  ;9,56699  ;1,19898e+03
680  ;-5,10931  ;3,61363  ;8,6647  ;1,19837e+03
9124  ;-5,84437  ;2,11596  ;8,92637  ;1,19706e+03
3844  ;-4,42343  ;8,19765  ;8,86474  ;1,19656e+03
434  ;-10  ;1,90138  ;1,81232  ;1,19433e+03
1477  ;-3,41834  ;2,0657  ;9,36465  ;1,19217e+03
4737  ;-4,28504  ;4,6691  ;8,69229  ;1,19159e+03
150  ;0  ;10  ;2  ;1,19118e+03
1181  ;-6,07395  ;8,96621  ;9,23886  ;1,19053e+03
10826  ;-2,81867  ;6,33702  ;9,63561  ;1,18961e+03
4305  ;-5,68159  ;1,34202  ;8,97398  ;1,18715e+03
5392  ;-2,82246  ;3,67295  ;9,64802  ;1,18705e+03
7265  ;-4,79972  ;0,350543  ;9,13076  ;1,18671e+03
7069  ;-6,38852  ;8,41409  ;9,30804  ;1,18521e+03
10694  ;-7,19354  ;6,29855  ;9,65001  ;1,18458e+03
6851  ;-5,22687  ;6,3685  ;8,6295  ;1,18405e+03
4991  ;-4,79426  ;5,1932  ;8,59847  ;1,18326e+03
7391  ;-6,25192  ;4,00974  ;8,85971  ;1,18121e+03
1151  ;-4,64907  ;2,99286  ;8,71828  ;1,18068e+03
8870  ;-5,29972  ;0,350543  ;9,13076  ;1,18003e+03
8867  ;-5,76563  ;0,429029  ;9,22722  ;1,17985e+03
9063  ;-4,79681  ;7,77152  ;8,73923  ;1,17863e+03
10534  ;-3,97438  ;2,00453  ;8,97861  ;1,17795e+03
5399  ;-2,96666  ;4,40398  ;9,3081  ;1,17784e+03
1341  ;-6,99585  ;5,06338  ;9,29334  ;1,17643e+03
10721  ;-6,77781  ;1,03544  ;9,69159  ;1,17554e+03
10343  ;-4,88725  ;8,30376  ;8,82085  ;1,17330e+03
9362  ;-3,5  ;0,433013  ;9,56699  ;1,17164e+03
6890  ;-6,5  ;0,433013  ;9,56699  ;1,17117e+03
5418  ;-5,21568  ;1,26354  ;8,87752  ;1,17111e+03
5284  ;-4,25049  ;4,26459  ;8,67097  ;1,17019e+03
9196  ;-6,5  ;9,56699  ;9,56699  ;1,16898e+03
3842  ;-4,64811  ;8,70342  ;8,8475  ;1,16848e+03
8219  ;-5,78697  ;9,4831  ;9,18642  ;1,16723e+03
8957  ;-3,63843  ;1,5587  ;9,26965  ;1,16700e+03
3533  ;-3,61338  ;5,96393  ;8,88177  ;1,16637e+03
1294  ;-2,92835  ;4,94437  ;9,32016  ;1,16598e+03
5404  ;-3,45622  ;4,43058  ;8,97115  ;1,16517e+03
1080  ;-6,7031  ;7,86198  ;9,37723  ;1,16317e+03
4992  ;-5,33586  ;5,15854  ;8,57629  ;1,16305e+03
4561  ;-2,95905  ;5,54111  ;9,29569  ;1,16280e+03
9657  ;-7,01567  ;5,57066  ;9,29668  ;1,16273e+03
6343  ;-6,18253  ;3,3754  ;8,85415  ;1,16265e+03
4988  ;-3,88365  ;7,25432  ;8,88942  ;1,16226e+03
7227  ;-4,75015  ;1,06503  ;8,89363  ;1,16080e+03
10828  ;-2,61676  ;7,00097  ;10  ;1,15868e+03
6341  ;-4,52476  ;3,80305  ;8,61139  ;1,15755e+03
125  ;-5,00092  ;0  ;6,36  ;1,15708e+03
358  ;-5  ;10  ;6,5359  ;1,15682e+03
10831  ;-2,79297  ;7,86686  ;10  ;1,15591e+03
9750  ;-3,5  ;9,56699  ;9,56699  ;1,15538e+03
5229  ;-5,64586  ;6,35146  ;8,60985  ;1,15396e+03
5554  ;-4,17926  ;0,525845  ;9,15431  ;1,15261e+03
11193  ;-3,20493  ;7,08675  ;9,29696  ;1,15084e+03
6344  ;-6,12445  ;2,71944  ;8,87306  ;1,15069e+03
10253  ;-3,81553  ;8,63221  ;9,11936  ;1,15025e+03
8517  ;-3,46884  ;4,87293  ;8,96044  ;1,14884e+03
1020  ;-4,48314  ;6,69478  ;8,64308  ;1,14860e+03
4067  ;-4,55036  ;6,08713  ;8,58705  ;1,14840e+03
4279  ;-5,26064  ;7,87763  ;8,69534  ;1,14782e+03
1827  ;-7,4096  ;6,9667  ;10  ;1,14738e+03
6709  ;-3,65011  ;6,65022  ;8,89296  ;1,14646e+03
5000  ;-5,33305  ;4,61421  ;8,55127  ;1,14603e+03
1425  ;-3,85852  ;1,05169  ;9,17464  ;1,14499e+03
9979  ;-2,97537  ;2,32574  ;9,68233  ;1,14399e+03
1108  ;-3,00498  ;3,8636  ;9,29605  ;1,14333e+03
7366  ;-6,79872  ;2,29573  ;9,38268  ;1,14104e+03
6180  ;-4,99049  ;2,40942  ;8,67289  ;1,14052e+03
11330  ;-6,93907  ;2,96349  ;9,36416  ;1,14047e+03
5606  ;-7,41278  ;3,03363  ;10  ;1,14018e+03
6731  ;-2,58617  ;3,03403  ;10  ;1,13999e+03
6178  ;-5,09176  ;3,01461  ;8,58646  ;1,13971e+03
4346  ;-5,15917  ;5,44482  ;8,50885  ;1,13678e+03
8861  ;-7,04955  ;2,15633  ;9,69702  ;1,13617e+03
1111  ;-4,61758  ;5,47948  ;8,53103  ;1,13399e+03
5072  ;-5,01506  ;6,8406  ;8,58658  ;1,13379e+03
1295  ;-2,98976  ;6,13786  ;9,27122  ;1,13372e+03
9318  ;-6,52289  ;5,63675  ;8,85154  ;1,13324e+03
4947  ;-4,29465  ;3,49266  ;8,63818  ;1,13300e+03
6175  ;-3,73783  ;2,48391  ;8,92325  ;1,13269e+03
4030  ;-5,40223  ;3,96757  ;8,55067  ;1,13220e+03
5494  ;-9,68694  ;2,53931  ;1,41403  ;1,13203e+03
5984  ;-4,52497  ;2,21092  ;8,689  ;1,13170e+03
5272  ;-4,71492  ;10  ;6,13264  ;1,13158e+03
8179  ;-6,65185  ;5,04266  ;8,96797  ;1,13127e+03
6592  ;-6,59722  ;6,23851  ;8,99614  ;1,12957e+03
1514  ;-7,03548  ;6,07794  ;9,30002  ;1,12893e+03
5609  ;-7,2152  ;3,02764  ;9,69702  ;1,12865e+03
7347  ;-5,32188  ;3,325  ;8,55966  ;1,12780e+03
6855  ;-4,31345  ;5,14049  ;8,56587  ;1,12566e+03
10596  ;-6,23101  ;1,78758  ;9,01724  ;1,12481e+03
5793  ;-3,11531  ;8,51315  ;9,63243  ;1,12470e+03
9265  ;-3,82792  ;7,71985  ;8,90398  ;1,12442e+03
8859  ;-7,24714  ;2,16232  ;10  ;1,12325e+03
8068  ;-6,80196  ;9,16069  ;9,60933  ;1,12202e+03
10960  ;-3,44056  ;8,31712  ;9,29049  ;1,12172e+03
9775  ;-2,75185  ;2,16231  ;10  ;1,12106e+03
3363  ;-7,08535  ;7,63811  ;9,68861  ;1,12052e+03
9751  ;-3  ;9,13398  ;10  ;1,12016e+03
3531  ;-3,4726  ;3,92803  ;8,92706  ;1,11972e+03
8206  ;-7,24815  ;7,83769  ;10  ;1,11960e+03
5342  ;-5,37076  ;0  ;5,97575  ;1,11890e+03
3877  ;-4,98067  ;9,49021  ;8,77812  ;1,11807e+03
5315  ;-5  ;10  ;9,13398  ;1,11715e+03
7284  ;-4,12969  ;1,24033  ;8,91718  ;1,11712e+03
9363  ;-4,63602  ;0  ;5,9653  ;1,11615e+03
10719  ;-7,02147  ;0,891113  ;10  ;1,11503e+03
11428  ;-2,97853  ;0,89111  ;10  ;1,11386e+03
3532  ;-3,851  ;5,51833  ;8,62768  ;1,11383e+03
6983  ;-6,46008  ;7,07  ;8,91372  ;1,11348e+03
1204  ;-4,00933  ;4,8015  ;8,60072  ;1,11316e+03
9157  ;-5,3067  ;10  ;6,06316  ;1,11314e+03
3943  ;-5,39769  ;8,34491  ;8,60782  ;1,11302e+03
3942  ;-5,15855  ;8,74457  ;8,63447  ;1,10942e+03
8065  ;-7,02147  ;9,10889  ;10  ;1,10937e+03
8072  ;-6,54344  ;1,03145  ;9,35183  ;1,10916e+03
9266  ;-3,99269  ;8,15115  ;8,86142  ;1,10859e+03
3876  ;-4,75845  ;9,10361  ;8,68036  ;1,10706e+03
8275  ;-6,58698  ;4,36444  ;8,84915  ;1,10636e+03
4029  ;-5,65483  ;3,67709  ;8,54908  ;1,10629e+03
4281  ;-5,78945  ;7,97578  ;8,72976  ;1,10573e+03
7266  ;-4,45043  ;0,714487  ;8,89685  ;1,10430e+03
9042  ;-4,73147  ;0  ;6,8361  ;1,10321e+03
10410  ;-5  ;0  ;9,13398  ;1,10281e+03
9113  ;-6,12529  ;7,4214  ;8,7699  ;1,10144e+03
8224  ;-5,27167  ;10  ;6,93805  ;1,10135e+03
43  ;-10  ;0  ;2  ;1,09996e+03
9043  ;-5,2703  ;0  ;6,83619  ;1,09993e+03
7668  ;-3,11416  ;2,40307  ;9,3486  ;1,09985e+03
11184  ;-3,1492  ;7,55228  ;9,31151  ;1,09947e+03
5227  ;-5,92986  ;5,90462  ;8,58947  ;1,09867e+03
4735  ;-3,97478  ;4,39698  ;8,5794  ;1,09773e+03
66  ;-4,5  ;0  ;9,13398  ;1,09737e+03
3880  ;-5,2501  ;9,18618  ;8,67626  ;1,09668e+03
4994  ;-3,35931  ;5,5449  ;8,87722  ;1,09620e+03
1250  ;-5,33191  ;1,82599  ;8,6275  ;1,09619e+03
4853  ;-6,50402  ;3,54687  ;8,88387  ;1,09610e+03
6179  ;-5,43318  ;2,43118  ;8,54106  ;1,09537e+03
7276  ;-4,86639  ;1,62748  ;8,64361  ;1,09521e+03
7367  ;-6,30559  ;2,22315  ;8,9213  ;1,09516e+03
1383  ;-6,15895  ;6,39908  ;8,69226  ;1,09426e+03
297  ;-5,5  ;10  ;9,13398  ;1,09412e+03
6981  ;-5,85296  ;6,69275  ;8,61117  ;1,09348e+03
5860  ;-2,72495  ;3,11137  ;9,66627  ;1,09323e+03
5273  ;-4,06008  ;10  ;6,02383  ;1,09215e+03
9173  ;-4,72696  ;10  ;6,9382  ;1,09206e+03
73  ;-5,5  ;0  ;9,13398  ;1,09142e+03
5341  ;-5,66129  ;0  ;6,33645  ;1,08875e+03
11427  ;-3,21614  ;0,839022  ;9,48141  ;1,08834e+03
9364  ;-4,34117  ;0  ;6,3348  ;1,08799e+03
1257  ;-5,70076  ;5,41016  ;8,48668  ;1,08723e+03
5343  ;-6,03112  ;0  ;5,9522  ;1,08639e+03
303  ;-4,5  ;10  ;9,13398  ;1,08585e+03
10189  ;-7,28033  ;6,91279  ;9,65987  ;1,08573e+03
270  ;-3  ;10  ;10  ;1,08570e+03
1066  ;-5,54697  ;6,98642  ;8,53009  ;1,08510e+03
5271  ;-4,34516  ;10  ;6,42709  ;1,08445e+03
9041  ;-6,79131  ;1,61125  ;9,37726  ;1,08347e+03
8095  ;-4,24028  ;9,69427  ;9,02829  ;1,08304e+03
4885  ;-6,00431  ;5,21605  ;8,56464  ;1,08294e+03
6868  ;-3,97627  ;0  ;5,9401  ;1,08221e+03
8223  ;-5,65558  ;10  ;6,4253  ;1,08200e+03
10183  ;-5,04972  ;0,350543  ;8,69775  ;1,08115e+03
3517  ;-10  ;5,75  ;1,29904  ;1,08106e+03
5001  ;-5,69795  ;4,86583  ;8,46166  ;1,07984e+03
274  ;-7  ;10  ;10  ;1,07932e+03
8983  ;-6,26563  ;0,429029  ;9,22722  ;1,07809e+03
364  ;-4,42984  ;10  ;5,72939  ;1,07763e+03
6176  ;-4,15357  ;2,4693  ;8,65663  ;1,07755e+03
4289  ;-2,90747  ;3,30202  ;9,3143  ;1,07669e+03
11185  ;-3,15184  ;7,98512  ;9,34047  ;1,07667e+03
8220  ;-6,28697  ;9,4831  ;9,18642  ;1,07660e+03
10720  ;-6,7228  ;0,721734  ;9,40568  ;1,07607e+03
6766  ;-6,86682  ;4,13498  ;9,02481  ;1,07563e+03
29  ;-7  ;0  ;10  ;1,07531e+03
9300  ;-5,96229  ;10  ;5,95256  ;1,07480e+03
7394  ;-6,0015  ;4,67173  ;8,53962  ;1,07455e+03
204  ;0  ;8,09867  ;1,81226  ;1,07435e+03
33  ;-3  ;0  ;10  ;1,07366e+03
3362  ;-6,95608  ;7,5842  ;9,34849  ;1,07239e+03
11344  ;-2,64774  ;6,88242  ;9,65345  ;1,07004e+03
3050  ;-4,24425  ;7,1293  ;8,56746  ;1,06859e+03
7283  ;-3,7583  ;1,49871  ;8,88481  ;1,06767e+03
10961  ;-7,04214  ;1,47185  ;9,69159  ;1,06761e+03
1109  ;-3,94022  ;3,99246  ;8,55808  ;1,06758e+03
1461  ;-4,40087  ;1,42897  ;8,65972  ;1,06703e+03
1344  ;-6,30785  ;5,02195  ;8,6426  ;1,06403e+03
6150  ;-3,53821  ;2,00572  ;8,97982  ;1,06337e+03
4066  ;-4,0107  ;6,52519  ;8,571  ;1,06328e+03
6853  ;-4,07172  ;0  ;6,81091  ;1,06325e+03
121  ;-6,32165  ;0  ;6,31291  ;1,06154e+03
7268  ;-4,87607  ;0,701811  ;8,57398  ;1,05990e+03
8222  ;-5,92725  ;10  ;6,82745  ;1,05967e+03
353  ;-3,69032  ;10  ;6,31828  ;1,05842e+03
124  ;-3,68142  ;0  ;6,30961  ;1,05723e+03
1199  ;-5,69514  ;4,3215  ;8,43663  ;1,05499e+03
4727  ;-5,70805  ;2,12731  ;8,54939  ;1,05454e+03
8475  ;-7,12227  ;6,69217  ;9,30988  ;1,05432e+03
3536  ;-4,07792  ;5,91755  ;8,51497  ;1,05395e+03
