13:23; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: 
Referencia seleccionada: Todos
Elemento  ;X (mm)  ;Y (mm)  ;Z (mm)  ;EPSY
7139  ;-2,06983  ;1,97885  ;0,495644  ;-3,95561e-07
4316  ;-5,23929  ;5,31013  ;0,970806  ;-3,95650e-07
2221  ;-5,2158  ;4,69689  ;0,973285  ;-3,95678e-07
6823  ;-4,55287  ;5,28378  ;0,96909  ;-3,95731e-07
2905  ;-4,55613  ;4,67228  ;0,973049  ;-3,96025e-07
6766  ;-1,36956  ;6,76636  ;0,477226  ;-3,96353e-07
7114  ;-6,75424  ;8,65144  ;0,468012  ;-3,96370e-07
1450  ;-4,01477  ;8,41069  ;0,563231  ;-3,96394e-07
3848  ;-7,25487  ;8,67506  ;0,428484  ;-3,96525e-07
6710  ;-0,747274  ;2,01615  ;0,165178  ;-3,96684e-07
6146  ;-6,24407  ;6,03985  ;0,922405  ;-3,96716e-07
6634  ;-2,96737  ;8,3482  ;0,539236  ;-3,96741e-07
3708  ;-8,05626  ;0,775514  ;0,166927  ;-3,96904e-07
5279  ;-8,35747  ;8,53243  ;0,332031  ;-3,97140e-07
6816  ;-5,48987  ;6,83993  ;0,898549  ;-3,97215e-07
7226  ;-8,31264  ;5,02442  ;0,624227  ;-3,97628e-07
4005  ;-1,63599  ;3,98101  ;0,595415  ;-3,97772e-07
5156  ;-3,61337  ;8,57119  ;0,529218  ;-3,98020e-07
6783  ;-5,5183  ;3,0942  ;0,901435  ;-3,98258e-07
4313  ;-6,18373  ;6,39895  ;0,931118  ;-3,98543e-07
2013  ;-5,22278  ;4,08837  ;1,00382  ;-3,98751e-07
7103  ;-2,97235  ;1,68789  ;0,572155  ;-3,98763e-07
3051  ;-4,60794  ;4,02109  ;1,00196  ;-3,99036e-07
4942  ;-3,5338  ;6,30958  ;0,923304  ;-3,99095e-07
6143  ;-9,3138  ;4,02598  ;0,187178  ;-3,99233e-07
4491  ;-9,31928  ;3,02915  ;0,170554  ;-3,99250e-07
4549  ;-3,2433  ;4,36345  ;0,935208  ;-3,99356e-07
5317  ;-8,88188  ;6,39947  ;0,405963  ;-3,99674e-07
4733  ;-5,03497  ;8,28545  ;0,666532  ;-3,99810e-07
2677  ;-3,99492  ;4,6579  ;1,01535  ;-3,99949e-07
4825  ;-4,71129  ;3,14836  ;0,944223  ;-4,00006e-07
2680  ;-3,96381  ;5,25984  ;1,01594  ;-4,00018e-07
5444  ;-5,03619  ;6,1135  ;1,01238  ;-4,00081e-07
7233  ;-6,67685  ;6,79414  ;0,882437  ;-4,00092e-07
2223  ;-5,89692  ;5,32114  ;1,02447  ;-4,00113e-07
5382  ;-5,75974  ;8,20639  ;0,679568  ;-4,00141e-07
7240  ;-5,86373  ;4,76519  ;1,02838  ;-4,00239e-07
7406  ;-1,95399  ;9,26591  ;0,172904  ;-4,00606e-07
428  ;-8,56265  ;4,68205  ;0,573171  ;-4,01035e-07
4393  ;-1,63072  ;6,00121  ;0,622637  ;-4,01095e-07
4403  ;-3,96943  ;0,691175  ;0,202094  ;-4,01395e-07
6467  ;-2,58924  ;1,22201  ;0,417479  ;-4,01559e-07
6550  ;-8,54887  ;3,70791  ;0,566037  ;-4,01573e-07
6451  ;-6,90174  ;5,65915  ;0,951272  ;-4,01583e-07
4179  ;-4,06891  ;3,97894  ;1,02189  ;-4,01674e-07
3045  ;-5,85875  ;4,15149  ;1,03422  ;-4,01693e-07
6254  ;-3,99662  ;5,95578  ;1,02267  ;-4,01810e-07
5450  ;-2,81017  ;4,42717  ;0,92156  ;-4,01881e-07
7383  ;-6,01335  ;1,52621  ;0,606668  ;-4,02031e-07
4406  ;-1,75096  ;1,96596  ;0,493653  ;-4,02278e-07
6295  ;-4,08225  ;3,19803  ;0,963665  ;-4,02291e-07
6637  ;-4,34332  ;7,45028  ;0,879514  ;-4,02298e-07
2035  ;-9,32949  ;5,02895  ;0,192281  ;-4,02403e-07
6956  ;-1,04485  ;5,35028  ;0,403589  ;-4,02545e-07
1455  ;-3,99525  ;9,34151  ;0,173704  ;-4,02688e-07
6009  ;-3,19544  ;5,57955  ;0,981187  ;-4,02730e-07
7137  ;-1,60255  ;2,99461  ;0,591198  ;-4,02872e-07
4193  ;-6,85918  ;4,52323  ;0,986926  ;-4,03308e-07
6624  ;-1,66946  ;6,97442  ;0,614281  ;-4,03355e-07
2633  ;-8,20932  ;8,12233  ;0,493036  ;-4,03480e-07
5925  ;-8,90929  ;5,67215  ;0,452682  ;-4,03615e-07
6494  ;-8,6046  ;1,7064  ;0,388411  ;-4,04331e-07
4207  ;-1,54398  ;1,30283  ;0,323234  ;-4,04429e-07
7285  ;-3,31585  ;1,12871  ;0,452781  ;-4,04443e-07
3587  ;-5,89155  ;5,88003  ;1,07674  ;-4,04491e-07
4943  ;-7,15865  ;6,65686  ;0,900294  ;-4,04532e-07
6892  ;-6,54989  ;7,24088  ;0,897925  ;-4,04598e-07
5917  ;-1,16946  ;2,61088  ;0,437574  ;-4,04686e-07
2529  ;-1,97119  ;7,83556  ;0,613616  ;-4,04749e-07
7101  ;-1,22368  ;1,63443  ;0,32162  ;-4,04751e-07
6094  ;-7,56577  ;1,38041  ;0,486398  ;-4,04895e-07
3049  ;-5,20764  ;3,28207  ;1,04061  ;-4,05182e-07
2679  ;-5,95121  ;2,46445  ;0,896561  ;-4,05192e-07
4311  ;-2,96876  ;3,1858  ;0,910298  ;-4,05358e-07
2553  ;-5,16932  ;9,03612  ;0,397065  ;-4,05617e-07
4507  ;-7,96054  ;2,13596  ;0,632876  ;-4,05698e-07
6287  ;-6,99308  ;8,38147  ;0,627113  ;-4,05900e-07
2174  ;-4,82482  ;6,78806  ;1,05093  ;-4,06198e-07
3589  ;-5,0296  ;4,38236  ;1,13471  ;-4,06222e-07
4689  ;-6,45387  ;2,52073  ;0,891772  ;-4,06242e-07
4736  ;-4,11985  ;6,6436  ;1,04599  ;-4,06273e-07
1344  ;-5,06194  ;1,96923  ;0,821202  ;-4,06349e-07
4641  ;-5,57031  ;1,97949  ;0,82069  ;-4,06532e-07
3053  ;-4,7158  ;4,3746  ;1,13631  ;-4,06548e-07
1501  ;-2,38454  ;4,99787  ;0,913087  ;-4,06636e-07
6354  ;-5,37874  ;4,99674  ;1,14927  ;-4,06724e-07
3464  ;-4,87866  ;5,43359  ;1,14825  ;-4,06754e-07
5150  ;-6,85678  ;3,25231  ;0,960838  ;-4,06807e-07
4513  ;-8,70798  ;7,54766  ;0,469419  ;-4,06948e-07
4135  ;-2,55948  ;3,32458  ;0,889926  ;-4,06968e-07
6152  ;-5,77428  ;3,41684  ;1,06938  ;-4,07001e-07
5295  ;-8,59453  ;6,39655  ;0,615045  ;-4,07099e-07
3467  ;-4,37853  ;4,96262  ;1,14915  ;-4,07118e-07
6957  ;-2,77631  ;5,52331  ;0,993334  ;-4,07153e-07
5519  ;-8,35625  ;6,00863  ;0,707716  ;-4,07167e-07
1345  ;-5,04372  ;0,972434  ;0,447263  ;-4,07191e-07
3530  ;-3,40649  ;4,64968  ;1,08549  ;-4,07282e-07
3640  ;-3,30328  ;1,4245  ;0,607079  ;-4,07548e-07
574  ;-1,33534  ;8,39569  ;0,384008  ;-4,07552e-07
5041  ;-5,90888  ;9,09744  ;0,377436  ;-4,07598e-07
6847  ;-7,28137  ;4,54381  ;0,996742  ;-4,07666e-07
7287  ;-2,61348  ;1,51452  ;0,584649  ;-4,07729e-07
512  ;-1,33603  ;5,33595  ;0,598176  ;-4,07816e-07
4298  ;-3,38534  ;5,2747  ;1,09281  ;-4,07875e-07
3585  ;-4,68923  ;5,8989  ;1,1625  ;-4,08289e-07
3106  ;-3,4509  ;4,02846  ;1,08386  ;-4,08374e-07
4867  ;-2,23729  ;3,97954  ;0,89632  ;-4,08392e-07
5923  ;-7,32385  ;5,62724  ;1,00699  ;-4,09304e-07
2970  ;-5,3253  ;5,93659  ;1,17478  ;-4,09317e-07
3307  ;-5,68977  ;5,04047  ;1,18197  ;-4,09335e-07
3798  ;-4,09073  ;4,95474  ;1,17511  ;-4,09504e-07
3473  ;-4,40259  ;3,3968  ;1,10775  ;-4,09619e-07
4459  ;-6,68078  ;5,40774  ;1,11245  ;-4,09736e-07
3560  ;-4,81678  ;2,27149  ;0,944815  ;-4,09859e-07
7585  ;-4,34716  ;7,11851  ;1,04993  ;-4,09937e-07
6824  ;-3,98474  ;7,68018  ;0,93694  ;-4,10196e-07
1346  ;-4,7671  ;1,25072  ;0,604879  ;-4,10274e-07
6829  ;-5,7828  ;6,57913  ;1,12132  ;-4,10275e-07
3582  ;-5,51866  ;3,97927  ;1,1719  ;-4,10342e-07
2224  ;-6,60341  ;4,83856  ;1,13725  ;-4,10371e-07
6756  ;-7,06758  ;2,22573  ;0,825027  ;-4,10554e-07
5729  ;-6,57232  ;4,20053  ;1,12197  ;-4,10592e-07
4322  ;-5,36807  ;7,21789  ;1,05073  ;-4,10645e-07
4633  ;-4,33913  ;3,83778  ;1,16563  ;-4,10701e-07
4228  ;-2,27449  ;3,01526  ;0,864303  ;-4,10740e-07
6156  ;-1,03565  ;4,32578  ;0,484072  ;-4,10741e-07
5615  ;-3,18557  ;6,85747  ;1,0162  ;-4,10848e-07
6555  ;-7,63771  ;2,54368  ;0,817184  ;-4,10856e-07
4640  ;-3,69626  ;2,29374  ;0,924526  ;-4,10982e-07
3012  ;-6,45526  ;6,50712  ;1,0954  ;-4,11036e-07
5991  ;-6,62178  ;5,87463  ;1,12602  ;-4,11084e-07
3825  ;-0,630023  ;5,99196  ;0,193621  ;-4,11086e-07
6178  ;-1,33986  ;4,33998  ;0,648264  ;-4,11306e-07
6293  ;-7,47551  ;7,6687  ;0,814616  ;-4,11323e-07
2014  ;-5,97659  ;4,4892  ;1,19781  ;-4,11480e-07
4292  ;-3,26519  ;3,38791  ;1,06264  ;-4,11503e-07
6321  ;-3,25991  ;2,49548  ;0,939733  ;-4,11579e-07
7136  ;-1,42773  ;2,62894  ;0,599257  ;-4,11586e-07
6552  ;-7,30482  ;3,40863  ;0,986743  ;-4,11834e-07
6559  ;-7,73411  ;2,9333  ;0,865819  ;-4,12070e-07
2416  ;-3,36366  ;5,95374  ;1,13223  ;-4,12116e-07
4695  ;-1,27722  ;7,83536  ;0,503943  ;-4,12137e-07
6894  ;-7,0883  ;7,782  ;0,852239  ;-4,12204e-07
2287  ;-7,71969  ;7,09726  ;0,865639  ;-4,12774e-07
5527  ;-3,33106  ;7,31575  ;0,994177  ;-4,12775e-07
5944  ;-4,93531  ;8,82007  ;0,582658  ;-4,12824e-07
5176  ;-2,42081  ;8,76445  ;0,508206  ;-4,13021e-07
1824  ;-0,631338  ;4,98332  ;0,209969  ;-4,13171e-07
6123  ;-7,51  ;5,95375  ;1,02154  ;-4,13215e-07
431  ;-8,6226  ;5,6655  ;0,690915  ;-4,13393e-07
5045  ;-6,14964  ;8,80231  ;0,576065  ;-4,13484e-07
2215  ;-6,0167  ;5,58334  ;1,23359  ;-4,13855e-07
4714  ;-5,46362  ;3,60471  ;1,20856  ;-4,14263e-07
4323  ;-5,1499  ;6,40235  ;1,22417  ;-4,14315e-07
4503  ;-7,97648  ;1,79948  ;0,645458  ;-4,14501e-07
3041  ;-4,92089  ;3,00039  ;1,14361  ;-4,14503e-07
5065  ;-6,61011  ;3,51866  ;1,13357  ;-4,14512e-07
7517  ;-6,5515  ;1,25351  ;0,606355  ;-4,14676e-07
4735  ;-4,66326  ;7,67378  ;1,03182  ;-4,15220e-07
5822  ;-7,69189  ;5,01059  ;1,02046  ;-4,15274e-07
4181  ;-2,65572  ;4,73915  ;1,11205  ;-4,15526e-07
6065  ;-2,99468  ;2,28148  ;0,929411  ;-4,15664e-07
3250  ;-5,65695  ;2,70442  ;1,11612  ;-4,15854e-07
3216  ;-0,661576  ;6,99534  ;0,242796  ;-4,16118e-07
3109  ;-3,74488  ;4,1879  ;1,23816  ;-4,16130e-07
2682  ;-3,70937  ;4,52786  ;1,25058  ;-4,16154e-07
6055  ;-2,25411  ;2,36719  ;0,82819  ;-4,16216e-07
6557  ;-8,78858  ;2,58914  ;0,546383  ;-4,16233e-07
5815  ;-3,95102  ;2,45226  ;1,05396  ;-4,16287e-07
3111  ;-3,68414  ;5,41337  ;1,25389  ;-4,16417e-07
7102  ;-0,798561  ;1,12107  ;0,156442  ;-4,16565e-07
5364  ;-9,32382  ;2,03014  ;0,221484  ;-4,16621e-07
4297  ;-3,68026  ;5,78258  ;1,24387  ;-4,16796e-07
6826  ;-5,05015  ;9,34997  ;0,255785  ;-4,17165e-07
3453  ;-2,96786  ;0,664882  ;0,250687  ;-4,17442e-07
565  ;-1,91178  ;8,21325  ;0,649465  ;-4,17475e-07
4024  ;-1,51611  ;1,59088  ;0,488413  ;-4,17505e-07
7219  ;-2,34144  ;7,28231  ;0,926417  ;-4,17626e-07
2270  ;-4,97834  ;5,72199  ;1,32491  ;-4,17655e-07
1882  ;-2,72372  ;6,76467  ;1,06328  ;-4,17725e-07
6588  ;-2,45483  ;7,68699  ;0,87571  ;-4,17792e-07
6694  ;-6,31654  ;4,51585  ;1,2723  ;-4,17816e-07
2364  ;-2,64856  ;5,2442  ;1,14517  ;-4,18295e-07
5461  ;-7,18135  ;6,28049  ;1,13507  ;-4,18419e-07
6761  ;-7,07327  ;1,83161  ;0,82798  ;-4,18531e-07
6757  ;-7,03777  ;0,902294  ;0,448625  ;-4,18727e-07
4385  ;-3,38445  ;6,67078  ;1,18744  ;-4,19039e-07
599  ;-4,56138  ;8,90843  ;0,615082  ;-4,19189e-07
5064  ;-6,40083  ;5,62322  ;1,2872  ;-4,19318e-07
2299  ;-9,3633  ;6,0182  ;0,2604  ;-4,19541e-07
2475  ;-6,8926  ;7,46355  ;1,04489  ;-4,19852e-07
5934  ;-7,48855  ;8,77392  ;0,597664  ;-4,19962e-07
5810  ;-5,75055  ;2,17365  ;1,05599  ;-4,19997e-07
3540  ;-2,52168  ;4,20715  ;1,13275  ;-4,20005e-07
6195  ;-7,38487  ;6,91727  ;1,05639  ;-4,20372e-07
6383  ;-8,32565  ;2,14549  ;0,694691  ;-4,20610e-07
4490  ;-6,04426  ;0,652588  ;0,28945  ;-4,20790e-07
5744  ;-8,78145  ;1,13772  ;0,350266  ;-4,20797e-07
5059  ;-4,37419  ;1,14031  ;0,646858  ;-4,20982e-07
2177  ;-4,99854  ;7,1942  ;1,21552  ;-4,20986e-07
4462  ;-4,02911  ;6,9545  ;1,23098  ;-4,21137e-07
3625  ;-5,03089  ;2,52172  ;1,16386  ;-4,21289e-07
6628  ;-1,35713  ;7,37738  ;0,672689  ;-4,21443e-07
5809  ;-6,62182  ;2,84014  ;1,16226  ;-4,21555e-07
3419  ;-0,643665  ;8,03723  ;0,211104  ;-4,21862e-07
532  ;-2,81697  ;7,85568  ;0,942589  ;-4,21921e-07
7283  ;-3,76197  ;1,81634  ;0,949127  ;-4,22010e-07
1377  ;-7,40257  ;4,78847  ;1,19673  ;-4,22019e-07
4300  ;-3,23738  ;4,95974  ;1,30392  ;-4,22019e-07
3144  ;-4,66711  ;7,34201  ;1,20224  ;-4,22400e-07
5502  ;-2,35982  ;3,64167  ;1,10481  ;-4,22648e-07
4676  ;-7,70754  ;8,03649  ;0,82748  ;-4,22649e-07
5419  ;-4,07727  ;6,12549  ;1,35851  ;-4,22689e-07
4317  ;-5,62728  ;6,01467  ;1,38251  ;-4,22733e-07
5661  ;-6,05433  ;6,6873  ;1,2856  ;-4,22805e-07
3852  ;-6,72379  ;2,2753  ;1,06078  ;-4,23169e-07
3011  ;-6,26249  ;7,41411  ;1,17369  ;-4,23296e-07
3804  ;-0,620822  ;3,96747  ;0,274104  ;-4,23798e-07
2477  ;-7,5806  ;7,45722  ;0,994751  ;-4,23895e-07
5775  ;-2,20832  ;6,17522  ;1,08942  ;-4,23983e-07
6485  ;-6,71524  ;6,16945  ;1,29526  ;-4,24013e-07
1837  ;-0,633324  ;2,97721  ;0,272396  ;-4,24475e-07
3795  ;-3,04073  ;2,7845  ;1,15811  ;-4,24616e-07
2638  ;-7,47987  ;5,30517  ;1,21784  ;-4,24841e-07
2220  ;-6,81357  ;5,15371  ;1,34444  ;-4,24862e-07
5514  ;-7,77803  ;4,04409  ;1,13034  ;-4,24941e-07
3597  ;-8,98455  ;8,67699  ;0,369896  ;-4,25130e-07
2172  ;-4,89811  ;6,55111  ;1,39271  ;-4,25306e-07
3145  ;-4,17244  ;6,48886  ;1,37692  ;-4,25378e-07
7127  ;-3,62122  ;7,39086  ;1,19792  ;-4,25383e-07
7140  ;-2,09564  ;2,00958  ;0,822159  ;-4,25476e-07
4781  ;-7,44105  ;2,3824  ;1,01424  ;-4,25544e-07
5943  ;-6,03971  ;9,41128  ;0,236156  ;-4,25714e-07
4479  ;-5,86916  ;7,68389  ;1,1616  ;-4,25768e-07
3549  ;-7,01603  ;9,37803  ;0,269384  ;-4,26046e-07
6768  ;-1,13356  ;6,50832  ;0,670846  ;-4,26138e-07
3119  ;-4,97025  ;4,45504  ;1,48408  ;-4,26361e-07
4602  ;-5,3925  ;4,99043  ;1,48849  ;-4,26391e-07
5051  ;-5,08512  ;8,50144  ;0,922317  ;-4,26461e-07
3550  ;-5,57886  ;6,35467  ;1,41837  ;-4,26521e-07
3219  ;-4,65645  ;4,44727  ;1,48568  ;-4,26611e-07
3042  ;-4,39129  ;3,44848  ;1,39784  ;-4,26845e-07
2844  ;-7,5075  ;3,09546  ;1,13907  ;-4,26909e-07
1341  ;-5,84741  ;1,54884  ;0,948502  ;-4,27084e-07
2622  ;-4,48203  ;4,88526  ;1,5017  ;-4,27139e-07
3465  ;-4,85946  ;5,35179  ;1,50596  ;-4,27366e-07
3125  ;-3,94057  ;3,02739  ;1,33013  ;-4,27386e-07
3822  ;-2,25885  ;2,64696  ;1,0337  ;-4,27412e-07
7576  ;-7,48377  ;1,65238  ;0,837804  ;-4,27460e-07
5834  ;-1,95241  ;0,949381  ;0,460189  ;-4,27656e-07
2370  ;-2,91974  ;4,98548  ;1,34413  ;-4,27724e-07
3535  ;-4,32784  ;3,88947  ;1,45572  ;-4,27834e-07
4696  ;-4,93138  ;0,603863  ;0,287148  ;-4,28034e-07
6006  ;-2,50003  ;5,91218  ;1,25127  ;-4,28343e-07
5552  ;-4,97616  ;1,48986  ;0,946713  ;-4,28443e-07
2618  ;-6,78286  ;3,91845  ;1,36567  ;-4,28480e-07
2012  ;-5,70352  ;5,03415  ;1,52119  ;-4,28786e-07
7181  ;-8,35718  ;3,15263  ;0,924885  ;-4,28800e-07
642  ;-1,24042  ;8,95957  ;0,367504  ;-4,28832e-07
3476  ;-4,68181  ;2,06624  ;1,17516  ;-4,28913e-07
111  ;-5,83646  ;4,62519  ;1,51329  ;-4,29040e-07
4931  ;-3,66176  ;6,99694  ;1,32154  ;-4,29043e-07
4236  ;-1,66534  ;3,99463  ;0,983118  ;-4,29245e-07
6556  ;-8,3416  ;1,80901  ;0,707272  ;-4,29454e-07
4847  ;-4,19423  ;4,87737  ;1,52766  ;-4,29485e-07
1599  ;-4,74532  ;3,29484  ;1,44934  ;-4,30008e-07
5330  ;-4,10816  ;8,41979  ;0,96839  ;-4,30091e-07
4201  ;-0,837426  ;0,738585  ;0,156442  ;-4,30148e-07
2626  ;-4,46861  ;6,05256  ;1,51923  ;-4,30248e-07
5759  ;-8,56796  ;7,03874  ;0,838562  ;-4,30291e-07
3472  ;-5,45629  ;2,41362  ;1,27556  ;-4,30308e-07
3561  ;-5,72398  ;8,11069  ;1,11165  ;-4,30332e-07
6290  ;-8,04112  ;8,05708  ;0,83123  ;-4,30426e-07
2182  ;-5,98852  ;7,14755  ;1,3484  ;-4,30581e-07
4711  ;-1,51617  ;8,16856  ;0,676847  ;-4,30690e-07
6468  ;-2,8756  ;1,66143  ;0,910734  ;-4,30803e-07
6663  ;-1,97751  ;5,03241  ;1,19123  ;-4,31026e-07
7584  ;-1,09908  ;3,44402  ;0,70362  ;-4,31053e-07
2219  ;-5,86604  ;5,42561  ;1,55045  ;-4,31145e-07
1319  ;-3,31564  ;3,88993  ;1,43404  ;-4,31147e-07
4376  ;-7,89374  ;2,32224  ;0,979197  ;-4,31245e-07
1707  ;-5,50634  ;3,99388  ;1,5358  ;-4,31319e-07
3328  ;-7,24578  ;7,27723  ;1,1855  ;-4,31329e-07
3728  ;-1,6321  ;7,14841  ;0,907119  ;-4,31380e-07
7407  ;-2,83636  ;8,28909  ;0,937846  ;-4,31488e-07
3695  ;-4,12326  ;8,0149  ;1,15475  ;-4,31559e-07
4457  ;-7,19055  ;5,08305  ;1,3941  ;-4,32006e-07
6828  ;-5,59518  ;7,41734  ;1,33631  ;-4,32164e-07
5431  ;-1,57053  ;5,00136  ;1,02341  ;-4,32198e-07
1378  ;-7,50273  ;4,28755  ;1,33653  ;-4,32281e-07
3031  ;-5,58403  ;9,09692  ;0,633221  ;-4,32366e-07
6718  ;-2,61107  ;2,27522  ;1,10163  ;-4,32789e-07
5788  ;-3,18003  ;3,5893  ;1,41317  ;-4,32864e-07
3519  ;-2,97874  ;1,99319  ;1,09517  ;-4,32920e-07
3950  ;-4,56379  ;6,41592  ;1,53764  ;-4,32971e-07
7294  ;-2,64422  ;3,86928  ;1,34123  ;-4,33063e-07
6558  ;-8,39014  ;5,06301  ;1,05988  ;-4,33258e-07
4582  ;-1,77677  ;1,99669  ;0,820168  ;-4,33308e-07
5066  ;-6,73115  ;1,53802  ;0,957761  ;-4,33346e-07
3093  ;-2,98802  ;7,58054  ;1,20544  ;-4,33411e-07
1016  ;-5,89666  ;3,22804  ;1,47732  ;-4,33414e-07
3886  ;-9,2642  ;1,0619  ;0,183339  ;-4,33506e-07
4168  ;-7,01228  ;0,589919  ;0,288823  ;-4,33594e-07
6405  ;-6,54394  ;8,92874  ;0,704168  ;-4,33607e-07
6116  ;-7,10014  ;8,29652  ;0,965306  ;-4,33667e-07
3807  ;-2,36724  ;4,51913  ;1,32323  ;-4,33679e-07
1051  ;-2,062  ;3,00336  ;1,13386  ;-4,33750e-07
6058  ;-1,67228  ;6,12371  ;1,05709  ;-4,33952e-07
4648  ;-3,46664  ;3,15789  ;1,41908  ;-4,34047e-07
4795  ;-8,2473  ;4,09519  ;1,12352  ;-4,34279e-07
177  ;-6,17641  ;4,65185  ;1,58777  ;-4,34714e-07
3796  ;-4,17948  ;2,16168  ;1,26845  ;-4,34732e-07
2465  ;-5,17021  ;4,76324  ;1,66188  ;-4,35085e-07
3581  ;-5,4513  ;3,61931  ;1,57245  ;-4,35126e-07
2242  ;-1,03342  ;9,24882  ;0,1946  ;-4,35209e-07
2843  ;-8,08511  ;3,0352  ;1,10065  ;-4,35282e-07
7132  ;-2,6025  ;7,22737  ;1,23594  ;-4,35551e-07
1533  ;-5,23384  ;5,22201  ;1,66773  ;-4,35568e-07
3095  ;-2,13029  ;7,81646  ;1,01223  ;-4,35772e-07
1115  ;-4,53729  ;4,14545  ;1,64143  ;-4,36028e-07
4007  ;-2,0169  ;7,41178  ;1,06293  ;-4,36158e-07
720  ;-4,63717  ;5,12461  ;1,67935  ;-4,36177e-07
7013  ;-7,62979  ;1,0287  ;0,640204  ;-4,36567e-07
4018  ;-8,02638  ;5,00362  ;1,26158  ;-4,36702e-07
4785  ;-7,56638  ;3,74144  ;1,36422  ;-4,36738e-07
4939  ;-3,22152  ;6,10073  ;1,5239  ;-4,37098e-07
1318  ;-3,00042  ;3,79261  ;1,48155  ;-4,37114e-07
3146  ;-4,95913  ;5,64019  ;1,68261  ;-4,37276e-07
7180  ;-8,60269  ;3,51632  ;0,957718  ;-4,37454e-07
4697  ;-2,47811  ;6,59266  ;1,34141  ;-4,37796e-07
3110  ;-3,66519  ;5,33287  ;1,63625  ;-4,37833e-07
1015  ;-6,35888  ;3,30749  ;1,52825  ;-4,37855e-07
963  ;-3,81385  ;2,67983  ;1,44009  ;-4,38092e-07
4890  ;-3,66131  ;5,70209  ;1,62622  ;-4,38208e-07
2079  ;-8,64015  ;4,72064  ;1,00882  ;-4,38305e-07
3845  ;-6,89174  ;2,59471  ;1,33127  ;-4,38320e-07
2577  ;-3,70194  ;4,25342  ;1,62804  ;-4,38327e-07
6413  ;-4,51954  ;7,97802  ;1,29048  ;-4,38391e-07
2683  ;-3,66643  ;4,59338  ;1,64046  ;-4,38420e-07
4502  ;-7,32938  ;2,69371  ;1,28217  ;-4,38782e-07
1529  ;-5,65469  ;5,67029  ;1,69441  ;-4,38839e-07
5018  ;-3,39218  ;1,54088  ;1,0422  ;-4,39019e-07
2952  ;-2,37228  ;5,63307  ;1,4031  ;-4,39042e-07
3067  ;-4,08171  ;6,79976  ;1,56191  ;-4,39069e-07
3859  ;-4,03173  ;1,74901  ;1,18681  ;-4,39363e-07
484  ;-5,15112  ;4,17565  ;1,71708  ;-4,39395e-07
581  ;-6,07661  ;8,27764  ;1,18943  ;-4,39423e-07
7381  ;-6,02766  ;1,743  ;1,18381  ;-4,39664e-07
1545  ;-5,7063  ;4,30208  ;1,71359  ;-4,39813e-07
6147  ;-7,46805  ;8,474  ;0,935858  ;-4,39822e-07
6014  ;-4,38138  ;1,36877  ;1,03884  ;-4,40035e-07
4059  ;-7,85887  ;5,92911  ;1,34677  ;-4,40082e-07
3842  ;-7,73411  ;1,82506  ;0,996864  ;-4,40138e-07
7138  ;-1,61906  ;2,92924  ;1,03358  ;-4,40158e-07
3443  ;-8,76923  ;7,45078  ;0,79233  ;-4,40365e-07
1692  ;-6,44601  ;5,63523  ;1,65754  ;-4,40457e-07
2876  ;-1,36922  ;4,3536  ;1,03597  ;-4,40587e-07
4062  ;-6,15208  ;8,65064  ;0,993508  ;-4,40785e-07
5990  ;-2,51673  ;1,48805  ;0,923228  ;-4,40800e-07
2555  ;-2,26694  ;1,77477  ;0,999056  ;-4,40812e-07
3696  ;-4,52978  ;8,70102  ;1,02024  ;-4,40832e-07
989  ;-4,01467  ;4,09614  ;1,70187  ;-4,40911e-07
6134  ;-1,94885  ;0,610456  ;0,293397  ;-4,40963e-07
5681  ;-5,40837  ;8,4053  ;1,16881  ;-4,41080e-07
2617  ;-5,91611  ;2,81791  ;1,54316  ;-4,41111e-07
1388  ;-4,12842  ;3,23651  ;1,62002  ;-4,41264e-07
3803  ;-0,154693  ;4,52262  ;1,56346  ;-4,41354e-07
4511  ;-9,28713  ;8,89287  ;0,207046  ;-4,41554e-07
625  ;-9,84051  ;5,54044  ;1,56868  ;-4,41572e-07
1546  ;-4,04836  ;5,10197  ;1,75084  ;-4,41630e-07
3836  ;-6,49824  ;1,78837  ;1,19338  ;-4,41707e-07
1978  ;-9,84645  ;4,55241  ;1,56877  ;-4,41710e-07
3513  ;-4,05548  ;4,64606  ;1,75778  ;-4,41982e-07
1439  ;-5,01975  ;3,59113  ;1,71024  ;-4,42121e-07
2951  ;-3,21426  ;6,49331  ;1,5742  ;-4,42179e-07
4260  ;-1,47352  ;2,38498  ;0,925772  ;-4,42184e-07
5686  ;-3,35276  ;8,83699  ;0,82031  ;-4,42188e-07
3978  ;-0,227491  ;0,218045  ;2,49018  ;-4,42235e-07
5406  ;-8,6259  ;2,77255  ;0,938065  ;-4,42279e-07
2790  ;-3,39439  ;5,06252  ;1,6922  ;-4,42303e-07
1031  ;-4,49453  ;9,83062  ;1,59443  ;-4,42397e-07
2629  ;-9,78196  ;9,78195  ;2,4949  ;-4,42434e-07
5047  ;-4,80934  ;8,39137  ;1,1862  ;-4,42445e-07
3515  ;-2,61581  ;2,555  ;1,30713  ;-4,42998e-07
2244  ;-0,218045  ;9,77095  ;2,48672  ;-4,43156e-07
4947  ;-8,11645  ;7,10372  ;1,21008  ;-4,43198e-07
